,density,bandgap,volume,formationenergy_pa,total_magnetization,energysStab,atomMean,transition,chalcogen,ICSDVolum wmean,ICSDVolum wstd,Polarizability wmean,NfValenc wmean,NfValenc wstd,IsFBlock wmean,IsFBlock wstd,NsValenc wstd,HeatCapacityMolar wstd,BCCenergy_p wstd,MendeleevNumber wstd,HeatFusion wmean,HeatFusion wstd,GSefflatcn wstd,BCCvolume_padiff wmean,GSestBCClatcn wstd,GSvolume_p wmean,GSestFCClatcn wstd,NpUnfilled wstd,NValanc wstd,GSmagmom wmean,GSmagmom wstd,BCCvolume_p wmean,Crystal System,symmetry ops,meanbv,stdbv,vx,vz,Hall Number,strainlatticemean,strainlatticestd,numberDensity,maxForce,avgIonicRadVol,SpaceGroup,volume flexibility of cell,deltaShannon,detLatticeVec,initialAnisotropy Std,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300566061, Li3Cu2(WO4)4, Li2Cu(WO4)2, mp-510765, mp-566061",6.448637027021596,0.0,293.3634704700364,-1.973375311599999,1.0,0.049269677575001225,19.64,2.0,1.0,4.2967,3.9892213212605774,1.42537,0.56,0.9699484522385712,0.0,0.0,0.487749935930288,6.901974588999876,0.8030841911180339,22.36104425110777,2.4896000000000003,3.412877823772776,1.1529432036623992,-0.2862999999989999,0.5764716019578534,2.817999999999,0.7263087058901151,0.5542562584220407,1.5503225470849606,0.0,0.0,2.5317000000000003,2.0,1.0,-0.13026929129454667,0.4769037284177435,9.534941392225619,7.636039854431548,1.0,293.3634704700364,1.6399516552156277,0.08521851735645271,0.04302525051407488,0.4702923580993089,1.0,0.004661801570410296,0.005563457388775147,302.2526769887491,0.060859847039061415,2.1339165869358623,0.0021954078013398143,0.004512226012864645,0.011114560138613864,1.6244686561312969
"mp-300566471, FeMoClO4, LiFeMoClO4, mp-24968, mp-566471",3.222117964474944,2.2046,258.95171855309144,-1.8723640368942849,9.9999991,0.0,16.714285714285715,2.0,1.0,4.495,3.2634710612087456,0.9495714285714284,0.0,0.0,0.0,0.0,0.3960905895146221,5.582544741382805,0.5538637254248395,17.592720839330454,1.9775,2.0702233870886917,0.9107589696188076,-0.3949107142857142,0.455379484934005,3.1191964285714286,0.5737421986700442,0.4778245771521304,1.0564428184106456,0.07538081428571429,0.130563400258771,2.724285714285714,4.0,16.0,-0.03712803843029317,0.4744472820377954,5.353453010000001,6.3959011760000015,408.0,258.95171855309144,1.44758411393776,0.054064132411346236,0.02306547,0.6906802350800287,129.0,0.007726517020249462,0.016985402258999194,266.79821457696863,0.0804819409908379,1.9794866372215736,0.023247037124486503,0.005111849769043922,0.07295600979308331,0.8770673385915532
"mp-300566507, Fe(SeO3)2, LiFe(SeO3)2, mp-25662, mp-566507",3.3819625261146737,0.0,608.3696752422362,-1.277998843298611,16.0000004,0.1109144181192132,15.777777777777779,1.0,2.0,6.502222222222222,4.191333013252889,0.7685925925925926,0.0,0.0,0.0,0.0,0.4800548665487304,7.339433477051232,0.4195148150058998,21.959996052180816,1.055925925925926,0.6432391879769496,1.1953519430589,-0.8203703703703703,0.5976759716805143,4.340740740740742,0.7530245376278347,0.5543196128553987,1.3738694067401045,0.07817269629629629,0.11055288730949524,3.52037037037037,4.0,8.0,-1.4344282553143015,0.8331716966804229,8.617116156280607,8.617116157575767,399.0,608.3696752422364,3.400889873227807,0.05917454709698634,0.02535476487538585,0.5950665391981885,122.0,0.0411352687397183,0.011432058507713798,626.8038847717518,1.8619768098711481e-10,1.8856180831641267,0.015963834558380928,0.0021758518488813176,0.0411352687397183,0.9061845559665528
"mp-300566629, Li3Ni2P2(O4F)2, Li2NiPO4F, mp-762256, mp-566629",3.3034178496526265,0.000199999999999978,736.2135118222768,-2.3571832840335567,15.799450899999998,0.031516689742646875,10.411764705882351,1.0,1.0,3.486,2.4861064011949057,1.1928823529411765,0.0,0.0,0.0,0.0,0.289134252410459,4.171938729657213,0.35514496561857184,14.075309064440308,0.9801176470588236,0.9460807810597665,0.6897465887253414,-0.3977114845917646,0.3448732944490202,2.4448879551800005,0.4345131231659382,0.35372462066759786,0.9128077525303916,0.01400928705882353,0.02801857411764706,2.047176470588236,1.0,4.0,0.03535226926302572,0.4639050738794829,9.880517900000001,10.153495471834852,81.0,736.2135118222768,4.115558645971139,0.09236450962667923,0.28440183778740075,0.5440547138078696,14.0,0.009247167171002331,0.0030396435700224037,758.5215174440034,0.3356015139345684,2.521876601203061,0.0025100588774653715,0.0009129536466928412,0.009247167171002331,0.9333947471730972
"mp-300566658, V(GeO3)2, LiV(GeO3)2, mp-775220, mp-566658",4.2265829520283456,1.5087,459.22600064434425,-2.1736911147222218,3.9999992999999994,0.05149385611111157,15.0,1.0,1.0,6.018518518518517,4.165589128159002,1.070074074074074,0.0,0.0,0.0,0.0,0.4800548665487304,7.4290558450567055,0.3152982391835851,22.57789442956157,3.581481481481481,3.397701635817316,1.1860123904867736,-0.7044444444444443,0.5930061953916475,4.20925925925926,0.747140988184585,0.5543196128553987,1.4600298773649647,0.0,0.0,3.504814814814815,1.0,4.0,-0.03579863995418674,0.4824976310516798,8.994141972004302,5.22629407528154,81.0,459.2260006443442,2.567151386190273,0.07839277381831182,0.13285880771546987,0.5116276454577361,14.0,0.0028825072640090506,0.0035962176764092954,473.1410076898688,0.15021587481260873,1.6629588385661962,0.0010924373084580683,0.0028825072640090506,0.006047320582836857,1.1413088090516048
"mp-300566680, Li3Mn2(SiO4)2, Li2MnSiO4, mp-767982, mp-566680",2.9375923825536727,0.0,177.98455361680837,-2.6046047789785742,9.0,0.09013736525000038,10.066666666666666,1.0,1.0,4.470166666666667,2.9274139279499845,1.82135,0.0,0.0,0.0,0.0,0.3570714214271425,5.241054859048466,0.3828662614004617,17.93992289095283,2.283333333333333,2.612511860685464,0.8152974853211539,-0.4344195402283332,0.4076487427557549,3.074586206895,0.5136052319132499,0.4422166387140533,1.1741427132640696,1.0337356321833333e-05,1.7904826365358662e-05,2.6401666666666666,2.0,1.0,-0.02774945141325984,0.4869028267040205,6.277963710291513,4.722209763521628,1.0,177.9845536168083,0.9949639020803456,0.08427697626106496,0.17930800297866828,0.5326905590633512,1.0,0.007437287426239549,0.011788236064230209,183.37766357595115,0.07517322958681437,3.1382939455839507,0.008412737240280403,0.0021349442460204733,0.029048275632581125,0.8234372554182909
"mp-300566770, LiV2(SO4)3, Li2V2(SO4)3, mp-770367, mp-566770",2.782373803912194,0.0,473.8784882673315,-2.111082194843751,10.000001300000001,0.046087030381069205,10.722222222222221,1.0,2.0,4.652638888888887,4.171600807676965,0.9369305555555556,0.0,0.0,0.0,0.0,0.4990345617561578,7.385480116584778,0.5737942709720493,22.86225442665565,0.7472638888888888,0.9493075232646436,1.2348301350059478,-0.7206105324069443,0.6174150676365153,3.183804976851389,0.7778942401447336,0.5464532103585,1.5362768646758538,0.0,0.0,2.4631944444444445,5.0,12.0,-1.0527371259952258,0.7910592475808982,8.197000509858295,8.197000408170322,460.0,473.8784882673315,2.6490612821014765,0.07596884199497811,0.1995739915922979,0.5099814892812566,167.0,0.002793379137168996,0.009895637171488338,488.2374803403202,6.062497420125474e-09,1.8856180831641267,0.01441258095054854,0.002793379137168996,0.04199985647390859,0.790598869490608
"mp-300566770, V2(SO4)3, LiV2(SO4)3, mp-25724, mp-770367",3.0402672564719246,1.6729999999999998,426.09921477578376,-2.039106125128676,7.9999997999999986,0.060518016617646886,11.176470588235292,1.0,2.0,6.144313725490195,4.4809660077864155,0.8455686274509805,0.0,0.0,0.0,0.0,0.5290485318914526,8.153200913347483,0.4940005566861264,24.36654604034348,0.9961372549019608,1.085880458364431,1.3014674887985491,-1.0156985294117646,0.6507337445431303,4.169424019607844,0.8198731425338261,0.5998846486579748,1.6197550139657555,0.0,0.0,3.1537254901960785,1.0,4.0,0.06767178598796733,0.4985399261861394,7.234704025352497,8.092170505832426,90.0,426.09921477578376,2.3819670234948447,0.07979362275495162,0.03772571256321741,0.4693677736937275,15.0,0.00651746529815061,0.011202489902083279,439.01044708270484,0.05180783702496535,1.5518712892085786,0.016472143861483154,0.003106605778130097,0.04670937613385113,0.8655830459734187
"mp-300566900, LiNi(WO4)2, Li2Ni(WO4)2, mp-25603, mp-566900",6.634860095481009,0.0,140.48170181701002,-1.8622261883333333,2.9908035,0.09029367869791738,20.25,2.0,1.0,4.230625,4.2835653056105665,1.2448125,0.5833333333333333,1.010362971081845,0.0,0.0,0.5013003923131651,7.32652592029564,0.8253793134943844,23.334895781020986,2.642916666666667,3.545250025464433,1.2444683430599046,-0.2973611111104166,0.6222341716648824,2.7469444444437503,0.783965930756528,0.5773502691896258,1.6429299285118644,0.01240405625,0.02148445564494228,2.449583333333333,2.0,1.0,-0.07687157868333516,0.5046046720178944,4.8288604834660855,5.540236776094849,1.0,140.48170181701002,0.7853165871442254,0.08542037749251552,0.08192095333782072,0.4621402323675359,1.0,0.009735091970338271,0.010642726034054379,144.7384378637672,0.05394695047206445,1.9773017529507784,0.0037912196210015954,0.009422738090142258,0.02321018248525293,1.6788905807365413
"mp-300566900, Ni(WO4)2, LiNi(WO4)2, mp-510764, mp-25603",6.359749642608242,0.4393,144.74636402554157,-1.5832008445454542,4.0000005,0.19461236897727294,21.818181818181817,2.0,1.0,5.498181818181819,5.0987474289625885,1.0732121212121213,0.8484848484848485,1.1999387801953532,0.0,0.0,0.5620374845754972,8.514178595987458,0.7791152508546709,26.37829616794079,3.753333333333334,4.112812027455962,1.439209455116931,-0.43,0.7196047277053,3.4927272727272727,0.9066451439564422,0.6856793029687734,1.4870114116830664,0.01804226363636364,0.025515613930456368,3.062727272727273,2.0,2.0,-0.8523993668819151,0.7434411333850867,4.9725049985236165,5.596278836900725,2.0,144.74636402554157,0.8091567736426003,0.07599500045513384,0.0464157426507182,0.4990836009958313,2.0,0.009448266949882805,0.009220324711156427,149.13232360187945,0.03427505173190918,1.526623238522424,0.00012446964840155477,0.009145115952242959,0.009448266949882805,1.6093090632765763
"mp-300567303, Li3Mn2(P2O7)2, Li2MnP2O7, mp-850454, mp-567303",2.9646363559441697,0.2752999999999999,1072.253254118124,-2.611250331502591,36.00029710000001,0.03136290592391333,10.043478260869565,1.0,1.0,4.437934782608696,3.6356545575603394,1.2777500000000002,0.0,0.0,0.0,0.0,0.4405862652067661,6.380626901188779,0.4452705086866954,20.830588035881394,1.2180434782608696,1.2137958357206762,1.0526767634550842,-0.6380013564619564,0.5263383818536527,3.135936139070652,0.6631448065750205,0.4995271866554808,1.3750322216537372,6.741754122934783e-06,1.1677060673059994e-05,2.497934782608696,2.0,1.0,0.1366776676024564,0.4870970386610797,9.13840538436434,10.531715403535713,1.0,1072.2532541181238,5.9940779132586695,0.08580062559536414,0.3911535853227433,0.4966962640377202,1.0,0.0012345239126999384,0.0016763858314587136,1104.7435999711572,0.06332678771978824,2.7415448296407727,0.0011889333321559296,0.0006268377435846385,0.0048217567556417965,0.8363931685362322
"mp-300567303, Li3Mn4(P2O7)4, LiMnP2O7, mp-850246, mp-850466",2.9852972352622813,0.05459999999999998,1041.6671878774773,-2.4655355950957936,30.0216735,0.08161151465116223,10.534883720930234,1.0,1.0,4.3702906976744185,4.1059214859332025,0.9424476744186048,0.0,0.0,0.0,0.0,0.485421596712481,7.109037183780078,0.5206004780980641,22.298871952930146,1.250697674418605,1.3367190203324522,1.2042044441479278,-0.6810595906343022,0.6021022222040456,3.065303776680814,0.7586012638554781,0.5343779206081888,1.4862243770253034,7.212109061744188e-06,1.2491739324668836e-05,2.384244186046512,2.0,1.0,0.1537430402134659,0.5009538367631698,9.021521754473516,10.437220460139851,1.0,1041.6671878774769,5.823096605062674,0.08255995869010273,0.27075162896946675,0.4995068421019041,1.0,0.0012707727555251026,0.0016276155507781785,1073.2307453373523,0.061773954006746574,2.528795761687104,0.0012062540407150866,0.0006452433350926935,0.004963336113464181,0.8441800646656032
"mp-300567303, LiMn2(P2O7)2, Li3Mn4(P2O7)4, mp-850432, mp-850246",2.980141571863293,0.03339999999999998,1035.734209366057,-2.3987619991456945,28.164550399999996,0.10094348964285782,10.714285714285714,1.0,1.0,4.345595238095238,4.298252484316648,0.8200357142857142,0.0,0.0,0.0,0.0,0.5021213502134081,7.390229505578612,0.5486188002577241,22.83491913158511,1.2626190476190475,1.38273355983923,1.2653550478481628,-0.6967792634273808,0.6326775240541314,3.0395173586654765,0.7971237302661163,0.5471012044321932,1.5269220444100005,7.383825944166666e-06,1.2789161689541902e-05,2.3427380952380954,2.0,1.0,0.15738250931614342,0.5040077729489515,8.982912373943034,10.386722191923926,1.0,1035.734209366057,5.789930246911233,0.08110188814890451,0.4028026704586256,0.5025364233779506,1.0,0.0012780521013101992,0.0016009587145633974,1067.117991644058,0.06272573772977362,2.4355641623894138,0.0012046333536002095,0.0006489394714248952,0.004991767506614904,0.8433931458820338
"mp-300567303, LiMnP2O7, Li3Mn2(P2O7)2, mp-850466, mp-850454",3.003437184927719,0.2299,1043.0508728654443,-2.523686257252708,31.999999900000002,0.0687460361363641,10.363636363636363,1.0,1.0,4.393863636363636,3.931795973400232,1.0592954545454547,0.0,0.0,0.0,0.0,0.4696358709039051,6.84770382143044,0.4940878363048376,21.78719390334189,1.2393181818181815,1.2933282989415236,1.1484829954213132,-0.6660544484227272,0.5742414978401205,3.089918084786364,0.7234989507622572,0.5222329678670935,1.4474257570991511,7.048197492159091e-06,1.2207836158199087e-05,2.4238636363636368,2.0,1.0,0.15026900152454647,0.4980387158585602,9.145507606286762,10.256947423021822,1.0,1043.0508728654443,5.8308316392940585,0.08436788874760108,0.4918958309061402,0.494315598424077,1.0,0.0012690869804294867,0.0016595602905807641,1074.6563573641406,0.059629816094842185,2.609581835346786,0.0012117019214811313,0.0006443873715538291,0.004956751876923956,0.8486433767878179
"mp-300567344, Ca9Mn(PO4)7, LiCa9Mn(PO4)7, mp-851044, mp-567344",3.038667772109424,3.9494,1180.8543133182955,-3.2334272626445766,8.0036184,0.0,11.866666666666667,1.0,1.0,5.716222222222222,4.268708189246282,1.6048111111094443,0.0,0.0,0.0,0.0,0.4492792582034606,6.754835879326439,0.5103816962594154,21.733441263081247,1.2539444444444443,1.1231937859800496,1.1429323803297495,-0.6505514048516667,0.5714661902746601,4.240829182629445,0.7200022823585936,0.5085382100797453,1.441278581890845,1.722892720305556e-06,2.9841377275597775e-06,3.5902777777777786,5.0,6.0,0.1068445338544097,0.505795643157765,12.809085968560725,12.809086180336564,452.0,1180.8543133182955,6.601176290258844,0.07621600648355406,0.3777317325779264,0.494979364970747,161.0,0.0011209869564344317,0.0017526486627209,1216.6353798661528,7.974390790247504e-09,2.5469420056701155,0.0014017832346415713,0.0005691885974265146,0.004378308410691612,0.8778307927536142
"mp-300568287, Li4VP2(O4F)2, Li5VP2(O4F)2, mp-782668, mp-568287",2.7208589728409858,1.5804999999999998,748.5812576000599,-2.7892102827100285,3.9999985000000002,0.025378132450981642,8.647058823529411,1.0,1.0,3.6482352941176472,2.6639413524722664,1.4650588235294115,0.0,0.0,0.0,0.0,0.29762613272172983,4.388368506415213,0.34256856308992434,14.589639401118564,0.8570588235294118,0.7992685237205208,0.7611598297119047,-0.3989271708658823,0.3805799149217921,2.550338935571765,0.4795006459411821,0.35372462066759786,0.9589498292854036,0.0,0.0,2.1514117647058826,1.0,2.0,0.07745041332919066,0.4494574251452945,6.105654629615432,9.815706286913127,21.0,748.5812576000599,4.1846964466900625,0.09083850191228,0.15368105279548905,0.5428907836062911,7.0,0.0090943893508599,0.0032508023664617586,771.2640182865988,0.20133127102824488,2.6620490585846497,0.002450016931645579,0.0008978702091974967,0.0090943893508599,0.7623848462505366
"mp-300570512, WCl6, LiWCl6, mp-571518, mp-570512",3.0365697151906503,1.9169,216.8565372103022,-1.3595829085085716,0.0,0.0019967142857133524,25.142857142857146,1.0,0.0,13.582142857142856,11.317857142857141,1.727142857142857,1.0,1.0,0.0,0.0,0.7142857142857142,12.816,0.5165376014285714,36.64285714285714,5.107857142857141,2.365,2.6824259553003724,-1.6960714285714285,1.3412129777857142,11.645357142857142,1.6898224628571428,0.42857142857142855,1.5714285714285716,0.0,0.0,9.949285714285717,5.0,6.0,0.11889657154659647,0.42332436110234334,6.579107096030255,6.579106730981112,436.0,216.8565372103022,1.2122648964186216,0.03227940503915532,0.010205860695546456,0.9362971217199092,148.0,0.0871178907388621,0.07557340406525864,223.4275071443116,1.6409288792841732e-08,0.0,0.028278101692688726,0.006306484023637998,0.0871178907388621,0.7877275374438198
"mp-300571612, W6CCl18, LiW6CCl18, mp-30295, mp-571612",4.1421636162627635,1.1546,1405.6734163759545,-1.2370535038972008,0.0,0.0,30.24,1.0,0.0,8.3156,9.028718996624052,1.4334666666666669,1.12,1.5839191898578664,0.0,0.0,0.5706915882408718,10.31535369375185,1.2741552371964764,28.539756286431192,6.518133333333334,4.378569207197967,2.1533837952982298,-0.9369999999999998,1.0766918977629552,7.238599999999999,1.356546786039736,0.308688984074406,2.2460236468528603,0.0,0.0,6.3016,6.0,12.0,-0.19646119657715816,0.7056512418937517,8.757570224,16.793030944999998,484.0,1405.6734163759545,7.857953282952441,0.035570139847211316,0.01571818942151099,0.9328164956331692,190.0,0.0009729160923197383,0.009913313198368457,1448.2667265655618,0.2295307159937297,0.0,0.0056575202568312395,7.746677789874627e-05,0.013439881479299677,1.044006585434422
"mp-300578763, LiNi(SO4)2, Li2Ni(SO4)2, mp-782632, mp-578763",2.974875017479884,0.0040999999999999925,1151.0260983642436,-1.7398865659895826,8.0442636,0.016917316475694832,10.583333333333334,1.0,2.0,4.643541666666667,4.189059260898493,0.9031458333333332,0.0,0.0,0.0,0.0,0.5013003923131651,7.353456852784537,0.5656535186290584,22.860727180521234,0.5350416666666666,0.5345755114392685,1.234861830384222,-0.7209809027770832,0.6174309153282705,3.15264756944375,0.7779142069885105,0.5464532103585,1.4957985139865746,0.01240405625,0.02148445564494228,2.4316666666666658,1.0,2.0,-0.019486787214899826,0.4979607977108644,8.588557398667438,12.663270360649733,21.0,1151.0260983642436,6.43443149954704,0.0834038430027159,0.15997586042011308,0.4613963584266085,7.0,0.0011500367233725866,0.003982805115723676,1185.9033401707793,0.16252516916635648,1.97730175295078,0.0059695291752227785,0.0011500367233725866,0.017291378989221173,0.8567308696960824
"mp-300578763, Ni(SO4)2, LiNi(SO4)2, mp-850515, mp-782632",3.2659439068828724,0.024500000000000192,1020.2111470022068,-1.3089226171022719,0.0125611,0.1574837661742423,11.272727272727273,1.0,2.0,6.098787878787879,4.855499244251559,0.5762424242424242,0.0,0.0,0.0,0.0,0.5620374845754972,8.570599390572532,0.598438317340422,25.11406485305647,0.6873333333333335,0.6406873088581231,1.4111893906194657,-1.0461742424242424,0.7055946954586454,4.082840909090908,0.8889936094193698,0.61806297134458,1.5873698004495511,0.01804226363636364,0.025515613930456368,3.036666666666667,3.0,8.0,-0.06355704783049547,0.53290663018851,8.270702173999997,12.168285544999998,290.0,1020.2111470022068,5.703153690249952,0.08625665408438205,0.2970010877289854,0.4162798305031733,61.0,0.001297498352736861,0.004611446972771983,1051.124564967521,0.1627929751094424,1.526623238522424,0.007022561973697127,0.001297498352736861,0.019508538552811604,0.9437511338445908
"mp-300578869, Na5Mn2O8, Na5LiMn2O8, mp-849237, mp-578869",2.7786352081676458,1.5715,1686.7894479493848,-1.693855208728574,24.0293965,0.025419370916666573,11.266666666666667,1.0,1.0,8.046222222222221,4.823370923091899,3.2392444444444446,0.0,0.0,0.0,0.0,0.3624334762288909,4.964579299471481,0.3943969862752456,20.244139526914577,0.9017777777777778,0.6553007414373915,0.9290051045265376,-0.3182630906733333,0.4645025523500882,5.334040868451111,0.5852365433450402,0.502831488843767,1.2344839477627692,1.3783141762444448e-05,1.9492306012559936e-05,5.015777777777777,3.0,8.0,-0.5444105748595532,0.6334211405751339,9.857588887999999,9.724557053,292.0,1686.789447949385,9.429439673360427,0.07114106632922262,0.3952449674383983,0.5001859170882728,62.0,0.0007847584559462264,0.0025454723323203197,1737.9008550117005,0.2470480678049365,2.472964932132188,0.001989691803797852,0.0007847584559462264,0.005154771521826689,0.7779500171722388
"mp-300579738, Li3Fe3P8O29, Li6Fe3P8O29, mp-705437, mp-504218",2.4406967406792632,0.009399999999999964,1224.815873092724,-2.297763635721207,18.122184,0.11264448218023215,10.209302325581397,1.0,1.0,4.392965116279068,4.339283213791377,0.8750174418604649,0.0,0.0,0.0,0.0,0.5125190442187078,7.5170809210189855,0.556860876413866,23.31287403984838,1.1926162790697674,1.3418721773601143,1.2795987377880995,-0.6919006090784883,0.6397993690349614,3.0614936323343027,0.8060966926538851,0.5526620762007509,1.557477731719653,0.03681388604651163,0.0637635210566091,2.3695930232558142,2.0,1.0,-1.4459769235560715,0.9380384013504781,9.299959446843804,13.051409322604776,1.0,1224.8158730927235,6.846928880390206,0.07021463543156534,0.3560111680659879,0.5664372203747025,1.0,0.001080752063848323,0.0012787849283830562,1261.9290188633072,0.13848393588534855,2.157658326463852,0.0008291058714130032,0.0005487590625891634,0.003756503921794379,0.6957602106581764
"mp-300579738, Li6Fe3P8O29, Li9Fe3P8O29, mp-504218, mp-579738",2.560159201550921,0.1699,1194.6752809125142,-2.4963026054567807,23.503491399999998,0.04563952383605141,9.73913043478261,1.0,1.0,4.459130434782608,3.863307507309021,1.214717391304348,0.0,0.0,0.0,0.0,0.4666323463840366,6.777173795012377,0.4848760577162982,21.778890271009523,1.16375,1.2209312601991074,1.1277892994848668,-0.6481353519641303,0.5638946498790066,3.1323744823989133,0.7104627392005314,0.5166188973180933,1.4421746339671293,0.034412980434782615,0.05960503055291716,2.4842391304347826,2.0,1.0,-1.3156393265754027,0.9077191933069044,9.26174324698417,12.76863903598814,1.0,1194.6752809125146,6.678437847897627,0.07700837329598782,0.06533244993338685,0.5401626269496467,1.0,0.0038512771664903607,0.00140354109488372,1230.875136599445,0.13169512168962785,2.392489824730018,0.0008933309870242761,0.0005626037644717207,0.0038512771664903607,0.727937362091326
"mp-300585175, Co(PO3)3, LiCo(PO3)3, mp-585227, mp-585175",2.485755516557678,1.5263,790.5345645945108,-2.386259959656593,15.9999991,0.0,11.076923076923077,1.0,1.0,5.752051282051281,4.659092881943572,0.6566153846153847,0.0,0.0,0.0,0.0,0.5229763603684907,7.977765518900402,0.4763662495848465,23.601752795983924,1.8923076923076925,1.7453600364408297,1.3279814601551505,-1.051556776553846,0.6639907302347406,4.100018315015385,0.8365758978603338,0.565266863719195,1.534610564866154,0.03970438974358975,0.05615048646113184,3.048461538461538,3.0,8.0,0.2397463107825468,0.56364462629678,4.8982808360000005,11.940240700999999,269.0,790.5345645945105,4.4192225624913135,0.0657782750165673,0.02830064148815358,0.5982310594979341,57.0,0.0016744647760697535,0.0017381565655286964,814.488552436288,0.2315828069296981,1.6853001769389726,0.000995381200845133,0.000850220648742217,0.00497519042101863,0.7071922598262129
"mp-300585189, Mn4(PO4)3, LiMn4(PO4)3, mp-31944, mp-585189",3.7279008302967656,0.0,449.59241941102135,-2.505897524928576,37.99999860000001,0.02499644381578925,12.68421052631579,1.0,1.0,5.510350877192981,3.8604545331905715,1.0195438596491229,0.0,0.0,0.0,0.0,0.4239665253892832,6.594145777874372,0.4753662567756634,20.252347689831684,1.9280701754385967,1.2679879389639146,1.027978375306769,-0.8147554230385965,0.5139891877954348,3.8407203353192982,0.6475857970209301,0.5210260492953508,1.283702324907138,2.1762855414385958e-05,3.077732528298937e-05,3.0259649122807013,1.0,2.0,0.02089448821835472,0.5086318294863861,6.381313586446072,10.119920555927703,39.0,449.59241941102135,2.5132980299291097,0.08452099804036077,0.01810523454864366,0.4930442556189197,122.0,0.011499625324145802,0.004516562305241607,463.2155193115947,0.17928895917121895,2.552495926943609,0.00364264103178236,0.0014949736279877635,0.011499625324145802,1.0405523560961898
"mp-300585261, Mo2P2O11, LiMo4(P2O11)2, mp-540142, mp-585261",3.2858538350181004,1.9934,434.42855902825113,-2.3273112596626992,0.0,0.0,13.466666666666667,1.0,1.0,5.780444444444441,4.9180327694097015,0.9262666666666668,0.0,0.0,0.0,0.0,0.5995883361436463,8.651036741638842,0.4937615663861227,25.95804782555075,2.543555555555556,1.9749369860239667,1.397634095029832,-0.8076772486755556,0.6988170476971124,3.92612169312,0.8804543082860993,0.6190394789859608,1.7293401296305524,0.0,0.0,3.1184444444444437,2.0,2.0,0.14551132989713575,0.4798096853928376,7.158857301874892,8.526510939924588,2.0,434.42855902825113,2.42852947338614,0.06905623347393486,0.027791446802822268,0.5512994712815171,2.0,0.0015471561350988016,0.003054862460603573,447.5921787953663,0.178658521487167,1.7688665548562137,0.0007897877474149263,0.0015471561350988016,0.004605578568082114,0.902607371485604
"mp-300585269, Li3Mo2P5O18, Li5Mo2P5O18, mp-585177, mp-585269",3.2398545425758734,0.0,671.9959540711861,-2.561911835106293,-2e-07,0.06018430991071533,11.142857142857142,1.0,1.0,4.495535714285714,3.931171822005832,1.171348214285714,0.0,0.0,0.0,0.0,0.4918824471728329,6.9902359533619105,0.4907270187665074,22.22354251321636,1.6126785714285712,1.4007420022572874,1.1559806303856222,-0.6629570578205357,0.5779903153336905,3.1955463435348217,0.7282221648213958,0.5269370242742679,1.4904029724903811,0.0,0.0,2.5325892857142858,2.0,2.0,0.1970807282003917,0.5347206252163209,8.898501557670029,6.268340519266344,2.0,671.9959540711861,3.7565715847699583,0.08333383506363758,0.04442450247007952,0.5018724059248637,2.0,0.001969836685265105,0.00217747126614288,692.3581034754968,0.20668486883832346,2.3211538298959886,0.0010427793718873928,0.001000197704005061,0.00485212137849611,0.9012677065057036
"mp-300585297, LiNiP2O7, Li2NiP2O7, mp-540164, mp-585297",2.5050838316419894,0.5656,317.6166244670817,-2.153311117267315,6.0158648,0.15444478520833194,10.636363636363637,1.0,1.0,4.363409090909091,3.9575086272962143,1.0002045454545456,0.0,0.0,0.0,0.0,0.4696358709039051,6.851466208528768,0.5185407044909195,21.657397625311,1.3431818181818178,1.3005449429990223,1.14902751233822,-0.6663365800840908,0.5745137563037924,3.0861093073568178,0.7238419749272417,0.5222329678670935,1.4176791067046086,0.013531697727272729,0.023437587976300668,2.4197727272727274,2.0,1.0,0.0984983338815831,0.4887869851550595,8.259046031938059,4.817455761147125,1.0,317.61662446708164,1.7755309077310402,0.06926589575376624,0.0383363935844701,0.5919676169757879,9.0,0.004268386184089902,0.004358207283202143,327.24072580505873,0.14455261458652194,2.061051645228116,0.002027448005405574,0.0021161638232584123,0.01026585412675597,0.7150699211546079
"mp-300585305, Li3Bi3P8O29, Li6Bi3P8O29, mp-778111, mp-26327",3.5514918582140145,0.5346,1271.3327359161228,-2.302878435488648,0.0003057,0.09004548750969033,14.186046511627907,0.0,1.0,4.804593023255814,4.049414617520867,0.7354825581395349,0.2441860465116279,0.42294263905751656,0.0,0.0,0.5125190442187078,7.512040348845121,0.6026125471445157,22.96569619520961,1.145453488372093,1.3523707146680726,1.2456956314181469,-0.7449238648924418,0.622847815842292,3.449051771869186,0.7847390739692609,0.5135732045698416,1.486826959598189,0.0,0.0,2.704127906976744,2.0,2.0,0.26289833354038444,0.5252709656549381,9.375950670314674,13.220805333492644,2.0,1271.3327359161228,7.106966048823148,0.06764554830567497,0.2524571994380091,0.5726307953288157,15.0,0.0010412083676310537,0.0013184266773823626,1309.8553891471174,0.1402358361699524,2.157658326463852,0.0010725070873660837,0.0005286804873142471,0.004857905348713638,0.9314005271943612
