,nsites,bandgap,Unit Cell Mass,energy,total_magnetization,energysStab,transition,FirstIonizationEnergy wmean,ICSDVolum wmean,IsMetalloid wmean,Electronegativity wmean,GSenergy_p wstd,Polarizability wstd,BoilingT wstd,HeatCapacityMolar wmean,MiracleRadius wstd,AtomicVolum wmean,BCCefflatcn wmean,BCCefflatcn wstd,BCCmagmom wstd,HeatFusion wstd,GSefflatcn wmean,GSefflatcn wstd,MeltingT wmean,MeltingT wstd,GSestBCClatcn wmean,GSestBCClatcn wstd,CovalentRadius wstd,GSestFCClatcn wmean,GSestFCClatcn wstd,IsM wstd,SpaceGroupNumber wmean,SpaceGroupNumber wstd,Row wstd,Crystal System,ShannonForce,stdbv,vz,strainlatticemean,strainlatticestd,initialAnisotropy,li-ion fittability,oxidation flexibility,volume flexibility of cell,deltaShannon,detLatticeVec,initialAnisotropy Std,deltashannonmin
"mp-300021471, Li19(FeAs)20, LiFeAs, mp-530480, mp-21471",59.0,0.0007000000000001452,2747.211,-324.32230382,-0.0724023,0.0,1.0,2.577755146892656,6.08457627118644,0.11299435028248588,0.5583050847457627,0.9028332662333718,2.7378819063542204,320.13797388184366,8.288926553672317,4.137383453708496,6.0981000997290185,2.0766692835014915,0.1617062266503985,0.3372799951815109,2.9879402661996264,2.117853123654976,0.21329105692310246,376.49779661016953,191.04065347067453,1.058926561706215,0.10664552846718743,1.903946419871236,1.3341638656214687,0.13436494615247002,0.00798990713205139,69.21468926553672,9.288592645496502,0.3355760995461581,2.0,0.0,1.305366877621564,12.007299977502374,883.5037872695392,4.9389363167829945,0.20571768183753347,9.306268326354486,5.4237288135593245,0.0036905398505291827,0.0033688516691444946,910.2748355275928,0.3353157795996945,0.001224396218183419
"mp-300021496, La4CuO8, LiLa4CuO8, mp-772213, mp-21496",13.0,0.0,747.16308,-98.24732729,0.539383,0.06394901302884826,2.0,3.563548205128205,7.701794871794871,0.0,0.8671794871794872,1.0802767051959568,4.2831533597904885,477.3469005157074,9.4334358974359,19.721532800869685,3817.9366630339055,2.012946493726997,1.1307442047468883,0.00011677777836580296,0.7236346276217219,2.0837407632642804,1.1983460398406534,168.41461538461542,143.4117409730291,1.0418703817179489,0.5991730200051811,21.926180617009074,1.3126744251282052,0.7549107003797616,0.1307440900921227,28.128205128205128,22.68386051672297,0.6322475900481002,1.0,-1.2962804325560695,0.5535851843963793,5.048846228336647,182.2197991917955,1.018639644598046,-0.00103037490513036,5.8630188896412525,3.0,0.007264426196002239,0.017510993459694733,187.74124132710602,0.2043890706509473,0.007264426196002239
"mp-300022902, Bi, LiBi, mp-567597, mp-22902",2.0,0.0,417.9608,-7.6748576,1e-07,0.045235819999999816,0.0,7.2855,35.38,0.0,2.02,0.0,0.0,0.0,25.52,0.0,35.483459082206394,7.82189770424439,0.0,0.0,0.0,8.07839591723356,0.0,544.4,0.0,4.039197959,0.0,0.0,5.089070533,0.0,0.0,12.0,0.0,0.0,7.0,0.0,1.3559971079771305,4.459195366860109,70.43925719963414,0.3937674184574369,-1.3319971570169288e-08,5.147154349074924,8.0,0.08767858071384876,0.08767858071384876,72.57363713204023,5.9420627727011155e-08,0.08767858071384876
"mp-300024850, Li(CoO2)4, Li3(CoO2)4, mp-780888, mp-853206",13.0,0.0,370.66898,-74.29805582,2.9999618999999997,0.006660822500001551,1.0,3.7400040769230767,5.256153846153846,0.0,0.9235897435897436,1.176063064845146,0.7732322597691241,422.7355975748153,9.208307692307693,12.842238002897975,3815.464226480193,1.7334515603868106,1.02860727313727,0.2442654613108525,2.2638018791538466,1.8054537499804515,1.1233719568865774,204.20743589743591,240.2701060598451,0.9027268750256412,0.5616859785831633,14.089784419343095,1.1373645921282052,0.7076799877472261,0.1307440900921227,28.23076923076923,22.63534789569125,0.5076664070057264,5.0,-0.6564681861381879,0.5542360872539338,5.637156305122351,136.5050758455475,0.7630865721610225,-0.034965120244611216,6.255197975752282,4.307692307692308,0.0096972385420811,0.016670343285614647,140.6413161487434,0.024724073629967626,0.0096972385420811
"mp-300024850, Li3(CoO2)4, LiCoO2, mp-853206, mp-24850",15.0,0.0,384.55098,-85.58835676,0.9999709000000001,0.008605825500000108,1.0,3.4809688222222217,5.5166666666666675,0.0,0.8440000000000001,0.9062782658289326,1.8378368930435856,334.21965371353474,9.085422222222222,1.6049306742460248,3307.693176641939,1.7874964355233962,0.5869189037260732,0.21169673313607207,1.8777579486132512,1.850377324513687,0.6796519043735336,197.14377777777776,195.59430216372246,0.9251886622666666,0.3398259523517095,4.199470866139633,1.1656646707333334,0.4281538705440719,0.11331154474650633,34.64444444444445,20.11819396454517,0.31426968052735443,5.0,-0.6562373433941887,0.6101266132457984,5.501968799197642,132.78389817153786,0.7422845565724163,-0.0146364986190064,6.29326091111111,3.733333333333333,0.00996899700119578,0.01812661351094754,136.8073830700337,0.01034953050304038,0.00996899700119578
"mp-300024979, Fe(GeO3)2, LiFe(GeO3)2, mvc-8638, mp-24979",18.0,0.0,594.2428,-113.24295792,8.0000012,0.11438615854166655,1.0,3.9040577777777776,5.9407407407407415,0.07407407407407407,0.9811111111111108,1.0370348632208508,0.3116432133954121,256.3620358849428,9.178222222222225,11.830188534768816,4133.714159876691,1.7900880417446416,1.1008237396389515,0.11055288730949524,3.519368045591312,1.9059926729822545,1.2005991060962409,168.98518518518517,97.6826984412283,0.9529963365555556,0.6002995532045776,12.04108194146139,1.2007001448888892,0.7563300432060537,0.05237828008789242,27.81481481481481,17.228155091197806,0.3628873693012116,1.0,0.0,0.8556320645905,6.324278208854445,236.49078550943847,1.3220236811285664,-0.11482639973939995,6.166588328680787,5.333333333333333,0.005597352471165589,0.007840206213431641,243.65669280116,0.08119446127388423,0.005597352471165589
"mp-300025044, MnAsO4, LiMnAsO4, mp-543097, mp-25044",24.0,0.07269999999999999,775.4289799999997,-159.67815501,16.000000699999998,0.03298229895833327,1.0,3.983045555555557,5.731111111111113,0.05555555555555555,0.9716666666666666,1.0029332661316444,0.4494968655049392,139.06892242764084,9.359555555555554,10.47424825671083,4133.484740897799,1.7680120455155688,1.0604684393791544,0.06431316094283752,1.6031752828852872,1.869010669924764,1.1637143230728826,157.12222222222226,90.12703106391035,0.9345053350555554,0.5818571616847152,10.693542530511195,1.1774029428333332,0.7330940859413937,0.07856742013183861,23.94444444444445,11.796368974716511,0.31426968052735443,3.0,-2.0045961694761227,0.5408015257224891,4.857747941,320.9966708176272,1.794425941248342,0.06947081825995118,5.639194988888887,5.666666666666668,0.004123788197888239,0.005995281388740301,330.72319094007185,0.3719897169693379,0.003369999735910495
"mp-300025083, Mo3P3O16, LiMo3P3O16, mp-25669, mp-25083",44.0,0.0,1273.4633720000004,-315.22594452,1.9999977999999998,0.008177761136364481,1.0,4.100396363636363,5.78030303030303,0.0,1.0316666666666667,1.1493332485115164,0.5698045691424478,282.5494296045925,9.298484848484847,14.344364388683633,4509.186358656723,1.7504789847618414,1.2795131210185695,0.0,2.0218326701755425,1.886017133902061,1.3730545031609125,159.3439393939394,166.57554579343872,0.943008567030303,0.6865272517618533,14.476969455935835,1.188116343818182,0.8649701356883353,0.0642824346533225,13.409090909090908,13.063576263542402,0.4427769453394684,2.0,-2.185020557781409,0.4820623124792078,11.775303445180453,633.9103291459483,3.543666469023988,-0.3246056902388286,7.275322427830441,5.090909090909091,0.0031562742691366628,0.0020936663202652125,653.1184460294003,0.15872621340339954,0.001060290043338201
"mp-300025372, CuO2, LiCuO2, mp-25378, mp-25372",3.0,0.0,95.5448,-14.18445083,0.9853721,0.1564383295833336,1.0,5.8270800000000005,7.754999999999999,0.0,1.4633333333333332,0.9721548316666668,0.7576666666666666,503.3,13.866,0.3333333333333321,6199.370712485116,2.5678958404494816,0.6953520057557183,0.0,2.1933333333333334,2.6899193533397985,0.8179390287115681,244.56166666666667,208.0283333333333,1.3449596768333334,0.4089695145000001,0.0,1.694543008,0.5152693,0.16666666666666666,41.5,33.5,0.0,5.0,-0.5144281285148155,0.7911589391346271,4.671370433109564,34.25532340362202,0.19149307930434648,7.619335680904744e-09,5.4090993001352645,3.6666666666666665,0.06380169960480596,0.04702911293597308,35.29329395807518,6.15540881411448e-09,0.03864281960155664
"mp-300025385, CuO2, Li(CuO2)2, mp-504100, mp-25385",12.0,0.0,382.1792,-56.59549766,-3.9658922,0.16829713458333284,1.0,5.8270800000000005,7.754999999999999,0.0,1.4633333333333332,0.9721548316666668,0.7576666666666666,503.3,13.866,0.3333333333333321,6199.370712485116,2.5678958404494816,0.6953520057557183,0.0,2.1933333333333334,2.6899193533397985,0.8179390287115681,244.56166666666667,208.0283333333333,1.3449596768333334,0.4089695145000001,0.0,1.694543008,0.5152693,0.16666666666666666,41.5,33.5,0.0,7.0,-0.21656524091972995,0.7911589391346269,5.538650942,140.2492689960823,0.7840172481747382,4.857969567358585e-08,6.479815977777778,3.6666666666666665,0.01558331012566221,0.011486672868521144,144.49896209593257,5.025949894611751e-08,0.009438354239950613
"mp-300025401, LiTiPO4F, Li2TiPO4F, mp-25420, mp-25401",16.0,0.15500000000000025,337.5555303999999,-115.72721442,2.0000001,0.05592044879761904,1.0,2.365038225,3.60375,0.0,0.56125,0.7947520935085628,1.1178059676213936,159.12031735765234,5.564,10.33610177968464,2325.944793258538,1.0919829414539235,0.6803733870819955,0.0,0.9397097291185188,1.1602612735229954,0.7386200113989948,74.61725,85.57217196758535,0.5801306368,0.3693100057933675,8.632569142497497,0.730918801,0.4653014501661559,0.06123724356957945,12.2,11.856063849355738,0.27838821814150105,2.0,-1.6365277289794329,0.4661165353493436,7.122963675481751,187.80564903423047,1.049865494497515,-0.20738863974962127,5.8115371756872225,3.625,0.017846185004392882,0.012903717054501123,193.49634800561668,0.12840048490110728,0.00357885299946534
"mp-300025401, TiPO4F, LiTiPO4F, mp-25436, mp-25420",14.0,0.0,323.67353039999995,-107.86752209,0.0,0.0,1.0,3.186064642857142,4.375714285714285,0.0,0.7667857142857142,0.9236609744596448,0.7692873947123177,201.03604423874654,7.060714285714285,13.09385274057398,3322.008845437916,1.330819760229405,0.8493858742778497,0.0,1.1490032698084944,1.427975330856452,0.9158207901184192,90.39285714285714,108.74002253080508,0.7139876654999999,0.4579103951673539,10.963296837677088,0.8995680891071429,0.5769309457615742,0.061858957413174175,9.249999999999998,10.926178542885909,0.32537262782658205,2.0,-2.335420456927553,0.4929413452029929,6.995846272564646,180.45484618010428,1.0087732573199526,-0.1972049685941384,5.828839935670644,4.142857142857143,0.0185731468479924,0.01276656662503842,185.9228084742076,0.13953425298211553,0.003724637074539232
"mp-300025405, CuPO4F, LiCuPO4F, mp-25380, mp-25405",14.0,0.0,355.03153039999995,-80.17144482,-1e-07,0.15283490168831104,1.0,3.218145357142857,4.166428571428571,0.0,0.7796428571428571,0.9729084811953822,0.2833307430353784,178.94270905510396,7.038571428571428,13.025093520757911,3321.8014748940973,1.3007768668004351,0.8652669333282936,0.0,1.1355224877355186,1.3985589998714534,0.933387700141082,69.56321428571428,73.07661480251325,0.6992795,0.4666938501824986,10.930672067020156,0.8810369617857143,0.5879974056283,0.061858957413174175,10.357142857142854,12.804057073873905,0.32537262782658205,2.0,0.0,0.7327391360463277,6.74771253828043,168.97285398692043,0.9445869696672466,-0.1895582599709789,5.70560914821804,3.8571428571428568,0.012934313424288536,0.012648232168761752,174.0929004355781,0.13029094185963713,0.003977732484856519
"mp-300025417, Li2Ti3O6, LiTiO2, mp-760539, mp-25417",11.0,0.0,253.4794,-86.94216219,0.16629520000000006,0.06939588227272786,1.0,3.4235181212121213,6.073636363636364,0.0,0.8248484848484848,0.9705929669275286,1.78435842631801,389.8892083454037,9.12630303030303,4.600475082266264,3383.3084868658348,1.866013846048224,0.6181606639450467,0.0,1.6713932427471478,1.9316304095980168,0.7056149704263984,213.91454545454545,224.08739202845769,0.965815204878788,0.3528074853495166,8.399571461367472,1.216850906939394,0.4445095772270718,0.11338355717496792,33.69696969696969,19.742883550088624,0.3428396514843866,1.0,-1.6541197215546335,0.4701381683230381,4.882130136512765,112.50816064882702,0.6289397380856108,0.021765328330756468,5.6612822559427975,3.5454545454545454,0.011765566826844643,0.01981140220270345,115.91727042464713,0.016366878426896662,0.011765566826844643
"mp-300025417, TiO2, Li2Ti3O6, mvc-11600, mp-760539",3.0,2.6271,79.8658,-26.46582758,0.0,0.15142285083333284,1.0,5.67737,8.731666666666666,0.0,1.403333333333333,0.2897261150000001,2.1659999999999995,563.3,13.969333333333333,2.333333333333332,6200.338441689601,2.7080960097846747,0.555151836420525,0.0,2.285,2.827195564603125,0.6806628174482414,341.76666666666665,305.23333333333335,1.4135977825,0.34033140883333346,4.666666666666664,1.7810216021666667,0.4287907058333333,0.16666666666666666,36.33333333333333,28.33333333333333,0.0,5.0,-0.21367307562107687,0.5127593465339801,6.763202487141459,54.222300585689496,0.30311187501507025,-4.9487000423435274e-09,7.991607949494507,4.333333333333333,0.024412875668881288,0.03687940729240924,55.865290515736504,2.52635011773485e-08,0.024412875668881288
"mp-300025456, LiCuPCO7, Li2CuPCO7, mp-25466, mp-25456",22.0,0.0,450.934524,-141.45715397,0.0,0.06624732306818347,1.0,2.367117072727273,3.2658181818181817,0.0,0.5763636363636363,1.0509313294796796,0.7438142494507284,133.77954983374332,5.2234,12.345708927624194,2367.559879581264,1.0385634098384533,1.0394691128796174,0.0,3.9781830480303904,1.0996756657594644,1.1271938987074253,115.18836363636363,121.18678959372204,0.5498378329272727,0.5635969494753715,12.899612397277679,0.6927522597272727,0.7100876602167516,0.04453617714151233,13.345454545454547,8.132253913830302,0.4146092454905956,1.0,0.0,0.85763252700397,7.902795603630548,270.7920015226273,1.5137733079195614,-0.2724490649768829,5.5575889352180825,4.2727272727272725,0.008070946857271733,0.005201319053678226,278.99726996076447,0.10110198564402514,0.0004021277945148939
"mp-300025462, Li2TiPCO7, Li3TiPCO7, mp-25400, mp-25462",24.0,0.23119999999999985,433.458524,-174.04772637,1.9999996,0.1317715504947925,1.0,2.2447483000000004,3.451833333333333,0.0,0.5386666666666666,0.9059508002110224,1.457146433577933,130.00773274010365,5.2127833333333315,11.746819900627479,2170.719063504605,1.0729758821476616,0.9212083394113671,0.0,3.612409614401753,1.1288826760214945,0.9976459444751904,122.87133333333334,109.18812915432804,0.56444133805,0.4988229723420574,11.586678174140813,0.7111515232500001,0.6284775629522249,0.06666666666666668,15.533333333333333,12.822029653859193,0.3636237371545239,1.0,-2.0624231595158613,0.5265676721994178,8.027790830497972,280.875529158127,1.5701419410344946,-0.2700665940076962,5.682978528880391,4.083333333333333,0.011932738916703808,0.005910062744022205,289.3863385671475,0.10488346140131244,0.0003876912690505817
"mp-300025462, LiTiPCO7, Li2TiPCO7, mp-25418, mp-25400",22.0,2.8265,419.576524,-167.31147584,0.0,0.02588491340909016,1.0,2.3507850727272723,3.3723636363636365,0.0,0.5698181818181818,1.0157393991265686,0.7669306225694152,139.3744039723386,5.234672727272729,12.24115805033262,2367.665450039935,1.0538579737659288,1.0321262808225913,0.0,3.974297239192679,1.1146512524427363,1.1197400842425125,125.79254545454546,123.73722722950552,0.5573256262727273,0.5598700422413543,12.763273758123086,0.7021862881818182,0.7053920513404331,0.04453617714151233,12.781818181818185,7.706517580797469,0.4146092454905956,1.0,-2.7577078388867617,0.5491335636381105,8.034864252592872,309.8713103577569,1.7322332855922031,-0.2258719299207221,6.322028517323616,4.454545454545454,0.010816149302965173,0.004887453572779268,319.2607209329075,0.11081532629912223,0.00035141359236790025
"mp-300025488, CoPO4F, LiCoPO4F, mp-25473, mp-25487",14.0,0.0,345.8059204,-85.80579918,10.000001199999998,0.09406820938775518,1.0,3.2236678571428565,4.141785714285714,0.0,0.7789285714285714,0.9273404294617628,0.3540087969476557,178.942709055104,7.051785714285713,13.023281742592332,3321.77168627807,1.2968371017340459,0.8675594911687091,0.10417278543700108,1.2063968928218456,1.3934473042655895,0.9366893873344184,84.21428571428571,98.12978650746165,0.6967236521785715,0.4683446937911556,10.959340438965423,0.8778167953214285,0.5900773382370121,0.06185895741317419,9.25,10.926178542885909,0.32537262782658205,2.0,-2.320571133768257,0.4957464146208665,7.038966627200447,181.64246668845126,1.0154122577902889,-0.1958940792470897,5.851379353553474,4.285714285714286,0.021652755905372228,0.013140387940827277,187.14641507157813,0.14127464714394994,0.0037002845348687633
"mp-300025488, LiCoPO4F, Li2CoPO4F, mp-25487, mp-25488",16.0,0.0,359.68792039999994,-100.04268283,8.0000003,0.012518983749999713,1.0,2.391360475,3.44,0.0,0.56975,0.7938140860116278,1.0671545957592088,142.8687383439778,5.55775,10.31140145664012,2325.7787818466463,1.0681950805071725,0.6918907568623799,0.08420185999999999,0.9901986858706692,1.1360916549093922,0.7517125046591087,70.29225,77.0983273343203,0.568045827475,0.3758562524328939,8.593093156716037,0.7156928953499999,0.4735492041049304,0.06123724356957945,12.2,11.856063849355738,0.27838821814150105,2.0,-1.5626469221885897,0.5554549918173729,6.889014698053082,177.0404082597256,0.9896859690826536,-0.1966420900212748,5.743887203202072,3.75,0.02221560621055946,0.014098881071138209,182.40490967040355,0.1219192611794458,0.00379647119530277
"mp-300025490, Li2CoPCO7, Li3CoPCO7, mp-25482, mp-25490",24.0,0.7795999999999998,455.59091399999994,-159.29595631,8.000004400000002,0.027536062239582826,1.0,2.2622964666666667,3.3426666666666667,0.0,0.5443333333333333,0.9106122829309008,1.4778217288368114,126.25708127555546,5.208616666666667,11.905344271469946,2170.6083892300103,1.0571173081831609,0.9309088057617456,0.05613457333333333,3.5993368833717136,1.1127695969457587,1.0076814385023385,119.988,108.31021042152744,0.5563847985,0.5038407193627684,11.851816550873355,0.7010009194833333,0.6347995280464231,0.06666666666666668,15.533333333333333,12.822029653859193,0.3636237371545239,1.0,-2.068572057929044,0.5861266431781041,7.968563632632952,270.40998241233314,1.5116377561712475,-0.2694368987129465,5.648433425941964,4.166666666666667,0.014544803258251898,0.00631798348685406,278.6036752894093,0.10932413542183562,0.00040269589670148727
"mp-300025490, LiCoPCO7, Li2CoPCO7, mp-633471, mp-25482",22.0,0.0,441.708914,-146.5461409,2.0,0.0546057301988645,1.0,2.3699285272727275,3.253272727272728,0.0,0.5760000000000001,1.0202671123005396,0.7390295410058645,133.77954983374332,5.230127272727274,12.35312387299211,2367.54471446765,1.0365577112592008,1.0404948931632405,0.06123771636363636,3.9606700159451074,1.0970733479964792,1.1285651994763255,122.6470909090909,122.60410638829651,0.5485366740363636,0.5642825998647739,12.939068905150455,0.6911129022545455,0.7109515255736341,0.04453617714151233,12.781818181818185,7.706517580797469,0.4146092454905956,1.0,-2.4333139218916133,0.5509186078131209,8.029690558300599,262.0050440803513,1.4646527225287291,-0.27658449431638915,5.590954270927463,4.545454545454546,0.015011390361051816,0.005982099858296953,269.94405892103026,0.12066699476087865,0.00041561409905976
"mp-300025507, CrPO4, LiCrPO4, mp-31750, mp-25507",24.0,2.2012000000000005,587.8698479999998,-181.50497837,11.999999800000001,0.03280328541666755,1.0,3.984744444444445,5.579999999999999,0.0,0.9783333333333332,0.9512768924413942,0.643401090271817,195.8423309201739,9.149222222222221,11.16321118453903,4133.838651402674,1.7393618919555045,1.0780113520568693,0.0,1.4935474383551681,1.8780273401472356,1.1568855917540797,150.91666666666666,150.3495057819908,0.9390136701666668,0.5784427960257105,11.289949643951605,1.1830830891666666,0.7287922547553456,0.07856742013183861,15.5,16.330498620225445,0.3600411499115478,3.0,-2.1276911673135728,0.4905496606693249,4.595819186000001,272.821157177159,1.5251166328707009,0.34539969101351026,5.315826155555556,5.333333333333333,0.011423684278089041,0.005549203489837546,281.0879110607841,0.18025458104152825,0.0024636242193131572
"mp-300025508, CrPO4F, LiCrPO4F, mp-849535, mp-25501",14.0,0.04720000000000002,331.93173039999994,-97.3483087,3.9999994,0.03826592104166604,1.0,3.1838642857142854,4.173571428571429,0.0,0.7710714285714285,0.9231725802209408,0.5896034067879173,163.26097319591582,6.999642857142858,13.03527396516616,3321.8108675920257,1.3013186237865475,0.8649554189790633,0.0,1.3775849889519391,1.3992811278666826,0.9329271031212046,98.92857142857142,123.42404877626775,0.6996405640000001,0.4664635516710525,10.913095952354958,0.8814918739285714,0.5877072476802799,0.061858957413174175,10.5,13.047206284746736,0.3253726278265821,2.0,-2.2051530965386985,0.4881563191216043,6.8697504449719675,170.29811899463073,0.95199542628086,-0.19688523952481826,5.724156581992857,4.571428571428571,0.03997630424553274,0.013330849467512224,175.4583222982871,0.13800583006961462,0.0039467776528047385
"mp-300025508, LiCrPO4F, Li2CrPO4F, mp-25501, mp-25508",16.0,2.2771,345.81373039999994,-110.81517609,5.9999999000000015,0.0,1.0,2.363497975,3.46225,0.0,0.56425,0.8036382584814119,1.0825791801295646,131.5892320670654,5.52125,10.31140145664012,2325.8062087664152,1.0713321459439231,0.6901951845076254,0.0,1.136152911143566,1.1401753314301566,0.7492975601711043,80.59225,97.3298090399339,0.57008766575,0.3746487801803017,8.56847419322717,0.7182654503749999,0.472027884395458,0.06123724356957945,13.075,12.834182872314074,0.27838821814150105,2.0,-1.522264939780957,0.4572747012072846,6.919954561986339,178.03589778408755,0.995250924701056,-0.19577611819624874,5.78144988894018,4.0,0.017505586248423025,0.013446821888038364,183.43056352284316,0.12414955691479375,0.00377524318819013
"mp-300025510, Li2CrPCO7, Li3CrPCO7, mp-777037, mp-25510",24.0,2.8953,441.716724,-169.88330868,5.9999999000000015,0.015733354062500204,1.0,2.2437214666666665,3.3575000000000004,0.0,0.5406666666666666,0.8968394484658326,1.4612491444727085,124.227922764749,5.184283333333333,11.856128279407988,2170.6266738431896,1.059208685140995,0.929573388641832,0.0,3.573655364842372,1.1154920479596018,1.0059204001647877,126.85466666666666,110.88394249744991,0.5577460240166666,0.5029602001877548,11.738232878551655,0.7027159561666667,0.6336901434020651,0.06666666666666668,16.116666666666667,12.903660118138745,0.3636237371545239,1.0,-1.8568707350797296,0.5206731161047119,6.048942815,267.6292868547128,1.496093195442318,0.1530178908524007,5.621965308829314,4.333333333333333,0.004946103986735027,0.006129409030928711,275.7387218756976,0.23175374578682936,0.00040687994809657127
"mp-300025510, Li3Cr2P2(CO7)2, Li2CrPCO7, mp-763241, mp-777037",23.0,0.11119999999999997,434.775724,-163.22012076,4.9999999000000015,0.04821077241923444,1.0,2.2943900608695653,3.315391304347826,0.0,0.5556521739130436,0.9491314452614196,1.1121503534914992,124.09063637942646,5.19351304347826,11.787404767510068,2264.814406983504,1.0494667638711808,0.9757796726662225,0.0,3.7457206070106857,1.108103513723592,1.0580354502469231,128.42495652173915,117.77848602013316,0.5540517569043478,0.5290177252378373,12.070291921488199,0.6980614712608695,0.6665205677128363,0.05499613322031964,14.826086956521738,10.272506297553207,0.38654105688509344,2.0,-2.0475731855255788,0.5328283222046102,6.033733441849037,268.6480665789009,1.5017883472357791,0.15419007174789598,5.656955683773784,4.521739130434782,0.004927347140577223,0.00584395063315105,276.7883716443082,0.2279707857452365,0.00040533695898602884
"mp-300025536, Li2FePCO7, Li3FePCO7, mp-769972, mp-25536",24.0,2.4432,449.414524,-163.81799693,10.0000087,0.01456103494791794,1.0,2.262652966666667,3.353666666666667,0.0,0.5435000000000001,0.9028907254578058,1.4731140696572762,125.68165301886968,5.21345,11.905344271469946,2170.6214143014504,1.0579594527901828,0.9303690360452568,0.07035542666666668,3.614698097121437,1.1141868179744787,1.006761407855462,120.70466666666668,108.50046591502623,0.5570934090166666,0.5033807040378484,11.797551535052607,0.7018937128000001,0.6342199450483964,0.06666666666666668,16.116666666666667,12.903660118138745,0.3636237371545239,2.0,-1.9324793535424811,0.5407113153977924,6.1526140472633655,273.45080197232306,1.528636454279847,0.1436215606971425,5.640669329158099,4.333333333333333,0.004840805999220018,0.006451287010175514,281.7366347228864,0.2348618421360173,0.00039821784964298387
"mp-300025536, LiFePCO7, Li2FePCO7, mp-25529, mp-769972",22.0,0.0,435.532524,-150.75756043,7.9999997,0.058911354488635936,1.0,2.3703174363636363,3.265272727272727,0.0,0.5750909090909091,1.0128030501481795,0.7376397257189161,132.86822709700326,5.2354,12.35312387299211,2367.558923636494,1.0374764144668611,1.0400232432837124,0.07675137454545455,3.9766879528547583,1.0986194073005373,1.1277478028729515,123.42890909090912,122.85664580711622,0.5493097036909091,0.5638739015617451,12.899612397277679,0.6920868586,0.7104365979724985,0.04453617714151233,13.418181818181818,8.196875034461517,0.4146092454905956,1.0,-2.5069950108423904,0.527466282379094,8.077335123522337,289.6454168426538,1.6191671035785775,-0.2650431076682002,5.791809717449636,4.727272727272728,0.01588502825593913,0.005620888131689928,298.4219626184032,0.10464889068190794,0.00037595274778237783
"mp-300025562, LiMnPO4F, Li2MnPO4F, mp-25552, mp-25562",16.0,0.0,351.6976204,-108.5600174,7.999999199999999,0.0,1.0,2.380185725,3.467,0.0,0.5615,0.8002137017191251,1.0694555536580286,106.11212581981384,5.5955,10.31309846748299,2325.809202941208,1.0685021158228996,0.6917224765563718,0.040928645,0.9134082466236004,1.1371631418295522,0.7510710214891001,64.06725,64.98340626844671,0.56858157095,0.3755355108389733,8.56847419322717,0.716367889825,0.4731450950229939,0.06123724356957945,12.775,12.479833732866796,0.27838821814150105,2.0,-1.5806117717738184,0.4740121747877109,6.946242269709747,182.5154561298608,1.02029241712687,-0.19842490592298634,5.771723333898892,4.25,0.02832715914275432,0.01452319307287685,188.04585696605167,0.1268636420345021,0.0036825857087109774
"mp-300025562, MnPO4F, LiMnPO4F, mp-25550, mp-25552",14.0,0.002800000000000025,337.8156204,-95.25611328,6.0000008000000005,0.03222888299603088,1.0,3.207703928571428,4.180357142857143,0.0,0.7671428571428571,0.9220567145924672,0.4608134264869159,126.04978349802096,7.105714285714285,13.042121712954154,3321.8151449845873,1.297275723613656,0.8673018999689871,0.050636066160678485,1.1198432123083395,1.3949779998658187,0.9356931329918012,75.32142857142857,82.89964827231458,0.697489,0.467846566605969,10.913095952354958,0.8787810731428571,0.5894497373168668,0.061858957413174175,10.071428571428571,12.318270816895016,0.32537262782658205,2.0,-2.123676816531842,0.4884869830487635,6.795331008878912,169.5003781139105,0.9475359191865458,-0.19157443900461896,5.7233929642357015,4.857142857142857,0.030502258634068864,0.015124325073097062,174.6364090711401,0.13185205480926868,0.003965352867301545
"mp-300025576, MoO2, Li(MoO2)2, mp-714969, mp-25576",12.0,1.3853999999999995,511.7552,-86.17895959,0.0,0.2346574591666641,1.0,5.721421666666666,8.385,0.0,1.5066666666666664,0.22208732666666653,1.866,788.6333333333333,13.802666666666665,1.833333333333332,6199.982535611101,2.6830120259098447,0.5802358202953549,0.0,6.173333333333333,2.8053172938329283,0.7025410882184382,500.9333333333333,464.4,1.402658647,0.3512705443333335,3.666666666666664,1.7672391551666666,0.4425731528333334,0.16666666666666666,42.16666666666666,34.166666666666664,0.16666666666666666,3.0,-1.6072446112881362,0.6949755479568487,5.94285240873046,183.75335097294663,1.027212459672208,0.016003054787902274,6.978830134235138,5.333333333333333,0.007203799417372443,0.008432026593564809,189.3212612607779,0.011315812089444207,0.007203799417372443
"mp-300025605, LiNiPO4F, Li2NiPO4F, mp-504104, mp-25605",16.0,0.0,359.20833039999997,-93.66429351,-2e-07,0.07194307101562636,1.0,2.385330225,3.4335,0.0,0.5705,0.7971193056478109,1.0684370272739525,142.24523734030603,5.58925,10.310916545099179,2325.7774174406104,1.067709811350712,0.6921577513309302,0.0032283600000000013,1.0256653633130055,1.1364247144937971,0.7515125110029508,69.29225,75.14477079444717,0.568212357275,0.375756255600132,8.601235376386349,0.7159027097499999,0.4734232159906675,0.06123724356957945,12.975,12.71401785432127,0.27838821814150105,2.0,-1.4976298497310163,0.4612910450703976,6.814297536350831,175.97443995001564,0.9837270250767252,-0.18814955956136545,5.781459227757118,3.625,0.007704018902390835,0.012353515452382374,181.30664145494117,0.12174403306853132,0.003819468387304453
