,density,volume,formationenergy_pa,total_magnetization,transition,metalloid,rare,other,HHIp wstd,NdValenc wmean,Polarizability wstd,Number wstd,AtomicWeigh wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,HeatCapacityMass wstd,IsFBlock wmean,IsFBlock wstd,BCCenergy_p wstd,n_ws^third wmean,AtomicVolum wmean,NsUnfilled wstd,BCCmagmom wmean,HeatFusion wmean,HeatFusion wstd,GSefflatcn wstd,IsNonm wmean,IsNonm wstd,MeltingT wstd,GSestBCClatcn wstd,GSestFCClatcn wstd,NpUnfilled wmean,BCCenergydiff wmean,phi wmean,Crystal System,meanbv,stdbv,meanValenceOcc,vx,strainlatticemean,strainlatticestd,Coordination,numberDensity,maxForce,oxidation flexibility,positiveoxidationpop,avgIonicRadVol,SpaceGroup,deltaShannon,detLatticeVec,angle anisotropy,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300032315, LiNi(PO3)4, Li2Ni(PO3)4, mp-32352, mp-32315",2.538810483605733,499.0782463854039,-2.3703099242989416,1.9999997,1.0,0.0,0.0,4.0,150.3788938927104,0.1111111111111111,0.3705414381264626,1.9378359923722481,3.8604620183399634,43.41247073987774,1.0044323658942145,0.013888888888888888,0.024056261216234408,0.0,0.0,0.2516388888888889,0.21832769818851727,0.0,0.0,0.6108932088733845,0.12958333333333333,3100.718164273069,0.024056261216234408,0.0008967666666666668,1.3511111111111107,1.632845732206562,1.299787378834483,0.2222222222222222,0.2721655269759087,27.988127113423108,0.6498936895451151,0.8188147395703341,0.5,0.4242487856944445,0.4201388888888888,2.0,0.18322638721437068,0.4986275938703967,30623.944444444438,7.987636358274535,499.078246385404,2.7899322125228694,4.111111111111111,0.07213297766579004,0.02889161956762549,4.722222222222221,0.3333333333333333,0.5668473559742094,9.0,0.002581369771649118,514.2008163291283,12.638848652366388,1.9945914523351376,0.0011003362125600877,0.0013467403462896113,0.0065332559746428,0.7273422914222121
"mp-300032315, Ni(PO3)4, LiNi(PO3)4, mp-32365, mp-32352",2.428365536618049,512.2842768119774,-2.1691994333753506,7.5221021,1.0,0.0,0.0,3.0,173.17178169270287,0.1568627450980392,0.18760535115401814,1.633934639686248,3.201384310445083,50.59508571948405,0.9319822520337694,0.0,0.0,0.0,0.0,0.2850196078431373,0.2643339493048409,0.0,0.0,0.5792655465036957,0.1637254901960784,4377.0620346976675,0.0,0.0012660235294117649,1.848627450980392,1.8128464642545987,1.393972731121044,0.3137254901960784,0.29346332445285817,25.792387910492824,0.6969863657086138,0.8781477935502161,0.7058823529411765,0.5988541262745098,0.5372549019607843,1.0,0.1666346406060011,0.5212788264241399,32318.235294117647,8.03417336851907,512.2842768119774,2.863756166889744,4.117647058823529,0.06636939984101628,0.022481056598685482,5.0,0.29411764705882354,0.5899350899732659,9.0,0.002288354101926009,527.8070026836572,12.556615550128514,1.6803361008336115,0.0005417664178132351,0.001312023110577295,0.002646402540693525,0.6972245501270128
"mp-300032320, Li2Ni(PO4)2, Li3Ni(PO4)2, mp-705031, mp-32371",2.5386669343411232,686.8511287921929,-2.157661741822344,15.9999995,1.0,0.0,0.0,4.0,132.56683030472374,0.15384615384615385,1.3939796734105043,1.5951108733329016,3.1314757101233925,88.86561583376776,0.7733834623139038,0.038461538461538464,0.06661733875264912,0.0,0.0,0.3171153846153847,0.24276448701127226,0.0,0.0,0.4763171592659289,0.1348076923076923,2862.4622110798077,0.06661733875264912,0.0012416769230769232,1.1984615384615385,1.0523493019213903,1.0713721379672048,0.19230769230769232,0.2522091740116155,37.8062177562832,0.5356860691168628,0.6749221545197944,0.4230769230769231,0.38321457375,0.4230769230769231,1.0,0.02432484497240698,0.4974551220659241,28294.153846153848,7.766931490945377,686.8511287921929,3.8396145360045097,4.038461538461538,0.07570781763355393,0.19984039754067467,4.076923076923077,0.38461538461538464,0.5560510023606715,4.0,0.002218704745293034,707.6634048457254,6.523191084169035,2.234744468666762,0.0011300744024366786,0.0009785654884845413,0.004747179990437475,0.7235078096367284
"mp-300032320, Li3Ni(PO4)2, Li4Ni(PO4)2, mp-32371, mp-32320",2.65010326959802,675.3659272884654,-2.361966760620748,11.999998699999999,1.0,0.0,0.0,4.0,196.80969519423832,0.14285714285714285,2.047013859443201,1.4154531617334516,2.754107463254937,118.8306025055698,0.7132709773881675,0.05357142857142857,0.09278843611976127,0.0,0.0,0.35842857142857143,0.3014677868871104,0.0,0.0,0.4138167764547396,0.1426785714285714,2658.385339896961,0.09278843611976127,0.0011529857142857144,1.1664285714285714,0.9434919399848236,0.9663815064646502,0.17857142857142855,0.2341942330107857,37.503411301898076,0.4831907533480913,0.6087822011778424,0.3928571428571429,0.35591982080357143,0.44375,1.0,0.055822076014138834,0.4700338019509839,26403.214285714286,7.733870048848213,675.3659272884655,3.7754103077604766,4.107142857142857,0.0829180119062788,0.024104318292343385,3.7857142857142856,0.42857142857142855,0.5304154835509883,4.0,0.0024401125339918077,695.8301902512333,7.3489437345488335,2.395787118749775,0.0012903904959067482,0.0009952068696465464,0.0048279100310889755,0.7530572937785394
"mp-300032321, NiP2O7, LiNiP2O7, mp-32381, mp-32321",2.8318704393400806,545.649729294757,-1.9508093502440482,15.9999997,1.0,0.0,0.0,3.0,131.23346456686352,0.26666666666666666,0.06934224301727386,1.2754084313139324,2.4396186175847583,110.9487408170498,0.7436274342801674,0.0,0.0,0.0,0.0,0.28026666666666666,0.2600720071228137,0.0,0.0,0.4896999037656894,0.16833333333333333,4340.42498978336,0.0,0.00215224,1.87,1.4534767513333906,1.3205982494282271,0.3,0.2943920288775949,58.366047207830235,0.6602991248725913,0.8319247665470675,0.6666666666666666,0.5873804426666666,0.5433333333333333,1.0,0.0618195593140761,0.5263100196248894,31949.5,6.672497356046872,545.649729294757,3.0502747165185897,4.2,0.07330710133715145,0.0194923313391985,4.9,0.3,0.5473630594101441,14.0,0.002192986336978093,562.1834617421176,8.768113442770941,1.57797338380595,0.0004809082402086546,0.0012317953703219204,0.0024845800133811023,0.8111231137730881
"mp-300032322, Ni(PO3)3, LiNi(PO3)3, mp-32328, mp-32322",2.353385437134541,208.58067576457,-2.2515303550412087,1.0000001,1.0,0.0,0.0,3.0,161.15134730739146,0.20512820512820515,0.14134325074058024,1.3936080247898657,2.6961299247157564,75.58698817299899,0.8680496131147726,0.0,0.0,0.0,0.0,0.2823846153846154,0.2564793727360024,0.0,0.0,0.5244840436702138,0.17179487179487174,4292.957901238365,0.0,0.0016555692307692312,1.9251282051282053,1.7337882880400666,1.3276004335276217,0.3076923076923077,0.28781979898261084,39.20200000935829,0.6638002169120739,0.8363358661153182,0.6923076923076922,0.5880247875000001,0.5602564102564104,5.0,0.1801357404252138,0.5056975821447952,31700.69230769232,5.931161846712202,208.58067576457,1.1660014245060493,4.153846153846153,0.062326003846460885,0.01764081655932627,5.0,0.3076923076923077,0.6202882817653158,146.0,0.005637220127409403,214.9008788209124,9.133449272804768e-08,1.6641005886756874,0.001323270941225632,0.003222392524614018,0.006499693256544938,0.674729674422764
"mp-300032324, NiPO4, LiNiPO4, mp-25604, mp-32324",3.829381422272008,133.2676429687222,-1.8786449563492067,5.5197731,1.0,0.0,0.0,3.0,78.56742013183863,0.4444444444444444,0.2671838041221533,1.2095300587265132,2.413367316584249,214.81659719886346,0.5015222339232689,0.0,0.0,0.0,0.0,0.27138888888888885,0.24186146682719525,0.0,0.0,0.3788976610177281,0.18888888888888888,4133.774670678664,0.0,0.0035870666666666666,2.05,1.3477910597495222,1.1636882034670302,0.2777777777777777,0.28327886186626583,114.88286492911374,0.5818441018942766,0.7330776316208262,0.6111111111111109,0.5562677529166666,0.5972222222222222,3.0,0.02119522139441991,0.4959047858201424,30365.66666666667,4.578713490819339,133.2676429687222,0.7449887721980871,4.333333333333333,0.0900443628527023,0.017453544747672318,4.833333333333333,0.3333333333333333,0.4610705333859157,63.0,0.009157922345424434,137.30578581831756,11.195574571008203,1.462494064565354,0.0018421338086240704,0.005043450873671103,0.010172840019619359,1.0924521432656846
"mp-300032327, NiPO4, LiNiPO4, mp-32325, mp-32327",3.4002999129192237,450.25378576350914,-1.7950527941269845,17.9965418,1.0,0.0,0.0,3.0,78.56742013183863,0.4444444444444444,0.2671838041221533,1.2095300587265132,2.413367316584249,214.81659719886346,0.5015222339232689,0.0,0.0,0.0,0.0,0.27138888888888885,0.24186146682719525,0.0,0.0,0.3788976610177281,0.18888888888888888,4133.774670678664,0.0,0.0035870666666666666,2.05,1.3477910597495222,1.1636882034670302,0.2777777777777777,0.28327886186626583,114.88286492911374,0.5818441018942766,0.7330776316208262,0.6111111111111109,0.5562677529166666,0.5972222222222222,1.0,0.02119522139441981,0.4959047858201424,30365.66666666667,6.938597552653638,450.25378576350914,2.5169951802345847,4.166666666666667,0.07995490796141493,0.026437821626974112,4.833333333333333,0.3333333333333333,0.5214574845588977,9.0,0.002710592923490347,463.896925725929,14.153380588794176,1.4624940645653532,0.0005452410140028664,0.0014927776991878956,0.0030109916997447172,0.970043074322636
"mp-300032332, Ni4(PO4)3, LiNi4(PO4)3, mp-540302, mp-32332",4.298554183134197,401.51250518294836,-1.9387524094360904,13.8738703,1.0,0.0,0.0,3.0,49.621528504319116,0.5614035087719298,0.4212479926896141,1.5036633219099031,3.126916314724144,282.4509450214148,0.3566507691038165,0.0,0.0,0.0,0.0,0.26489473684210524,0.22295632654335326,0.0,0.0,0.33235581432558503,0.2096491228070176,3916.3995351068334,0.0,0.004531031578947369,2.2487719298245614,1.5231838001005946,1.0294099788011783,0.2631578947368421,0.2683694480838308,151.657431618424,0.5147049895564064,0.6484876507155212,0.5789473684210525,0.5288709506578948,0.6570175438596492,1.0,-1.1306714369326218,0.9239244985346832,519.5263157894736,6.2377820947510765,401.51250518294836,2.244523138513272,4.421052631578949,0.09464213320749593,0.029823176865339144,4.842105263157895,0.3684210526315789,0.4549101882385601,122.0,0.0030573728836534447,413.678735602497,8.808790949119198,1.4239736061545984,0.0005998573322996232,0.0016739922211300412,0.0033765085625286693,1.2231714044064728
"mp-300032338, NiP2O7, LiNiP2O7, mp-32331, mp-32338",3.063918298516953,126.0811474127489,-1.9478376724940485,4.0000004,1.0,0.0,0.0,3.0,131.23346456686352,0.26666666666666666,0.06934224301727386,1.2754084313139324,2.4396186175847583,110.9487408170498,0.7436274342801674,0.0,0.0,0.0,0.0,0.28026666666666666,0.2600720071228137,0.0,0.0,0.4896999037656894,0.16833333333333333,4340.42498978336,0.0,0.00215224,1.87,1.4534767513333906,1.3205982494282271,0.3,0.2943920288775949,58.366047207830235,0.6602991248725913,0.8319247665470675,0.6666666666666666,0.5873804426666666,0.5433333333333333,1.0,0.0618195593140761,0.5263100196248893,31949.5,5.0482529519623,126.0811474127489,0.704815040740197,4.2,0.07931399900147826,0.023546661755059886,4.9,0.3,0.5102732859554225,5.0,0.009490732164753449,129.90153226050262,7.683985773135476,1.57797338380595,0.002081258431337345,0.0053309223793971214,0.010752681424086379,0.8775878006687872
"mp-300032350, NiPO4, LiNiPO4, mp-540328, mp-32350",2.945416121921318,519.7900212227154,-1.8159910807936503,18.222094100000003,1.0,0.0,0.0,3.0,78.56742013183863,0.4444444444444444,0.2671838041221533,1.2095300587265132,2.413367316584249,214.81659719886346,0.5015222339232689,0.0,0.0,0.0,0.0,0.27138888888888885,0.24186146682719525,0.0,0.0,0.3788976610177281,0.18888888888888888,4133.774670678664,0.0,0.0035870666666666666,2.05,1.3477910597495222,1.1636882034670302,0.2777777777777777,0.28327886186626583,114.88286492911374,0.5818441018942766,0.7330776316208262,0.6111111111111109,0.5562677529166666,0.5972222222222222,5.0,0.02119522139441996,0.4959047858201424,30365.66666666667,8.088885495250947,519.7900212227154,2.9057145537001032,4.0,0.06925873627838464,0.03027005209480981,4.833333333333333,0.3333333333333333,0.5854757297585212,146.0,0.0023479764436308338,535.5401786557846,5.491159882093474e-07,1.462494064565354,0.0004723000070890871,0.001293077556167056,0.002608188607629462,0.8402730886214885
"mp-300032366, LiNi2(PO4)3, Li3Ni2(PO4)3, mp-32397, mp-32366",3.278873995235871,414.5094204863214,-1.9281443210714284,15.439303299999999,1.0,0.0,0.0,4.0,100.183088565725,0.2222222222222222,0.3219039385289222,1.839635632199828,3.669791242839573,119.02579010235868,0.8215562592313137,0.013888888888888888,0.024056261216234408,0.0,0.0,0.247125,0.2172109629612547,0.0,0.0,0.5539885388539499,0.1309722222222222,3100.478263753973,0.024056261216234408,0.0017935333333333333,1.3363888888888888,1.24758516743347,1.2449948007433085,0.2083333333333333,0.27322660517925,67.31718167846857,0.6224974005113949,0.7842975783139023,0.4583333333333333,0.4157725730208333,0.41527777777777775,1.0,-0.001216209252713485,0.5182660367400616,30455.388888888887,4.6095706420415725,414.50942048632146,2.3171781038036485,4.333333333333333,0.08684965460558931,0.023797397733495988,4.5555555555555545,0.3333333333333333,0.473647574897424,12.0,0.00319964321433618,427.0694704364773,10.784808984621638,1.832491389163405,0.0012749439231088061,0.0016215043064018153,0.007866180535019444,0.9366157679011528
"mp-300032373, Ni3(P2O7)2, Li2Ni3(P2O7)2, mp-32394, mp-32373",3.412676047696858,509.90327371089376,-2.059996190470521,16.0000009,1.0,0.0,0.0,3.0,102.86889997472791,0.3809523809523809,0.1806578276545739,1.0118969809847127,1.9465076233651242,176.5228912815119,0.5942184786697793,0.0,0.0,0.0,0.0,0.273968253968254,0.24141709791882696,0.0,0.0,0.3825233386452046,0.1880952380952381,4133.911756689576,0.0,0.003074628571428572,2.0584126984126985,1.4162194750147077,1.1727236238912566,0.2857142857142857,0.2803733608358046,94.02104008590831,0.5863618121027829,0.7387695898139566,0.6349206349206349,0.5611113030158731,0.6,1.0,0.10303086211674,0.5061632100363852,30452.04761904762,6.841398073069666,509.90327371089376,2.8504459549181007,4.190476190476192,0.0823685631479457,0.02057450465724509,4.904761904761905,0.3333333333333333,0.5089734982021131,14.0,0.002361583137697137,525.3538528076075,9.685248939513619,1.5400915836948792,0.0005065967765974005,0.0013181496276169742,0.002658759968035087,0.974581222282388
"mp-300032374, NiP2O7, LiNiP2O7, mp-32401, mp-32374",2.9296499594988465,527.438212750873,-1.9542269629940467,15.9999991,1.0,0.0,0.0,3.0,131.23346456686352,0.26666666666666666,0.06934224301727386,1.2754084313139324,2.4396186175847583,110.9487408170498,0.7436274342801674,0.0,0.0,0.0,0.0,0.28026666666666666,0.2600720071228137,0.0,0.0,0.4896999037656894,0.16833333333333333,4340.42498978336,0.0,0.00215224,1.87,1.4534767513333906,1.3205982494282271,0.3,0.2943920288775949,58.366047207830235,0.6602991248725913,0.8319247665470675,0.6666666666666666,0.5873804426666666,0.5433333333333333,2.0,0.0618195593140761,0.5263100196248894,31949.5,6.13437836394915,527.438212750873,2.9484692441048668,4.2,0.07583826699127194,0.021380701948783158,4.9,0.3,0.5317342996186749,15.0,0.002268706309461869,543.4201180354374,9.968607895309196,1.57797338380595,0.0004975131583979756,0.0012743271043202929,0.002570368204157612,0.8391297724650368
"mp-300032375, LiNi2P5O16, Li3Ni2P5O16, mp-32356, mp-32375",2.8678071007508747,619.7758976787031,-2.240906713978175,7.999998700000001,1.0,0.0,0.0,4.0,140.23092933324898,0.16666666666666666,0.19076637147370354,1.8625745697227205,3.711432902899072,82.71033269912323,0.9397876289735738,0.010416666666666666,0.018042195912175804,0.0,0.0,0.2396145833333333,0.2203376263745123,0.0,0.0,0.5868033220906488,0.13260416666666666,3100.6213739570508,0.018042195912175804,0.00134515,1.397708333333333,1.5218053258064177,1.2862212238847888,0.21875,0.2722319655285829,47.87942720081027,0.6431106120727983,0.8102685974777384,0.4895833333333333,0.4224867929427083,0.4270833333333333,1.0,0.14271859575938306,0.4979468918578331,30559.375,16.992399876392994,619.7758976787031,3.4646525950638396,4.208333333333333,0.07744734859774037,0.04030623538169994,4.75,0.3333333333333333,0.5353176481720121,7.0,0.0020512943635081467,638.5557271542654,0.16552448055476074,1.876388374866284,0.0007939072215639892,0.0010844707141404967,0.00526094342684816,0.8206018327252578
"mp-300032375, Ni2P5O16, LiNi2P5O16, mp-32393, mp-32356",2.7375204050903736,640.8522528905113,-2.10849930436853,13.9999986,1.0,0.0,0.0,3.0,147.79766706066044,0.2318840579710145,0.10204118010128524,1.3246408524365043,2.545178215952982,90.5759711923969,0.8112089805181784,0.0,0.0,0.0,0.0,0.28146376811594204,0.2579362042952528,0.0,0.0,0.5066801351751942,0.17028985507246375,4313.5957658231455,0.0,0.001871513043478261,1.901159420289855,1.6057195084062903,1.3225560881365153,0.3043478260869565,0.29057880660526697,47.29831096922914,0.6612780442213109,0.8331581276459687,0.6811594202898551,0.5877446375724638,0.5528985507246377,1.0,-1.5577632794490484,0.9690989492797734,504.0434782608696,17.270615965271364,640.8522528905113,3.582473002492642,4.173913043478262,0.07177941529037432,0.027146905922550358,4.956521739130435,0.3043478260869565,0.5601300231845726,13.0,0.0018488709354164696,660.2707170053466,0.2951328296294621,1.6279691501607874,0.0004219002582838,0.0010488046306010618,0.0021154804490391386,0.7845266898241157
"mp-300032379, Ni3(PO4)4, Li3Ni3(PO4)4, mp-32386, mp-32379",2.9758913250497963,620.4545101979072,-1.7339413194513469,19.9999998,1.0,0.0,0.0,3.0,102.47924365022429,0.3478260869565217,0.1410334586647011,1.2242731641706015,2.361834758497193,159.02908966273498,0.6236905838872788,0.0,0.0,0.0,0.0,0.2767536231884058,0.25773593588089816,0.0,0.0,0.4494980429186192,0.1717391304347826,4313.345434846697,0.0,0.0028072695652173914,1.8857971014492751,1.2844647505642706,1.2828283801867062,0.2898550724637681,0.2955953341213209,84.54582150306064,0.6414141902568403,0.8081312398932137,0.6376811594202899,0.5788998939130435,0.5478260869565217,1.0,-0.015652457292998877,0.5300287276428348,31676.956521739125,7.2006718363564435,620.4545101979071,3.4684461543721383,4.217391304347826,0.07413919835207149,0.02604429934398313,4.826086956521738,0.3043478260869565,0.5424440669570505,4.0,0.0019575553461077142,639.2549023114146,1.0562014409512008,1.4935273075928408,0.0004015066741742379,0.0010832845910787254,0.002185027893954916,0.8509907362978493
"mp-300032380, Ni(PO3)3, LiNi(PO3)3, mp-504166, mp-32380",3.1083552603200846,631.6790504332156,-2.2209703081181327,3.6608909,1.0,0.0,0.0,3.0,161.15134730739146,0.20512820512820515,0.14134325074058024,1.3936080247898657,2.6961299247157564,75.58698817299899,0.8680496131147726,0.0,0.0,0.0,0.0,0.2823846153846154,0.2564793727360024,0.0,0.0,0.5244840436702138,0.17179487179487174,4292.957901238365,0.0,0.0016555692307692312,1.9251282051282053,1.7337882880400666,1.3276004335276217,0.3076923076923077,0.28781979898261084,39.20200000935829,0.6638002169120739,0.8363358661153182,0.6923076923076922,0.5880247875000001,0.5602564102564104,3.0,0.1801357404252138,0.5056975821447952,31700.69230769232,7.875967699999999,631.6790504332156,3.5311932418279683,4.153846153846153,0.08232028585456105,0.02531513294067997,5.0,0.3076923076923077,0.4984761534782617,19.0,0.0018614123466692398,650.8195573403927,0.0,1.6641005886756874,0.0004369445954415772,0.0010640353038488997,0.002146201319772746,0.8911840362791184
"mp-300032383, LiNiP2O7, Li2NiP2O7, mp-32314, mp-32383",2.934450374297416,542.2864040109674,-2.25022235022186,3.9999992,1.0,0.0,0.0,4.0,103.35288182638249,0.18181818181818185,0.7019141490410113,1.7048484579172456,3.3784306630738152,87.35558409939863,0.8414910408283807,0.022727272727272728,0.039364791081110836,0.0,0.0,0.2725,0.2070391177555385,0.0,0.0,0.5185407044909195,0.13704545454545455,2959.870312535925,0.039364791081110836,0.0014674363636363638,1.3431818181818178,1.3005449429990223,1.14902751233822,0.20454545454545453,0.26012552596044536,49.41519016203418,0.5745137563037924,0.7238419749272417,0.4545454545454545,0.4005855775,0.4352272727272728,2.0,0.0984983338815831,0.4887869851550596,29210.545454545456,6.123796336268192,542.2864040109674,3.031473156606096,4.227272727272728,0.08113793684399677,0.03539406238840352,4.454545454545454,0.3636363636363637,0.5220316526069922,1.0,0.002552597807690048,558.7182243389038,17.07822781312334,2.061051645228116,0.0011874743438089446,0.0012394351128690614,0.0060127008733668105,0.8376315280457426
"mp-300032383, NiP2O7, LiNiP2O7, mp-689834, mp-32314",2.6916994807586754,574.0645824950006,-1.928442581994048,12.000000199999999,1.0,0.0,0.0,3.0,131.23346456686352,0.26666666666666666,0.06934224301727386,1.2754084313139324,2.4396186175847583,110.9487408170498,0.7436274342801674,0.0,0.0,0.0,0.0,0.28026666666666666,0.2600720071228137,0.0,0.0,0.4896999037656894,0.16833333333333333,4340.42498978336,0.0,0.00215224,1.87,1.4534767513333906,1.3205982494282271,0.3,0.2943920288775949,58.366047207830235,0.6602991248725913,0.8319247665470675,0.6666666666666666,0.5873804426666666,0.5433333333333333,2.0,0.061819559314076324,0.5263100196248894,31949.5,6.032043837399559,574.0645824950006,3.2091185748346405,4.175,0.06967857140071579,0.044045410604805366,4.9,0.3,0.5697675285449041,1.0,0.0020844386461162986,591.4593134091817,17.966475681236773,1.57797338380595,0.00045710440791346923,0.001170824382583373,0.002361599118030189,0.7709744181245675
"mp-300032384, Ni7(PO4)6, Li4Ni7(PO4)6, mp-32385, mp-32384",3.421116732220125,476.0026363006464,-1.9110331656370647,10.0000006,1.0,0.0,0.0,3.0,63.70331362040968,0.5045045045045046,0.34622259583922804,1.3257637577763717,2.71188548786695,249.538849596608,0.42652697107251786,0.0,0.0,0.0,0.0,0.2680540540540541,0.2321061569172385,0.0,0.0,0.3484361735212856,0.19954954954954954,4022.1496010606975,0.0,0.004071805405405407,2.152072072072072,1.426126478974193,1.0931443306599948,0.2702702702702703,0.2756226764104208,133.76271240010814,0.546572165488509,0.6886377764727191,0.5945945945945946,0.5421991247297298,0.627927927927928,1.0,0.04884905573781248,0.5064904080142593,29574.62162162162,8.242582910920747,476.0026363006464,2.6609356305933662,4.378378378378378,0.07773066192984393,0.023672607092092752,4.837837837837838,0.35135135135135137,0.5437777840143483,12.0,0.002571646018741615,490.42599218319253,10.161272143036642,1.4428484124366634,0.0005108120049335238,0.0014120274954489325,0.002848115342908073,0.9746628596745526
"mp-300032389, Ni2P3O11, LiNi2P3O11, mp-32367, mp-32389",3.0268532700231106,423.85183259196367,-1.9487901255022324,14.000001500000002,1.0,0.0,0.0,3.0,111.21956512532616,0.3333333333333333,0.12227943578814328,1.1399470016920377,2.1784805188966745,149.65297447460648,0.6492702970627983,0.0,0.0,0.0,0.0,0.2769375,0.2530519802086125,0.0,0.0,0.4375129338689795,0.17604166666666665,4262.9311201190985,0.0,0.0026903,1.9375,1.3686607657365892,1.2572202752928907,0.2916666666666667,0.2901747557746692,79.42156841509673,0.6286101378065052,0.7919991446898675,0.6458333333333334,0.5757131840104167,0.5635416666666666,1.0,-1.4286109553435051,0.9364553746611198,504.25,6.869306480209695,423.85183259196367,2.3694037751587094,4.25,0.0754980810258899,0.020942096512166587,4.875,0.3125,0.5391963493504459,15.0,0.002844265212625733,436.69496697133263,17.496480823086213,1.5360257159305637,0.000605062648689808,0.001585763605768669,0.0031985479534724238,0.8655927560182163
"mp-300032396, NiP2O7, LiNiP2O7, mp-32363, mp-32396",2.857873864341076,540.6849329160335,-1.9639085902440483,1e-07,1.0,0.0,0.0,3.0,131.23346456686352,0.26666666666666666,0.06934224301727386,1.2754084313139324,2.4396186175847583,110.9487408170498,0.7436274342801674,0.0,0.0,0.0,0.0,0.28026666666666666,0.2600720071228137,0.0,0.0,0.4896999037656894,0.16833333333333333,4340.42498978336,0.0,0.00215224,1.87,1.4534767513333906,1.3205982494282271,0.3,0.2943920288775949,58.366047207830235,0.6602991248725913,0.8319247665470675,0.6666666666666666,0.5873804426666666,0.5433333333333333,1.0,0.0618195593140761,0.5263100196248894,31949.5,6.8821872918394815,540.6849329160335,3.022520661025418,4.2,0.07398023796274689,0.02182096409750953,4.9,0.3,0.5432067567157134,14.0,0.0022131232595398133,557.0682270683226,8.90080093775123,1.57797338380595,0.00048532414186252415,0.0012431062333062464,0.0025073944716767233,0.8185711872310274
"mp-300032398, Li2Ni(PO4)2, Li3Ni(PO4)2, mp-540059, mp-32398",3.0247212970110238,576.4783192430647,-2.17750546970696,11.568338800000001,1.0,0.0,0.0,4.0,132.56683030472374,0.15384615384615385,1.3939796734105043,1.5951108733329016,3.1314757101233925,88.86561583376776,0.7733834623139038,0.038461538461538464,0.06661733875264912,0.0,0.0,0.3171153846153847,0.24276448701127226,0.0,0.0,0.4763171592659289,0.1348076923076923,2862.4622110798077,0.06661733875264912,0.0012416769230769232,1.1984615384615385,1.0523493019213903,1.0713721379672048,0.19230769230769232,0.2522091740116155,37.8062177562832,0.5356860691168628,0.6749221545197944,0.4230769230769231,0.38321457375,0.4230769230769231,1.0,0.024324844972407004,0.4974551220659243,28294.153846153848,4.734721406880481,576.4783192430647,3.2226117734557875,4.346153846153847,0.09020287192808524,0.0407336833908192,4.076923076923077,0.38461538461538464,0.4710523189230873,4.0,0.0026434989970864358,593.946188794449,1.927579960638836,2.234744468666761,0.0013464389778820528,0.0011659220961600402,0.00565607729930412,0.8620309544189896
"mp-300032400, Ni(PO3)3, LiNi(PO3)3, mp-540061, mp-32400",2.5319962866631256,775.4683170707654,-2.24188391004121,12.2672875,1.0,0.0,0.0,3.0,161.15134730739146,0.20512820512820515,0.14134325074058024,1.3936080247898657,2.6961299247157564,75.58698817299899,0.8680496131147726,0.0,0.0,0.0,0.0,0.2823846153846154,0.2564793727360024,0.0,0.0,0.5244840436702138,0.17179487179487174,4292.957901238365,0.0,0.0016555692307692312,1.9251282051282053,1.7337882880400666,1.3276004335276217,0.3076923076923077,0.28781979898261084,39.20200000935829,0.6638002169120739,0.8363358661153182,0.6923076923076922,0.5880247875000001,0.5602564102564104,3.0,0.18013574042521385,0.5056975821447953,31700.69230769232,4.8319882220000006,775.4683170707654,4.3349996784189715,4.153846153846153,0.0670562534346,0.031199452800868162,5.0,0.3076923076923077,0.5914699541341086,57.0,0.0015162646335445196,798.9657825463264,0.0,1.6641005886756874,0.0003559252403541766,0.0008667392278534,0.0017482473259946825,0.7259384727985766
"mp-300032405, VP2O7, LiVP2O7, mp-32455, mp-32405",3.2199164318081865,115.97506050321013,-2.6097093164940457,1.0000002000000001,1.0,0.0,0.0,3.0,29.43920288775949,0.10000000000000002,0.2890188613606771,1.41970262926979,2.6569803335011617,133.93788435938006,0.6797539317516824,0.0,0.0,0.0,0.0,0.2817666666666667,0.2587167348450596,0.0,0.0,0.380614837232814,0.16466666666666666,4340.521776909335,0.0,0.0,2.004,1.4545826434639824,1.3058199838583011,0.3,0.2943920288775949,79.57096008525276,0.6529099920865131,0.8226150425968495,0.6666666666666666,0.5838075916666666,0.5116666666666667,1.0,0.17958348808789298,0.5007160545577232,31970.6,4.919472377939248,115.97506050321014,0.6483202974495695,4.2,0.08622543464612553,0.007459318663644822,5.0,0.3,0.4652587034699688,5.0,0.011543344221820209,119.48922081151794,7.744837187929328,1.6124515496597098,0.004690506192053168,0.005795459881170628,0.023945552033521254,0.9122161753145616
