,density,energy_per_atom,nelements,bandgap,volume,energy,formationenergy_pa,total_magnetization,transition,metalloid,rare,other,alkaline,ICSDVolum wmean,NdValenc wmean,IsMetalloid wmean,IsMetalloid wstd,BulkModulus wstd,Polarizability wmean,Polarizability wstd,Number wstd,AtomicWeigh wstd,BoilingT wstd,HHIr wmean,HHIr wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,IsFBlock wstd,MiracleRadius wmean,n_ws^third wmean,n_ws^third wstd,BCCmagmom wmean,BCCmagmom wstd,HeatFusion wstd,GSefflatcn wstd,BCCvolume_padiff wmean,IsNonm wmean,IsNonm wstd,MeltingT wstd,GSestBCClatcn wstd,GSvolume_p wmean,GSestFCClatcn wstd,NpUnfilled wmean,BCCenergydiff wmean,ShearModulus wmean,phi wmean,phi wstd,NUnfilled wstd,BCCvolume_p wmean,ShannonForce,meanbv,stdbv,meanValenceOcc,vx,vy,strainlatticemean,strainlatticestd,Coordination,numberDensity,li-ion fittability,maxForce,oxidation flexibility,avgIonicRadVol,SpaceGroup,deltaShannon,detLatticeVec,avgCentralDistance Std,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300761650, Fe(CoO3)2, Li2Fe(CoO3)2, mp-765838, mp-761650",4.317431050079107,-5.786998898888887,3.0,0.0,207.46609610994872,-104.16598018,-1.1648213663888891,12.00023,2.0,0.0,0.0,3.0,0.0,5.1177777777777775,0.7407407407407406,0.0,0.0,16.338329629713172,1.0448888888888888,0.4688208481438522,1.3374422285383547,2.853795442102767,266.3708439414074,362.9629629629631,182.6493037916734,0.0,0.0,0.0,0.0,0.0,28.11111111111111,0.1951851851851852,0.15876668010184758,0.20291619259259253,0.15440450034599726,1.4188398243592997,1.2456193301610516,-0.3799999999999999,0.2222222222222222,0.31426968052735443,145.6204439286815,0.6228096652493107,3.1796296296296287,0.7846910072095507,0.4444444444444444,0.5178832192592592,8.592592592592592,0.5603703703703703,0.462767069666993,0.37770514915502107,2.7996296296296297,-1.0754677984961325,-0.3801873309327955,0.4906405552007632,29860.888888888887,4.792880696497077,4.784985024899148,207.4660961099487,1.1597707348208668,6.0,0.08676116405285189,5.549364228270552,0.07862840945454637,4.888888888888889,0.45369388691643,64.0,0.010930556684798694,213.75252628817623,0.3122277632452207,1.3698697784375504,0.006494244907172367,0.006380427007107838,0.02217724108670973,1.1976466638568128
"mp-300761658, LiCoP2O7, Li2CoP2O7, mp-767244, mp-761658",3.167380790340961,-6.7022248736363625,4.0,1.1067999999999998,251.45465644772617,-147.44894722,-2.376047197267316,7.9999996,1.0,0.0,0.0,4.0,0.0,4.369318181818182,0.1590909090909091,0.0,0.0,6.690123162833723,1.0161136363636365,0.6937488749897809,1.706816668683508,3.3782677160432137,87.86949337930395,468.1818181818182,269.4116638679535,0.022727272727272728,0.039364791081110836,0.0,0.0,0.0,21.113636363636363,0.13704545454545455,0.10968281655726153,0.03827357272727274,0.06629177255081889,1.2960125592443186,1.1492734112613288,-0.6621320346295453,0.20454545454545453,0.26012552596044536,50.96796378902719,0.5746367057710927,3.0844047619022725,0.7239968815488503,0.4545454545454545,0.40042914670454544,1.8,0.4329545454545454,0.3709961879690994,0.4499770425732575,2.422272727272728,-1.92659459166676,0.16894718975843112,0.5572698555164961,29213.363636363636,4.828429972996903,5.788623349151982,251.45465644772617,1.4056742626899252,4.181818181818182,0.08749092305862104,5.602999966662844,0.12036128351348742,4.545454545454546,0.4829965224768,2.0,0.006436721499997008,259.07398399274865,0.2843534049361892,2.104697618689132,0.003876756116401007,0.002672962274223849,0.01564122951158142,0.895497094785455
"mp-300761661, Mn3Cu3(TeO8)2, Li4Mn3Cu3(TeO8)2, mp-763570, mp-761661",5.154029458855608,-5.876588734583333,4.0,0.0,279.2171972337035,-141.03812963,-1.3453981511257451,5.9783197,2.0,1.0,0.0,4.0,0.0,4.3507291666666665,0.6770833333333333,0.02083333333333333,0.03608439182435162,7.091753573693889,0.7341875000000001,0.2790225397543579,0.8294178848914324,1.6663216002359955,138.02098698104658,288.54166666666663,87.46899252179468,0.0,0.0,0.0,0.0,0.0,21.64583333333333,0.09625,0.09644865862208764,0.025580403125,0.044306557890593685,0.6303596151068364,1.2192051716227594,-0.4294731800760416,0.16666666666666666,0.2886751345948129,66.62401230595735,0.6096025859398657,2.9154106800760413,0.7680511300160324,0.375,0.3951122810870833,4.270833333333333,0.278125,0.278125,0.4863590637470313,2.4859375,-1.4841743781468453,-0.15743334125684047,0.5205257807820775,29924.33333333333,5.64559334757174,5.55390155848592,279.2171972337036,1.5608715837538092,5.666666666666668,0.08595459104158297,6.4986438993653355,0.2302705189497921,4.958333333333333,0.3997151122290251,1.0,0.01699131555886042,287.6777575270819,0.30245144611163444,2.2449789655040324,0.033306584017254746,0.0047408336441798656,0.1264531477361542,1.3695879840933092
"mp-300761664, CoP2O7, LiCoP2O7, mp-767446, mp-767819",2.8220769874882,-6.692961825249999,3.0,0.007000000000000006,548.1076884875208,-267.71847301,-2.125051939244048,20.0000005,1.0,0.0,0.0,3.0,0.0,5.687333333333332,0.2333333333333333,0.0,0.0,8.017203724214294,0.6791333333333333,0.08382463175516422,1.3021349989749738,2.4334603070247383,111.59855226062149,546.6666666666666,336.28691453710906,0.0,0.0,0.0,0.0,0.0,25.9,0.16833333333333333,0.1348043850259413,0.05613457333333333,0.07938627492602708,1.4583025139600572,1.321047834212472,-0.9683492063466668,0.3,0.2943920288775949,60.2232874854533,0.6605239172752202,3.9706825396800007,0.8322079872264088,0.6666666666666666,0.5871510108333332,2.5,0.54,0.4536518488885503,0.4642796092394706,3.002333333333333,-1.649458184265278,0.10332748383307368,0.5156553378488539,31949.9,7.6763755026311955,4.964184866,548.1076884875207,3.064015126120923,4.2,0.07297835961830466,5.7705986000000005,0.1632156290640875,5.0,0.5479148411649467,14.0,0.00265337887028477,564.7158995563813,0.2855440928641157,1.6124515496597098,0.0015786777460329675,0.0012262714508117936,0.007175706664702786,0.8004024684891528
"mp-300761664, LiCoP2O7, Li2CoP2O7, mp-767819, mp-761664",2.9911130197954146,-6.687878547272727,4.0,0.8592,532.546007592043,-294.26665608,-2.36170087090368,16.0000006,1.0,0.0,0.0,4.0,0.0,4.369318181818182,0.1590909090909091,0.0,0.0,6.690123162833723,1.0161136363636365,0.6937488749897809,1.706816668683508,3.3782677160432137,87.86949337930395,468.1818181818182,269.4116638679535,0.022727272727272728,0.039364791081110836,0.0,0.0,0.0,21.113636363636363,0.13704545454545455,0.10968281655726153,0.03827357272727274,0.06629177255081889,1.2960125592443186,1.1492734112613288,-0.6621320346295453,0.20454545454545453,0.26012552596044536,50.96796378902719,0.5746367057710927,3.0844047619022725,0.7239968815488503,0.4545454545454545,0.40042914670454544,1.8,0.4329545454545454,0.3709961879690994,0.4499770425732575,2.422272727272728,-1.2878368234047195,0.168947189758431,0.5572698555164962,29213.363636363636,7.496295776625804,4.963475612,532.5460075920429,2.9770226853048194,4.181818181818182,0.08262196950635335,5.769722977777778,0.14223424642022925,4.545454545454546,0.5117682605088095,7.0,0.003039255895936273,548.6826841680896,0.2758613776422292,2.104697618689132,0.0018305054652254648,0.0012621046835029047,0.007385390064303446,0.8456618249280365
"mp-300761673, Mn3Ni(PO4)4, Li4Mn3Ni(PO4)4, mp-771982, mp-761673",3.5634027179618286,-7.114695376666668,4.0,0.0,281.1799878468084,-170.75268904,-2.3063133512249534,13.0022966,2.0,0.0,0.0,4.0,0.0,4.178958333333333,0.2395833333333333,0.0,0.0,5.843443619419404,0.6495,0.3261116458447253,1.505595754639634,2.9806165707686247,88.99343403916569,367.70833333333326,294.66281047156264,0.0,0.0,0.0,0.0,0.0,20.354166666666664,0.13729166666666665,0.10729328477744232,0.026252978125000003,0.04393197769553302,1.1094657190998012,1.261499645348914,-0.6454553229322916,0.2083333333333333,0.27322660517925,60.241987530558326,0.6307498228039127,2.893163656265625,0.7946949788874127,0.4583333333333333,0.41854359469812497,3.2291666666666665,0.4244791666666666,0.35044730531434154,0.4500916187597562,2.247708333333333,-2.1478287773407727,0.11417013226268632,0.5141692912818098,30398.91666666667,4.639930727282715,9.137512670658673,281.1799878468084,1.5718439168450695,4.166666666666667,0.08535458082840379,5.370284848497176,0.24556520519121802,5.458333333333332,0.4770524850370101,6.0,0.006036201165928288,289.70002265855436,0.2978067457620761,2.2542398324539965,0.0047457444389705965,0.002390386369633382,0.01838731273656553,1.004487322194578
"mp-300761674, Co3SbO8, Li2Co3SbO8, mp-761540, mp-761674",5.572425732757976,-5.819458604583333,3.0,0.0,254.2199237461063,-139.66700651,-1.3445882191666658,3.9999998999999997,1.0,1.0,0.0,3.0,0.0,5.62361111111111,0.8611111111111109,0.027777777777777776,0.03928371006591929,20.438253893672574,0.9865555555555554,0.6282562778176467,1.0236403207049043,2.0506889897659417,328.72458508530536,430.5555555555555,174.04944664245048,0.0,0.0,0.0,0.0,0.0,28.94444444444445,0.18083333333333326,0.18648428590336746,0.14033643333333332,0.1984656873150677,1.6075349678434698,1.209426701425896,-0.502361111111111,0.2222222222222222,0.31426968052735443,182.68525594956486,0.6047133508707817,3.75375,0.7618910798347721,0.5277777777777778,0.5251299248611111,6.805555555555558,0.5472222222222222,0.5359455702970103,0.44270492918081183,3.2513888888888887,-1.4320159065718725,-0.15982694426562946,0.6238272165140601,29900.91666666667,5.392587510067463,5.420222305916141,254.21992374610628,1.4211325768277514,5.666666666666668,0.0944064479539739,6.299490753169707,0.1382201345245916,4.833333333333333,0.4089516802514117,9.0,0.00790598315612991,261.92304165553713,0.2791048007629098,1.2801909579781017,0.00438925243227265,0.005206996616052685,0.0154710926480442,1.4966228153211931
"mp-300761677, CoPO4, LiCoPO4, mp-540391, mp-761677",2.714264890636644,-6.732005046666668,3.0,1.0241,376.6242681757109,-161.56812112,-2.13630443468254,16.1218878,1.0,0.0,0.0,3.0,0.0,5.530555555555555,0.3888888888888888,0.0,0.0,13.730429394524586,0.7965555555555556,0.321916751756923,1.18894080883515,2.4203050312401047,215.91449224858195,544.4444444444445,221.24786390822086,0.0,0.0,0.0,0.0,0.0,26.83333333333333,0.18888888888888888,0.13373781241345245,0.0935576222222222,0.1323104582100451,1.3053233836113058,1.1642961314557037,-0.8508465608444444,0.2777777777777777,0.28327886186626583,118.02039397943784,0.5821480659028347,3.8464021163999997,0.7334606022728236,0.6111111111111109,0.5558853665277778,4.166666666666667,0.5916666666666667,0.419490431621774,0.3928371006591931,2.9955555555555566,-2.741218770352494,0.15035145716864093,0.6214567148161094,30370.83333333333,8.054601595904284,5.033830844,376.6242681757109,2.1053936640425017,4.0,0.06372398708200876,5.856581288888887,0.04636092048264141,5.0,0.6164510388809081,7.0,0.004381058599988758,388.0363601257032,0.2734873486012169,1.5275252316519468,0.0027835850430090745,0.0017846136512082512,0.010442927675122109,0.7628151132644162
"mp-300761715, K2Li2CoO4, K2Li3CoO4, mp-764636, mp-761715",2.7401072407138845,-4.861809689166666,4.0,1.2409,521.193424072183,-175.02514881,-1.7301967380555554,19.9999998,1.0,0.0,0.0,4.0,0.0,7.64111111111111,0.1944444444444444,0.0,0.0,8.256241559654008,4.051055555555555,3.765282113198864,1.3388197308095433,2.6753172591726218,129.84777792514882,763.8888888888887,555.965126804031,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,31.805555555555557,0.13916666666666666,0.08460283026523928,0.0467788111111111,0.08102327756211196,0.6297845874131962,0.7217271550702404,-0.2523611111111109,0.1111111111111111,0.19245008972987526,62.56372246866232,0.3608635776075545,6.279583333333332,0.4546596175063599,0.2222222222222222,0.2583115400461111,2.3888888888888893,0.4249999999999999,0.2498610725094158,0.2763853991962833,6.027222222222222,-0.7697221096810125,-0.20202604274888847,0.43624540913761056,20991.11111111111,5.248000004591685,8.503580971999996,521.193424072183,2.9135598141281966,5.4444444444444455,0.06907224523042746,6.1209876599897335,0.07406148314906069,2.888888888888889,0.4555245060868552,14.0,0.0071655595626314355,536.9861060149943,0.31458553651718635,1.911627837120584,0.005639350231710458,0.0025397908368387572,0.017136269276970838,0.7672451770819109
"mp-300761718, MnCo3O8, Li2MnCo3O8, mp-761588, mp-761718",5.003782413830929,-6.025660300416668,3.0,0.8144,238.75952868188,-144.61584721,-1.2712757135282755,-1e-07,2.0,0.0,0.0,3.0,0.0,5.123333333333333,0.7222222222222222,0.0,0.0,19.29306150465037,1.0643333333333331,0.5821478111906581,1.9535501080574715,4.173092343715552,321.835691151192,386.1111111111112,217.55515832445857,0.0,0.0,0.0,0.0,0.0,28.305555555555554,0.1905555555555556,0.183005177691038,0.16307456944444446,0.18450121100983224,1.6648332971824558,1.2778128403963025,-0.3775718390805555,0.2222222222222222,0.31426968052735443,173.8453635622727,0.6389064203453371,3.1684051724138884,0.8049716478229595,0.4444444444444444,0.5229829048705555,8.416666666666666,0.548611111111111,0.5354810632840366,0.3788383804718293,2.790833333333333,-1.4187331205088374,-0.3422062495653193,0.5150698400919583,29870.41666666667,5.353653767537304,5.353755933456403,238.75952868188,1.3347063410212368,6.0,0.10051954840293424,6.251424404367043,0.1312805269855267,5.0,0.3670341216098991,186.0,0.009618849128642087,245.9941811604697,0.29145046560508586,1.7320508075688772,0.005906264744829836,0.005544165252742046,0.02165419072631691,1.3821465141820055
"mp-300761729, VCo3O8, Li2VCo3O8, mp-765821, mp-761729",4.806734174187097,-6.2001677825,3.0,0.0,245.78598501522026,-148.80402678,-1.4526788920833331,3.9998690000000003,2.0,0.0,0.0,3.0,0.0,5.169999999999999,0.6666666666666666,0.0,0.0,18.872541946070033,1.1476666666666666,0.5531289448488749,2.0287288485011348,4.317581613208622,307.6236292678939,430.5555555555555,174.04944664245048,0.0,0.0,0.0,0.0,0.0,28.36111111111111,0.1913888888888889,0.18275202452814526,0.14033643333333332,0.1984656873150677,1.600073107897662,1.2660815478660272,-0.3781944444444443,0.2222222222222222,0.31426968052735443,167.72426832508526,0.6330407740876133,3.2384722222222213,0.7975813966144181,0.4444444444444444,0.5188119468055555,7.555555555555558,0.5430555555555555,0.5373797597349936,0.3215510250775062,2.8602777777777777,-1.434526762833974,-0.3302261493978251,0.5068551057664094,29878.58333333333,5.390048686908305,5.392687017643612,245.78598501522026,1.3739854260269424,5.666666666666668,0.097645925574291,6.296356403590499,0.15047117828134,4.666666666666667,0.3921396281884068,9.0,0.008532506130455121,253.2335461471665,0.2915083875044605,0.9428090415820634,0.004603003263057282,0.005385670312313275,0.01600197014085725,1.3268384268675602
"mp-300761732, CoPO4, LiCoPO4, mp-769840, mp-761732",3.2046563633834566,-6.681034864583332,3.0,0.9819,318.9914649668577,-160.34483675,-2.085334252599207,16.0000004,1.0,0.0,0.0,3.0,0.0,5.530555555555555,0.3888888888888888,0.0,0.0,13.730429394524586,0.7965555555555556,0.321916751756923,1.18894080883515,2.4203050312401047,215.91449224858195,544.4444444444445,221.24786390822086,0.0,0.0,0.0,0.0,0.0,26.83333333333333,0.18888888888888888,0.13373781241345245,0.0935576222222222,0.1323104582100451,1.3053233836113058,1.1642961314557037,-0.8508465608444444,0.2777777777777777,0.28327886186626583,118.02039397943784,0.5821480659028347,3.8464021163999997,0.7334606022728236,0.6111111111111109,0.5558853665277778,4.166666666666667,0.5916666666666667,0.419490431621774,0.3928371006591931,2.9955555555555566,-2.1360486393335347,0.15035145716864098,0.6214567148161094,30370.83333333333,8.622548699490126,5.453375979627737,318.9914649668577,1.783216499770336,4.166666666666667,0.07523712273146096,6.374538246453992,0.17353111090658327,5.0,0.5471545083313106,2.0,0.005172592906920258,328.6572253468185,0.26360383661920256,1.5275252316519468,0.003286500721381588,0.002107043241525359,0.012329671559279418,0.9006343910061414
"mp-300761737, MnCo3O8, Li2MnCo3O8, mp-765876, mp-761737",4.6234578759488665,-5.996776483333334,3.0,1.0108,129.1999151725553,-71.96131779999997,-1.2423918964449427,5.9999597,2.0,0.0,0.0,3.0,0.0,5.123333333333333,0.7222222222222222,0.0,0.0,19.29306150465037,1.0643333333333331,0.5821478111906581,1.9535501080574715,4.173092343715552,321.835691151192,386.1111111111112,217.55515832445857,0.0,0.0,0.0,0.0,0.0,28.305555555555554,0.1905555555555556,0.183005177691038,0.16307456944444446,0.18450121100983224,1.6648332971824558,1.2778128403963025,-0.3775718390805555,0.2222222222222222,0.31426968052735443,173.8453635622727,0.6389064203453371,3.1684051724138884,0.8049716478229595,0.4444444444444444,0.5229829048705555,8.416666666666666,0.548611111111111,0.5354810632840366,0.3788383804718293,2.790833333333333,-0.736650032691054,-0.34220624956531925,0.5150698400919583,29870.41666666667,5.357589279981545,5.357589248432217,129.1999151725553,0.7222494825326008,6.0,0.09287931794671213,6.256283022755822,0.17649534103451542,5.0,0.4151442181897227,166.0,0.017775490652214756,133.11480180219894,0.2705741279360906,1.7320508075688772,0.010914689726092993,0.01024553523050867,0.04001662357825762,1.2770931383920052
"mp-300761738, Co3NiO8, Li2Co3NiO8, mp-765866, mp-761738",4.797814281280108,-5.3742828691666675,3.0,0.0,125.80442741837538,-64.49139443,-0.9420119329166662,3.0000023999999996,2.0,0.0,0.0,3.0,0.0,5.08611111111111,0.8055555555555555,0.0,0.0,18.708286933869708,0.9921111111111108,0.6244333925475118,1.841312602130728,4.038174170076405,311.8750537247288,377.77777777777777,226.72521030457625,0.0,0.0,0.0,0.0,0.0,28.13888888888889,0.1944444444444444,0.1818861229681777,0.14212996666666666,0.1972097016450988,1.6219840007735686,1.2786599607686917,-0.3779166666666666,0.2222222222222222,0.31426968052735443,171.5149174666164,0.6393299805396435,3.16375,0.8055053002207575,0.4444444444444444,0.5217893226388889,8.36111111111111,0.5694444444444444,0.5293397937846261,0.4762896722078402,2.785833333333333,-0.7023524387598855,-0.4283627567093391,0.5281834099890479,29861.0,5.330258425606844,5.330258591248403,125.80442741837535,0.7032681289448136,6.0,0.09538615012405552,6.2225412661812864,0.06736896730116099,4.583333333333333,0.4083639705463669,166.0,0.015728559227586283,129.6164273735796,0.27010466178439024,0.8620067027323832,0.008969246572432891,0.010522064364849216,0.0312632875802928,1.3347073631444926
"mp-300761748, CrCo3O8, Li2CrCo3O8, mp-770909, mp-761748",4.456398891598059,-6.029520428333334,3.0,0.3754,132.94706457214778,-72.35424514,-1.2628812362500004,4.9999982,2.0,0.0,0.0,3.0,0.0,5.1180555555555545,0.7222222222222222,0.0,0.0,18.872541946070033,1.1254444444444445,0.5585881894849719,1.9911067708286028,4.279368487088918,314.37419081701324,450.0,159.1353954155834,0.0,0.0,0.0,0.0,0.0,28.25,0.1938888888888889,0.1820362363872224,0.14033643333333332,0.1984656873150677,1.60196715491676,1.2743623818184835,-0.3787499999999999,0.2222222222222222,0.31426968052735443,167.7433047733837,0.6371811910570233,3.1879166666666663,0.8027979951170636,0.4444444444444444,0.5188371956944444,9.444444444444443,0.5541666666666666,0.5336912861279345,0.3491612524993481,2.8091666666666666,-0.6977789984583029,-0.3666862089963458,0.5148769528011156,29862.91666666667,5.4865689602473475,5.486569167738868,132.94706457214778,0.7431966844809386,6.0,0.09026148895140017,6.4155167776241635,0.09092908716544942,4.833333333333333,0.4267479618879103,166.0,0.01598730359789854,136.97549357574832,0.2370360352548186,1.2801909579781012,0.008665558829864537,0.00995676201606384,0.029583654260529745,1.2337973427819175
"mp-300761752, VCoO4, LiVCoO4, mp-771484, mp-761752",4.304660572167242,-6.77607733,3.0,0.6005,134.14377663032909,-81.31292796,-1.8486150166666668,0.0,2.0,0.0,0.0,3.0,0.0,5.246666666666666,0.5555555555555555,0.0,0.0,13.425606637327304,1.2837777777777777,0.6258922717229132,0.6136311676215145,0.8957670245692845,244.15053239576562,450.0,95.25793444156805,0.0,0.0,0.0,0.0,0.0,28.61111111111111,0.18833333333333327,0.1333819355862732,0.0935576222222222,0.1323104582100451,1.4571839915347633,1.2062076338713068,-0.3836111111111111,0.2222222222222222,0.31426968052735443,140.84748865964346,0.6031038171030435,3.3152777777777778,0.7598631943305255,0.4444444444444444,0.5160257641666667,6.777777777777778,0.5194444444444444,0.3718281496061132,0.3600411499115477,2.931666666666666,-2.5814627805879047,-0.10724127324432564,0.5819462556768367,29958.66666666667,4.775889585648481,4.775890226835901,134.14377663032909,0.749886508259908,4.333333333333333,0.08945625582817288,5.538135290924051,0.07001674771117336,4.666666666666667,0.4426085326995576,63.0,0.014915632902008044,138.20846720600477,0.4200188824159514,0.9428090415820634,0.00755955038461172,0.009867936597066564,0.029319735078679018,1.186613261223367
"mp-300761763, FeCo3O8, Li2FeCo3O8, mp-761579, mp-761763",4.9279364852403225,-5.798018805833332,3.0,0.0,243.0455024114896,-139.15245134,-1.1895067895833336,2.0000002,2.0,0.0,0.0,3.0,0.0,5.111666666666666,0.75,0.0,0.0,18.786487132123238,1.0365555555555557,0.5966995852702836,1.9160627067756149,4.140429521967682,312.3893419879339,375.0,229.8348843715289,0.0,0.0,0.0,0.0,0.0,28.11111111111111,0.195,0.18173928212322912,0.19896595555555555,0.1726492244988264,1.6549430727593242,1.27660415484671,-0.3781944444444443,0.2222222222222222,0.31426968052735443,170.6901909785571,0.6383020775837601,3.1751388888888887,0.8042102236306955,0.4444444444444444,0.5188119468055555,8.527777777777779,0.5619444444444444,0.5313706653087064,0.4101339738953722,2.796944444444444,-1.435170601562876,-0.3835837031021403,0.4978065435278271,29861.0,5.342073246328608,5.3421916410603085,243.0455024114896,1.3586656625441986,5.666666666666668,0.0987469414651692,6.237127464603219,0.09283859548433776,4.833333333333333,0.38013056426161335,186.0,0.009254091519267135,250.41002418006025,0.2923375435337541,1.2801909579781017,0.005428549820195474,0.005446396948494079,0.018930717026637383,1.3657600214681551
"mp-300761767, Fe(SiO3)2, LiFe(SiO3)2, mvc-12198, mp-761767",2.6667569713285584,-7.2103062826388875,3.0,0.008200000000000013,1036.2029685173397,-519.14205235,-2.5460629890277766,32.000992,1.0,1.0,0.0,3.0,0.0,5.7770370370370365,0.2222222222222222,0.07407407407407407,0.10475656017578484,9.785070232313263,0.8989629629629631,0.2844551695508889,1.1036788463519511,2.0945758163992814,263.8361525472704,237.03703703703704,73.32959212304938,0.0,0.0,0.0,0.0,0.0,27.0,0.17666666666666667,0.13681563696638815,0.07817269629629629,0.11055288730949524,4.896473101531265,1.2062907061161825,-0.8262962962962962,0.2222222222222222,0.31426968052735443,138.14928447551725,0.6031453531996623,3.934814814814816,0.7599155265490739,0.7407407407407408,0.5491872962962963,3.0370370370370368,0.5307407407407407,0.426562808861694,0.3628873693012116,3.1085185185185185,-1.465150806636042,-0.021076732496331317,0.5108364625590226,30383.111111111117,4.891597023450808,9.975341463439005,1036.2029685173397,5.7925506902295725,4.0,0.0694844564120694,5.6809839795689,0.4666734516875256,5.333333333333333,0.5816317308334344,29.0,0.0014265044728220414,1067.6009546663838,0.2879309795094983,1.885618083164127,0.001128538611378702,0.0003667110693269247,0.0044402745123691785,0.7643305267135071
"mp-300761783, Li3Co2Cu3O10, Li5Co2Cu3O10, mp-764235, mp-761783",4.617849471893841,-5.237708677222222,4.0,0.0,175.95575990907898,-94.27875619,-1.3028462268055554,4.044792,2.0,0.0,0.0,4.0,0.0,4.113333333333333,0.6111111111111109,0.0,0.0,10.461818808303734,1.5899305555555556,1.438910745959583,1.6989920759303363,3.558175534573477,173.88022919509353,381.9444444444445,184.48188207738673,0.04166666666666666,0.07216878364870323,0.0,0.0,0.0,23.94444444444445,0.15069444444444444,0.09175532328890706,0.0467788111111111,0.08102327756211196,0.8868901138664665,0.9041267488776706,-0.2441666666652777,0.1388888888888889,0.2405626121623441,81.45132438776919,0.4520633745644781,2.701805555554167,0.5695641614199833,0.2777777777777778,0.32357454319444445,4.258333333333333,0.4458333333333333,0.27465255829461666,0.3908679799852858,2.4576388888888894,-0.3383896883623542,-0.3920043421048637,0.5638604844202709,15389.666666666664,4.815707798801991,5.028890539169517,175.955759909079,0.9836226004733348,5.6111111111111125,0.10229844143380744,5.5872935787678895,0.1705030265147449,3.388888888888889,0.41075533356456456,2.0,0.011821722876589143,181.287395390084,0.3261643458342351,1.7042068500197742,0.005490886771763764,0.007523040356071035,0.022352550409756738,1.2687037590511958
"mp-300761797, Mn15O32, Li6Mn15O32, mp-777108, mp-761797",3.978051448209877,-6.907034929574468,2.0,0.0009000000000000119,557.7015540347805,-324.63064169,-1.6380750707465876,41.000001,1.0,0.0,0.0,2.0,0.0,7.856595744680851,0.7978723404255319,0.0,0.0,19.148936170212764,1.7730212765957452,1.2269787234042555,1.2659574468085109,3.3201050531914915,341.7744680851064,457.4468085106383,117.02127659574472,0.0,0.0,0.0,0.0,0.0,42.85106382978724,0.2569148936170213,0.2569148936170213,0.130623335106383,0.130623335106383,1.9852127659574468,0.9110862524740616,-0.600678650037234,0.3404255319148936,0.3404255319148936,223.73829787234044,0.4555431263723404,4.773125458547872,0.5739483739787234,0.6808510638297872,0.8059319871819148,12.446808510638304,0.7101063829787234,0.7101063829787234,0.11702127659574467,4.172446808510639,0.0,-0.6028870891688974,0.7470467104461578,346.63829787234044,5.525436173623231,5.522425572441199,557.7015540347805,3.117646464947601,6.0,0.08427446482795507,6.4597846573348106,0.1954157812013774,5.914893617021277,0.4430942010098229,12.0,0.004574675795731258,574.6004688235887,0.3250722722749721,2.7968811447072315,0.003214976821033113,0.002373531637311153,0.00927045000036082,1.0981543424283684
"mp-300761800, V3Cr(PO4)6, Li6V3Cr(PO4)6, mp-775008, mp-761800",2.8280831940962523,-7.357623264411764,4.0,1.1002,454.84320924367927,-250.15919099,-2.538752416722689,3.0,2.0,0.0,0.0,4.0,0.0,4.295808823529412,0.10294117647058824,0.0,0.0,5.418214666567796,0.6605000000000001,0.2735398906911165,1.8097648196442944,3.54229098643117,105.54361160735675,418.3823529411765,291.0901164284918,0.0,0.0,0.0,0.0,0.0,19.705882352941178,0.12169117647058825,0.11076729382969028,0.0,0.0,1.2127178843222428,1.3845369584222635,-0.6844222689058823,0.22058823529411767,0.2892987584250883,61.17952919390229,0.6922684793483765,2.9717752100823533,0.8722036292170182,0.4852941176470589,0.4370199492279412,1.8823529411764703,0.3727941176470588,0.3750583864581556,0.4515328564071777,2.287352941176471,-1.4058675633676865,0.14776666498537813,0.4890196797457346,32196.941176470587,8.156069791453866,8.156069776384816,454.84320924367927,2.5426508374325625,4.235294117647058,0.07475103356283093,9.711197254796069,0.1831985199468612,5.0,0.5280427043851468,146.0,0.0030553509162647165,468.62541332697197,0.23960226567463466,1.6269784336399211,0.0013034540716853741,0.0014777153900578563,0.006852081553898851,0.8002126844502836
"mp-300761801, V2CoO6, LiV2CoO6, mp-778411, mp-761801",4.179227528441542,-7.1005846155555545,3.0,1.4907,102.03974454569466,-63.90526154,-2.0531400202777768,2.9999999,2.0,0.0,0.0,3.0,0.0,5.297777777777777,0.4814814814814814,0.0,0.0,14.553246447695185,1.3745185185185185,0.9841232706307592,1.051486634561362,2.112416417115829,311.8206739055272,462.9629629629629,207.34125929301342,0.0,0.0,0.0,0.0,0.0,28.777777777777768,0.18629629629629627,0.14889533798452312,0.06237174814814814,0.08820697214003008,1.9162423219646152,1.2342816387672606,-0.3872222222222221,0.2222222222222222,0.31426968052735443,185.62867074328912,0.6171408195440193,3.366481481481481,0.7775487091899097,0.4444444444444444,0.5141683090740741,6.25925925925926,0.5037037037037037,0.3881297705573059,0.5315814849780489,2.97925925925926,-0.8189175506679587,-0.13068743044244285,0.44806990002241,30009.444444444438,5.173298083943188,5.25989169536042,102.03974454569466,0.5704195130272087,5.0,0.08820092641421391,5.943196697254237,0.10158788071738528,4.666666666666667,0.4500931397175639,1.0,0.01897906160505401,105.13165084517377,0.1927214558012764,0.9428090415820634,0.009036667633747851,0.012972614627493191,0.038544392783083366,1.1509378862336654
