,density,bandgap,volume,total_magnetization,energysStab,atomMean,transition,chalcogen,metalloid,ICSDVolum wmean,ICSDVolum wstd,BulkModulus wstd,BoilingT wstd,NfValenc wmean,NfValenc wstd,IsFBlock wmean,IsFBlock wstd,HeatCapacityMolar wstd,BCCenergy_p wstd,AtomicVolum wstd,HeatFusion wmean,HeatFusion wstd,BCCvolume_padiff wmean,GSvolume_p wmean,NpUnfilled wstd,NValanc wstd,GSmagmom wmean,GSmagmom wstd,BCCvolume_p wmean,Crystal System,symmetry ops,meanbv,stdbv,meanValenceOcc,vx,vz,Hall Number,strainlatticemean,strainlatticestd,Coordination,numberDensity,maxForce,avgIonicRadVol,SpaceGroup,AtomicNum Density,deltaShannon,detLatticeVec,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300031970, MnPO4, LiMnPO4, mp-540146, mp-31970",2.9003460174710582,1.0778,343.31132002599264,15.999971400000002,0.08090389666666553,12.0,1.0,1.0,0.0,5.590555555555555,4.255615099670458,9.027051252817149,148.0590975186081,0.0,0.0,0.0,0.0,7.264757696927112,0.37291110553608703,5841.375849557061,1.7961111111111108,1.2276312129714395,-0.86043468345,3.8598791278944447,0.5499719409228703,1.4207457613938246,1.7228927203055554e-05,2.4365382515699923e-05,2.9994444444444444,1.0,4.0,0.11610811207318565,0.5128662921098932,30398.0,4.795884885280968,6.608911601893115,81.0,343.31132002599264,1.9191686225582536,4.166666666666667,0.069907394833887,0.03660365487663083,0.5683938957702748,14.0,12.0,0.005406736132887118,353.7139963341002,2.42670329642684,0.004372185782982886,0.001957782255218975,0.015059638497826182,0.8142171443167036
"mp-300031979, LiMn(PO3)4, Li2Mn(PO3)4, mp-31980, mp-31979",2.5967276286916023,0.6489,483.1439554619863,7.9999996,0.0556132537500007,10.222222222222221,1.0,1.0,0.0,4.4181944444444445,4.346609636906464,2.605897572909156,27.87430492406941,0.0,0.0,0.0,0.0,7.4752924751815675,0.5790192958064405,5365.929808577922,1.2876388888888888,1.651214777990905,-0.7639148877916665,3.147525998902778,0.5527707983925666,1.5550594446976005,4.3072318007638875e-06,7.460344318899443e-06,2.3836111111111107,1.0,2.0,0.21486401744062592,0.5042814293003137,30634.722222222223,6.881657641019257,7.0477524163684215,6.0,483.1439554619863,2.7008568183278365,4.055555555555555,0.07451195361758484,0.022426517621380718,0.5478721601021425,4.0,10.222222222222221,0.00310511697337745,497.7837004564402,2.333333333333333,0.002164434996460712,0.0013911564095218695,0.010701043267444437,0.7392769181927101
"mp-300031979, Mn(PO3)4, LiMn(PO3)4, mp-763791, mp-31980",2.7656594113789312,0.16149999999999998,445.29765719348916,6.0000007,0.06943005187499995,10.647058823529411,1.0,1.0,0.0,5.813333333333333,4.80482430893721,2.915706713010369,33.201258991428574,0.0,0.0,0.0,0.0,8.257369684523152,0.4959853286723801,6184.934028557824,1.7590196078431373,1.857282578788216,-1.076834089954902,4.11820663897451,0.576350527713689,1.6519535113588664,6.0807978363725485e-06,8.599546770247029e-06,3.041372549019608,1.0,4.0,0.2274509985900153,0.5120221888497237,32324.882352941167,6.709067642347461,7.0997575997099736,81.0,445.29765719348916,2.4892895792651,4.117647058823529,0.07635342214528301,0.16427057026002953,0.5231603548906778,14.0,10.647058823529411,0.0031364779757388768,458.7906215041092,2.0512465616661992,0.0022058917182633106,0.0015093921998126296,0.011610535758009721,0.7890309501384559
"mp-300031985, Mn3(P2O7)2, Li2Mn3(P2O7)2, mp-694554, mp-31985",3.2076860053727883,0.0,530.8247774705319,25.9999982,0.018464010357140737,11.761904761904766,1.0,1.0,0.0,5.644444444444442,4.2616138826573255,7.6354321182993266,119.61439590928323,0.0,0.0,0.0,0.0,7.283706455293441,0.30529990020980297,5841.28613672805,1.8407936507936504,1.3818254674795059,-0.9273604920873014,3.9557731905,0.5461793820344525,1.4255700393217592,1.4767651888333332e-05,2.0884613584885644e-05,3.0284126984126982,1.0,4.0,0.15170939483162785,0.5083516728319651,30478.61904761905,6.782069290147321,8.870345106813486,81.0,530.8247774705319,2.9674007164132576,4.190476190476192,0.079122154395537,0.2311868555460126,0.5155212331902629,14.0,11.761904761904766,0.003295057398305197,546.9092990526661,2.359906989212165,0.0026731532176034324,0.0012661971311239393,0.00973983241030978,0.9032576349601046
"mp-300031986, LiMn2P5O16, Li3Mn2P5O16, mp-31992, mp-31986",2.7499773030203283,1.2123,637.2612842127121,15.9994547,0.007217278645834212,10.666666666666666,1.0,1.0,0.0,4.361875,4.339815869309882,4.025580099673697,53.58127267089674,0.0,0.0,0.0,0.0,7.436424127016625,0.5585776475644754,5365.9805243466635,1.3024999999999998,1.5270424619359986,-0.7342676689906249,3.0843718356572922,0.5499171339089797,1.5329143449289293,6.460847701145833e-06,1.1190516478349164e-05,2.3501041666666667,1.0,2.0,0.19017504109876604,0.5064276450027085,30575.54166666667,16.805699566348313,4.871822925952442,21.0,637.2612842127122,3.562398877321074,4.125,0.07532232255298603,0.0259798403830932,0.5409567929560871,7.0,10.666666666666666,0.0024938158673550627,656.5709383856407,2.3746344747958346,0.001861485160338682,0.0010547146469019452,0.008113068375384329,0.7798091113488688
"mp-300031986, Mn2P5O16, LiMn2P5O16, mp-32037, mp-31992",2.6796937852884573,0.09940000000000004,645.3731675879004,14.0000008,0.005498609673913357,11.0,1.0,1.0,0.0,5.755217391304347,4.641938449030456,4.463438723024491,57.57029623522565,0.0,0.0,0.0,0.0,7.9617797632256595,0.3978322751050093,6095.310131903477,1.7686956521739132,1.6475460738724277,-1.0203820708666669,4.050816853475362,0.5683672913370312,1.5800425125688518,8.989005497246374e-06,1.2712373486452133e-05,3.030434782608696,1.0,4.0,-1.5104439873639577,0.97829886854782,464.5652173913044,17.543085518784338,4.797899939366563,72.0,645.3731675879004,3.6077456839522655,4.173913043478262,0.07127659207141543,0.020364691424622668,0.5561897799658115,13.0,11.0,0.002349869951220052,664.9286199389812,2.161704851244531,0.0017947611940744726,0.0010414576312101577,0.008011092855202696,0.7609839384661078
"mp-300031994, LiMn2(PO4)2, LiMnPO4, mp-850112, mp-31994",3.360261417754075,0.4289000000000001,303.1827273047008,17.999917800000006,0.07324430557692453,11.307692307692307,1.0,1.0,0.0,4.286346153846154,3.723697436171989,7.651115670666415,119.77037621111273,0.0,0.0,0.0,0.0,6.4890251321504735,0.5458939046154826,4953.113988654625,1.3011538461538463,1.1597461337183048,-0.5972881141826923,2.991326575721154,0.5029498781008471,1.3699814277668276,1.1927718832884614e-05,2.0659415036952305e-05,2.3940384615384622,1.0,2.0,0.09468966663036177,0.4923673573565559,28220.769230769238,4.999607703675526,5.78333261,21.0,303.1827273047008,1.6948429696427338,4.307692307692308,0.0857568642882146,0.23225272510417205,0.4911236571273844,7.0,11.307692307692307,0.006478685132276525,312.3694671247605,2.777764628502737,0.004914197341203228,0.0022169099682489385,0.017052898817045505,0.941193141270034
"mp-300031994, MnPO4, LiMn2(PO4)2, mp-697761, mp-850112",3.39161046235296,1.15,293.5837210206411,16.0000004,0.1294721816666673,12.0,1.0,1.0,0.0,5.590555555555555,4.255615099670458,9.027051252817149,148.0590975186081,0.0,0.0,0.0,0.0,7.264757696927112,0.37291110553608703,5841.375849557061,1.7961111111111108,1.2276312129714395,-0.86043468345,3.8598791278944447,0.5499719409228703,1.4207457613938246,1.7228927203055554e-05,2.4365382515699923e-05,2.9994444444444444,1.0,4.0,0.11610811207318572,0.5128662921098932,30398.0,5.055453520956153,5.658366629,81.0,293.5837210206411,1.641182893223724,4.166666666666667,0.08174840184109737,0.1737300649306029,0.4952878829273874,14.0,12.0,0.006322536250854325,302.47960135128744,2.42670329642684,0.005112752394228286,0.002289394003271166,0.01761045998677652,0.9521303212295906
"mp-300032001, Mn2P3O10, LiMn2P3O10, mp-697794, mp-32001",2.4646059987496955,0.0,488.864508450243,17.9999915,0.07829232033333255,11.666666666666664,1.0,1.0,0.0,5.666,4.270137581268661,7.0811173004139825,108.43940220518223,0.0,0.0,0.0,0.0,7.300397103625068,0.2913670678266548,5841.2502589990645,1.858666666666667,1.4571476958110343,-0.9541308155422222,3.9941308155422224,0.5452375176171242,1.430186036418141,1.3783141762444448e-05,1.9492306012559936e-05,3.0400000000000005,1.0,4.0,-1.3239188229952843,0.9742450289505586,451.26666666666665,7.692643255615264,8.83774986783142,90.0,488.864508450243,2.7328356817044077,4.0,0.06136669666428325,0.14011815921136492,0.6254878402316673,15.0,11.666666666666664,0.0034902510558083646,503.67759192079393,2.3323807579381204,0.0028279340543196554,0.0013748774941617602,0.010575822712499454,0.6948889639208715
"mp-300032005, Mn2P3O10, LiMn2P3O10, mp-31981, mp-32005",3.2412506467926767,0.07999999999999963,371.7263894091428,18.0000002,0.02712892699999969,11.666666666666664,1.0,1.0,0.0,5.666,4.270137581268661,7.0811173004139825,108.43940220518223,0.0,0.0,0.0,0.0,7.300397103625068,0.2913670678266548,5841.2502589990645,1.858666666666667,1.4571476958110343,-0.9541308155422222,3.9941308155422224,0.5452375176171242,1.430186036418141,1.3783141762444448e-05,1.9492306012559936e-05,3.0400000000000005,1.0,4.0,-1.3239188229952843,0.974245028950558,451.26666666666665,4.589560907042097,8.512733575363054,60.0,371.7263894091428,2.0780136893734933,4.133333333333334,0.08070452046109731,0.01879346841909976,0.5074718714891385,11.0,11.666666666666664,0.00459009614431138,382.9900707346293,2.3323807579381204,0.003719070345240004,0.0018081277776136255,0.013908467408033306,0.9138618119489372
"mp-300032008, Li3Mn(PO4)2, Li4Mn(PO4)2, mp-764045, mp-32008",2.592167892954388,0.9068,680.8377668439191,16.0000003,0.03260050999999997,9.142857142857142,1.0,1.0,0.0,4.534821428571427,3.381944155235661,3.2570077509572983,115.09740262854211,0.0,0.0,0.0,0.0,5.8662452663957225,0.3773729449442616,4599.001928718439,1.0848214285714284,0.9469684949126568,-0.5580011142357141,3.183001114235714,0.4670248868079293,1.2906650713994752,5.537869458124998e-06,9.591871267156424e-06,2.625,2.0,1.0,0.09649902916218138,0.4773030189323058,26417.071428571428,7.569146587165777,9.662512944365668,1.0,680.8377668439191,3.8059988207803928,4.178571428571429,0.0822516063695948,0.2945687674785134,0.5275336652176063,1.0,9.142857142857142,0.002820684348472293,701.4678320170574,2.8749445424997293,0.0018376030039047773,0.0009872084703502872,0.007593797852562736,0.72989804611247
"mp-300032017, Mn3(PO4)4, Li3Mn3(PO4)4, mp-704991, mp-32017",2.8043936060028,0.117,645.0555698657278,18.0123812,0.11994543168478168,11.434782608695652,1.0,1.0,0.0,5.656811594202899,4.592867615581524,6.971481499316777,106.93216202706459,0.0,0.0,0.0,0.0,7.8536250624344195,0.3694527382732466,6095.4739117085755,1.6871014492753622,1.2538567764282331,-0.8981697246594202,3.8757059565434777,0.573883764441256,1.5475383763432131,1.3483508245869566e-05,1.9068560229678198e-05,2.977536231884058,1.0,2.0,0.11920120606285825,0.5095031399778248,31691.695652173912,7.7076418611392254,5.6254252892562615,6.0,645.0555698657278,3.60597025871158,4.130434782608695,0.07131168561117174,0.3540614136977262,0.5493567240722462,4.0,11.434782608695652,0.002654203742741977,664.6013986882292,2.300653313969209,0.002110152903656631,0.001041970400321632,0.008015037174051777,0.7914518402131012
"mp-300032021, Mn4(PO4)3, LiMn4(PO4)3, mp-32010, mp-32021",3.590833217160433,0.0,466.7540518472917,38.000001899999994,0.01821551355263118,12.68421052631579,1.0,1.0,0.0,5.510350877192981,3.8604545331905715,11.521628462924552,198.01306946429162,0.0,0.0,0.0,0.0,6.594145777874372,0.4753662567756634,5533.783469417052,1.9280701754385967,1.2679879389639146,-0.8147554230385965,3.8407203353192982,0.5210260492953508,1.283702324907138,2.1762855414385958e-05,3.077732528298937e-05,3.0259649122807013,2.0,1.0,0.08659273251970824,0.4969940483786338,28862.263157894737,8.345953517010953,6.114720893333602,1.0,466.7540518472917,2.6092344717600047,4.315789473684212,0.08141332646091842,0.023540703297628984,0.5116840255621924,9.0,12.68421052631579,0.004350497154116942,480.89716637231624,2.552495926943609,0.0035087082544721,0.0014400063753117493,0.01107680662083354,1.0022932836889078
"mp-300032022, MnP2O7, LiMnP2O7, mp-540338, mp-32022",2.8186958730155283,1.4208999999999998,539.3507333015763,11.749149699999998,0.033883925249999614,11.1,1.0,1.0,0.0,5.723333333333333,4.66600023812925,5.216214037871613,71.75282867052854,0.0,0.0,0.0,0.0,7.998337734526816,0.3823743928095525,6133.4944399625765,1.717666666666667,1.481949691753701,-0.97410207991,3.9787687465766672,0.573488351136175,1.5839472494022289,1.0337356321833333e-05,1.4619229509419953e-05,3.0046666666666666,1.0,4.0,0.16520736788689994,0.5105737357483819,31960.8,4.835195916799691,12.094665080255195,81.0,539.3507333015763,3.0150622584417084,4.2,0.07416324393432154,0.032689063828589535,0.5336749345785848,14.0,11.1,0.0029258248847988076,555.6935998713475,2.2,0.0022705724288847088,0.0012461813229553394,0.009585866955542066,0.799001464301179
"mp-300032042, MoP2O7, LiMoP2O7, mp-32085, mp-32042",3.0448251829254085,1.3232,588.7389084194027,8.0,0.004006968500000596,12.8,1.0,1.0,0.0,5.836333333333332,4.558436452215704,10.362753816754823,191.58524757634368,0.0,0.0,0.0,0.0,8.061791718691047,0.34067207264817834,6133.4168988709325,2.536666666666666,1.6848788944279909,-0.9748492063466668,4.152182539679999,0.573488351136175,1.611072796479276,0.0,0.0,3.1773333333333333,1.0,4.0,0.24319613268897705,0.5683566496832031,31953.7,8.381366510008137,11.530239125121264,81.0,588.7389084194027,3.2911505505620218,4.2,0.06794183198693061,0.023282835595489645,0.5787761046036616,14.0,12.8,0.002142054530447117,606.578286083419,1.833030277982336,0.0006049240277629999,0.0011416415676809373,0.003398441706859289,0.8440790113109781
"mp-300032043, Mo(PO3)4, LiMo(PO3)4, mp-695772, mp-32043",3.039611319029204,1.8372,449.9629055033807,4.0000002,0.022353525294117386,11.647058823529413,1.0,1.0,0.0,5.879803921568628,4.7347383021341605,5.863761470035271,94.52011269137951,0.0,0.0,0.0,0.0,8.299086905949991,0.4501723522128896,6184.888408174438,2.24078431372549,1.7177140285986483,-1.0772735760941177,4.220214752564705,0.576350527713689,1.670238387376224,0.0,0.0,3.1429411764705883,2.0,2.0,0.2733267425912372,0.5460121382231479,32320.70588235294,6.871408458517253,9.2228684785388,2.0,449.9629055033807,2.5153691101471765,4.117647058823529,0.07556178428078122,0.18986178129830766,0.5320177742640488,2.0,11.647058823529413,0.0026896305350022523,463.5972315030388,1.8225803982152549,0.000750325970836584,0.0014937427111036395,0.0044465773430478394,0.8541897429286188
"mp-300032045, MoP2O7, LiMoP2O7, mp-32065, mp-32045",3.2837837637119107,1.3901,545.8968018335937,7.9999997999999986,0.03242611475000068,12.8,1.0,1.0,0.0,5.836333333333332,4.558436452215704,10.362753816754823,191.58524757634368,0.0,0.0,0.0,0.0,8.061791718691047,0.34067207264817834,6133.4168988709325,2.536666666666666,1.6848788944279909,-0.9748492063466668,4.152182539679999,0.573488351136175,1.611072796479276,0.0,0.0,3.1773333333333333,1.0,4.0,0.24319613268897705,0.5683566496832031,31953.7,6.597906236265852,9.024233906107591,81.0,545.8968018335937,3.0516558939991034,4.2,0.07327392259058013,0.02457319129377786,0.54571835639476,14.0,12.8,0.002310163462754079,562.4380208259532,1.833030277982336,0.0006523986046183508,0.0012312378605353624,0.003665152193789943,0.910322526290303
"mp-300032057, MoP2O7, LiMoP2O7, mp-32059, mp-32057",3.5618781946097124,1.0978000000000003,125.81894695586551,2.0000001,0.037555336000000494,12.8,1.0,1.0,0.0,5.836333333333332,4.558436452215704,10.362753816754823,191.58524757634368,0.0,0.0,0.0,0.0,8.061791718691047,0.34067207264817834,6133.4168988709325,2.536666666666666,1.6848788944279909,-0.9748492063466668,4.152182539679999,0.573488351136175,1.611072796479276,0.0,0.0,3.1773333333333333,1.0,2.0,0.24319613268897705,0.568356649683203,31953.7,5.065705007787144,4.484145673973941,9.0,125.81894695586556,0.7033492956268933,4.2,0.07947928544901728,0.01613862742475022,0.5072465189547352,5.0,12.8,0.010023218891449168,129.6313868675752,1.833030277982336,0.0028305936458583127,0.005342031757732471,0.015902174586830263,0.9874151861906582
"mp-300032060, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32089, mp-32060",3.374588292042987,1.1783,985.6765817466584,18.0000005,0.14998552326087022,13.652173913043475,1.0,1.0,0.0,5.804202898550725,4.465360063387294,13.713484288602713,264.9195116280638,0.0,0.0,0.0,0.0,7.928375500496593,0.3730120865588149,6095.372784419934,2.75536231884058,1.9615573630115413,-0.8991442374028985,4.101897860591304,0.573883764441256,1.5785795715003017,0.0,0.0,3.2027536231884057,2.0,1.0,0.2209256818916546,0.5848721581536787,31682.434782608696,12.499848854804721,8.461285276691244,1.0,985.6765817466584,5.5100996015378785,4.217391304347826,0.07000267763055631,0.05314109949062402,0.5656681572522845,1.0,13.652173913043475,0.0013175878552751964,1015.5435678501633,1.8405226511753672,0.00037000299576404926,0.0006818958904062138,0.0020298695311172154,0.927582065232464
"mp-300032062, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32120, mp-32062",3.4864754385451318,1.6307999999999998,636.0296544239595,11.999999800000001,0.0441860341304352,13.652173913043475,1.0,1.0,0.0,5.804202898550725,4.465360063387294,13.713484288602713,264.9195116280638,0.0,0.0,0.0,0.0,7.928375500496593,0.3730120865588149,6095.372784419934,2.75536231884058,1.9615573630115413,-0.8991442374028985,4.101897860591304,0.573883764441256,1.5785795715003017,0.0,0.0,3.2027536231884057,1.0,4.0,0.22092568189165449,0.5848721581536787,31682.434782608696,12.985198151877675,8.201151779610896,81.0,636.0296544239595,3.555513857494144,4.173913043478262,0.0723236718288888,0.02442688694751544,0.5512675411431593,14.0,13.652173913043475,0.0020419102856372166,655.30198898266,1.8405226511753672,0.0005734061070329127,0.0010567570327698408,0.003145757193719832,0.9583367829768904
"mp-300032070, Mo3(PO4)4, Li3Mo3(PO4)4, mp-32086, mp-32070",3.3669099160742384,0.9224000000000004,658.6163050424152,12.000000199999999,0.1588322006521743,13.652173913043475,1.0,1.0,0.0,5.804202898550725,4.465360063387294,13.713484288602713,264.9195116280638,0.0,0.0,0.0,0.0,7.928375500496593,0.3730120865588149,6095.372784419934,2.75536231884058,1.9615573630115413,-0.8991442374028985,4.101897860591304,0.573883764441256,1.5785795715003017,0.0,0.0,3.2027536231884057,1.0,2.0,0.22092568189165449,0.5848721581536787,31682.434782608696,7.3561694917674245,9.72575108807988,6.0,658.6163050424152,3.6817770729114128,4.260869565217392,0.06984339690320537,0.02224687747117334,0.5666564150470742,4.0,13.652173913043475,0.001971884818817125,678.5730377015053,1.8405226511753672,0.0005537416631026837,0.0010205165059182755,0.003037876295356,0.9254714895940916
"mp-300032071, Mo2P3O11, LiMo2P3O11, mp-32108, mp-32071",3.3761902042097187,1.1865,453.27275088879685,9.999999699999998,0.0,13.5625,1.0,1.0,0.0,5.8147916666666655,4.37738489560897,13.093845299308455,250.96251433716262,0.0,0.0,0.0,0.0,7.782220765638742,0.3336021519656047,6023.853041163676,2.770833333333333,1.9169301449337048,-0.9324107142833332,4.1509523809500015,0.5644257160060028,1.5486889616704833,0.0,0.0,3.218541666666667,1.0,2.0,0.2559557727439739,0.5574706434862171,31359.1875,7.067896417703338,8.583366045411472,9.0,453.27275088879685,2.5338717083392006,4.1875,0.07059766980753425,0.027653357445700875,0.5668785655390255,5.0,13.5625,0.002837546656766438,467.0073685134784,1.854049621773916,0.0008121064219194432,0.0014828352444411267,0.004414107966781732,0.9293215252287276
"mp-300032076, MoP4O13, LiMoP4O13, mp-32115, mp-32076",2.746478442087436,1.5402,1034.6686664372548,0.0,0.06484414833333307,11.444444444444445,1.0,1.0,0.0,5.874629629629627,4.9064787171575945,5.5379969439222005,87.5658948037684,0.0,0.0,0.0,0.0,8.592351747422839,0.4843626852740998,6328.197119815633,2.1203703703703702,1.6173418046385712,-1.0502954144592591,4.154369488533333,0.5902732389077491,1.7316547744534756,0.0,0.0,3.1040740740740738,3.0,4.0,0.24517916222057826,0.4998073566604728,33042.72222222222,6.704247944,15.947381269999996,115.0,1034.6686664372553,5.783973680856879,4.111111111111111,0.06958749436949946,0.02178570704652709,0.560568595184663,19.0,11.444444444444445,0.0011757762808210985,1066.0201616989702,1.7916128329552332,0.00031810643237726503,0.000649607775092946,0.0019337541821120203,0.7729684949736311
"mp-300032080, Mo2P3O13, LiMo2P3O13, mp-585184, mp-32080",2.783987547056024,0.8305,1175.7276204537586,0.0,0.0,12.944444444444445,1.0,1.0,0.0,5.8116666666666665,4.791912704365046,11.638973599385295,220.4802606339581,0.0,0.0,0.0,0.0,8.4526029810353,0.4080761514290469,6328.363325957483,2.4711111111111106,1.6928056434517391,-0.8945502645481481,4.026957671955555,0.5989245047702307,1.6905693394114374,0.0,0.0,3.1324074074074075,1.0,2.0,0.19623855090076056,0.4892287866987241,32880.77777777778,6.082464232848313,9.204632926316334,6.0,1175.7276204537586,6.5725172058966725,4.111111111111111,0.06123867360725304,0.036926857979293334,0.6090271902312147,4.0,12.944444444444445,0.001097493700614832,1211.3533430811287,1.7916128329552332,0.0002953522998951453,0.0005716705116643345,0.001701750325514276,0.7693874007310029
"mp-300032087, MoP2O7, LiMoP2O7, mp-504222, mp-32087",3.3989515546359748,1.6828,527.4000013558301,7.9999999000000015,0.024847835000000984,12.8,1.0,1.0,0.0,5.836333333333332,4.558436452215704,10.362753816754823,191.58524757634368,0.0,0.0,0.0,0.0,8.061791718691047,0.34067207264817834,6133.4168988709325,2.536666666666666,1.6848788944279909,-0.9748492063466668,4.152182539679999,0.573488351136175,1.611072796479276,0.0,0.0,3.1773333333333333,2.0,2.0,0.24319613268897705,0.5683566496832031,31953.7,6.155582072134558,12.254059916445419,2.0,527.4000013558301,2.948255635912772,4.2,0.07584376165561006,0.0362986121628362,0.5297859390628014,15.0,12.8,0.002391184760690617,543.3807487969135,1.833030277982336,0.0006752793152565282,0.0012744194323754162,0.0037936952136513134,0.9422490604122568
"mp-300032092, MoPO5, LiMoPO5, mp-540534, mp-32092",2.9905943709586857,1.3322,919.1039127506316,7.9999898,0.015042438214285525,13.857142857142858,1.0,1.0,0.0,5.78,4.6852448951886325,15.132221482126374,297.0455942006439,0.0,0.0,0.0,0.0,8.279760443257548,0.4716278157829194,6258.846508732561,2.72,2.1223257682709,-0.8231065759619046,3.989773242628572,0.5985621471417397,1.6509462688914014,0.0,0.0,3.1666666666666665,3.0,4.0,0.19052318477207664,0.4868893705214298,32428.571428571428,12.037865149999998,10.065751112000001,164.0,919.1039127506316,5.137947068241098,4.285714285714286,0.0609289104562802,0.02272218505078242,0.6122962575498339,33.0,13.857142857142858,0.0014441916050251696,946.9536804108881,1.8070158058105024,0.00038640633309268413,0.000731287073244188,0.002176897337794447,0.8194698600920896
"mp-300032097, Mo(PO3)4, LiMo(PO3)4, mp-32117, mp-32097",2.6074636588732902,1.8064,1049.074901624781,8.0000002,0.008901898823529208,11.647058823529413,1.0,1.0,0.0,5.879803921568628,4.7347383021341605,5.863761470035271,94.52011269137951,0.0,0.0,0.0,0.0,8.299086905949991,0.4501723522128896,6184.888408174438,2.24078431372549,1.7177140285986483,-1.0772735760941177,4.220214752564705,0.576350527713689,1.670238387376224,0.0,0.0,3.1429411764705883,3.0,8.0,0.2733267425912372,0.5460121382231479,32320.70588235294,12.162294812,8.834245364,284.0,1049.074901624781,5.8645069838048025,4.117647058823529,0.06481901329893919,0.018632962816699336,0.5985517493747018,60.0,11.647058823529413,0.0011536201737224346,1080.8629202189136,1.8225803982152549,0.0003218253085545928,0.0006406871514338153,0.001907199245472872,0.7327478676385638
"mp-300032098, LiMo2(PO4)3, Li3Mo2(PO4)3, mp-32047, mp-32098",3.2511104929069137,1.4185,494.1455785700245,7.9999999000000015,0.0010200298611131586,12.666666666666664,1.0,1.0,0.0,4.4180555555555525,4.193059935222768,10.733370715370837,201.790579408172,0.0,0.0,0.0,0.0,7.379388422541583,0.5667351262748377,5366.005107697477,1.8919444444444442,1.7763847623963882,-0.6474173280402776,3.124222883595833,0.5448623679425842,1.5350835421831217,0.0,0.0,2.476805555555555,2.0,2.0,0.20031331671939867,0.5649845145826322,30460.055555555562,8.051202209745503,8.501264485478849,2.0,494.1455785700245,2.7623577611588357,4.27777777777778,0.07285302461711393,0.01995956373186799,0.5564308971269586,2.0,12.666666666666664,0.0028290414101936013,509.1186837462751,2.131480677027876,0.0011529831420010956,0.0013601837990895726,0.006598472345836515,0.8956654205746117
"mp-300032098, Mo2(PO4)3, LiMo2(PO4)3, mp-32094, mp-32047",3.1816831888158603,1.1487000000000005,497.6832010733819,6.0,0.0,13.235294117647054,1.0,1.0,0.0,5.81313725490196,4.596378152242915,12.32361910523149,234.81558575965062,0.0,0.0,0.0,0.0,8.136933351927029,0.3714643135346712,6185.064367468914,2.6121568627450977,1.798275306842728,-0.9123669467764708,4.085308123247058,0.5823232315653921,1.6237851460990895,0.0,0.0,3.1729411764705886,2.0,2.0,0.221507271782018,0.53481129944012,32149.235294117647,8.131342361962629,8.433125138519031,2.0,497.683201073382,2.7821336721494485,4.235294117647058,0.06831655142602815,0.02476920910686088,0.5718552396447291,2.0,13.235294117647054,0.002588776944809796,512.7634997491067,1.8225803982152549,0.000717774307339707,0.0013505153658252321,0.004020217794187307,0.8775975673389068
"mp-300032100, Li2Mo(PO4)2, Li3Mo(PO4)2, mp-585209, mp-32100",3.154743023026281,1.9317,157.784956718066,1.9999999,0.030197585288462395,10.923076923076923,1.0,1.0,0.0,4.532884615384615,3.6396098112850463,7.205664274245372,130.18203930645797,0.0,0.0,0.0,0.0,6.526353880715585,0.4398809666262918,4952.9738935614505,1.5830769230769233,1.2898263724261172,-0.5997527472499998,3.208791208788462,0.5029498781008471,1.4157817168696896,0.0,0.0,2.609038461538462,5.0,6.0,0.16384528603002313,0.5297986836492423,28297.384615384613,4.741384602319861,6.993057801993112,435.0,157.7849567180661,0.8820447226211336,4.153846153846153,0.08239061739725108,0.049716963384491816,0.5152634497096938,147.0,10.923076923076923,0.009972698108816442,162.56599869158015,2.4615384615384617,0.004971509978004913,0.00425977751202015,0.02066487200575033,0.8734913889921228
"mp-300032102, Mo2P2O11, LiMo2P2O11, mp-25668, mp-32102",3.404473846945754,1.6407,838.5840578596233,-3.5000000000000016e-06,0.0028130276666651355,13.466666666666667,1.0,1.0,0.0,5.780444444444441,4.9180327694097015,14.123406716651285,275.7881135318056,0.0,0.0,0.0,0.0,8.651036741638842,0.4937615663861227,6425.886457471321,2.543555555555556,1.9749369860239667,-0.8076772486755556,3.92612169312,0.6190394789859608,1.7293401296305524,0.0,0.0,3.1184444444444437,1.0,4.0,0.14551132989713575,0.4798096853928376,33319.53333333333,7.477623214929018,8.102136389153195,60.0,838.5840578596233,4.687827395554309,4.4,0.07154917797166596,0.02932486864166488,0.5351012881787567,11.0,13.466666666666667,0.0015825718177576713,863.9939933968269,1.7688665548562137,0.0004091496252902413,0.0008015043978754046,0.00238592045969736,0.9351916867191576
"mp-300032105, MoP2O7, LiMoP2O7, mp-32054, mp-32105",3.5150970875955654,1.1913,509.97369627409415,7.9999999000000015,0.11581376225000105,12.8,1.0,1.0,0.0,5.836333333333332,4.558436452215704,10.362753816754823,191.58524757634368,0.0,0.0,0.0,0.0,8.061791718691047,0.34067207264817834,6133.4168988709325,2.536666666666666,1.6848788944279909,-0.9748492063466668,4.152182539679999,0.573488351136175,1.611072796479276,0.0,0.0,3.1773333333333333,1.0,4.0,0.24319613268897705,0.5683566496832031,31953.7,6.790060097042638,8.466584362675759,81.0,509.97369627409415,2.8508396290142657,4.1,0.0784354179288912,0.01971789148348271,0.5137182600050768,14.0,12.8,0.002472893906576049,525.426409244895,1.833030277982336,0.0006983542766692858,0.0013179676035711527,0.00392332952746635,0.9744466417967248
