,density,volume,atomMean,transition,metalloid,rare,other,NdValenc wmean,BulkModulus wstd,Polarizability wstd,AtomicWeigh wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,AtomicVolum wmean,NsUnfilled wstd,HeatFusion wmean,HeatFusion wstd,GSefflatcn wstd,BCCvolume_padiff wmean,BCCvolume_padiff wstd,MeltingT wstd,GSestBCClatcn wstd,GSestFCClatcn wstd,BCCenergydiff wmean,GSmagmom wstd,SpaceGroupNumber wstd,NUnfilled wstd,meanbv,vx,VegardVolume,strainlatticemean,strainlatticestd,Coordination,numberDensity,initialAnisotropy,li-ion fittability,oxidation flexibility,NNDist,positiveoxidationpop,avgIonicRadVol,AtomicNum Density,deltaShannon,detLatticeVec,oxidation flexibility Std,deltaShannonstd,deltashannonmax,chargedensityvoldens,positiveoxpopdens
"mp-300026875, CuPO4, LiCuPO4, mp-673017, mp-26467",3.195904875757596,329.4519198639772,12.666666666666664,1.0,0.0,0.0,3.0,0.5555555555555555,10.593790401066485,0.2164803187245014,2.5770404280322445,215.91449224858195,0.5554887673705089,0.0,0.0,0.0,0.0,0.26811111111111113,4133.82404053923,0.07856742013183861,1.8344444444444443,1.2398695670149649,1.1577977479136827,-0.861124338622222,0.6165646398230734,85.86062269892359,0.5788988741084808,0.7293668771435182,0.5524111979166666,0.0,16.022168284698857,0.4906533814626581,-0.1551136118747051,4.679209124442125,0.8402245592976073,329.4519198639772,1.8416922203341728,4.166666666666667,0.07284826268400267,-0.14003998582245156,5.418776696842129,4.5,0.6062228111341046,0.3333333333333333,0.5565593129122739,12.666666666666664,0.004124307323361302,339.4346424877756,1.6072751268321592,0.0013346032401360816,0.0066338901730053105,0.8956068766933485,0.02428275422800089
"mp-300026875, LiCuPO4, Li2CuPO4, mp-26467, mp-26875",3.2454225429219217,338.63085163455395,11.285714285714285,1.0,0.0,0.0,4.0,0.3571428571428571,8.231658647054836,1.247919302462777,3.423523774117595,160.98234165267812,0.6773113994591362,0.03571428571428571,0.06185895741317419,0.0,0.0,0.3002857142857143,2658.2277424209287,0.07142857142857142,1.2864285714285713,1.0451684270089323,0.9099821791106626,-0.5565561224464284,0.5552955852222817,64.67630857444112,0.454991089682085,0.5732528513092521,0.3552769175892857,0.0,14.615828713404925,0.4087686836521285,-0.03239858085462187,4.796242361594235,0.8388115928181024,338.63085163455395,1.89300400883378,4.142857142857143,0.08268590964126694,-0.13096202135096133,5.563262174807697,3.8571428571428568,0.5950674397704367,0.42857142857142855,0.5325089336075842,11.285714285714285,0.004814839216156786,348.89170506993247,2.166535841157586,0.002303785032815271,0.009628791704219836,0.9057251731928117,0.03543681841768583
"mp-300026897, Sn(PO3)3, LiSn(PO3)3, mp-673129, mp-26897",2.928951439825641,403.2368833354661,12.846153846153848,0.0,0.0,0.0,3.0,0.25641025641025644,1.8271817180840888,0.13610880514355728,1.6039178220631751,65.15716709162281,0.7253702364835402,0.0,0.0,0.0,0.0,0.27682051282051284,4293.36881151581,0.0,1.6602564102564104,1.8584560550663431,1.254047421536243,-1.2630952380923075,0.5399246350586451,16.422169890283243,0.6270237109086371,0.7900003720563159,0.5869718675000001,0.0,4.420233199556505,0.4455935178713529,0.2121654943316648,6.342913009618428,0.953354516372592,403.23688333546613,2.2541627054331284,4.153846153846153,0.06447822873972997,-0.2311350132643413,7.4727085549018035,5.230769230769232,0.761145107607495,0.3076923076923077,0.6037156939261122,12.846153846153848,0.0030674933191917287,415.4553641374144,1.846153846153846,0.0009377393178263237,0.005332242430047992,0.8039371466377979,0.019839454996839995
"mp-300026949, Sn2(PO3)5, LiSn2(PO3)5, mp-26950, mp-26949",3.2387979411740973,648.3425348151708,13.409090909090908,0.0,0.0,0.0,3.0,0.30303030303030304,2.1535415126790465,0.11545355125635727,1.7970422746989398,83.32942759442166,0.6501678260374246,0.0,0.0,0.0,0.0,0.2737727272727273,4228.453964802246,0.0,1.6712121212121211,1.809316771850609,1.191691198086475,-1.2846392496363637,0.48425103836962796,14.78365742654428,0.5958455991828655,0.7507184127952176,0.5784123020833333,0.0,5.099739815830252,0.4171484817556425,0.2043121859561509,11.679130666788694,0.8188273031971163,648.3425348151706,3.6243449513781,4.181818181818182,0.06786536072717103,0.3780040356842863,6.08817856088396,5.2727272727272725,0.5537277065511381,0.3181818181818182,0.5867552562171735,13.409090909090908,0.0019291704652280985,667.987961962605,1.8630819574472,0.0006038262018908916,0.003316390184541341,0.8832494499848922,0.02159352386773624
"mp-300027017, SnPO4, LiSnPO4, mp-27018, mp-27017",3.784219086832093,750.1177075671446,16.166666666666668,0.0,0.0,0.0,3.0,0.5555555555555555,4.192144328869662,0.2875014116980907,6.030188470429244,190.43373997531964,0.22575004767431225,0.0,0.0,0.0,0.0,0.25933333333333336,4134.664976279793,0.0,1.4761111111111107,1.218327886698065,1.0575762491011875,-1.3091798941777777,0.09221122709547157,19.76812442316864,0.5287881246987242,0.6662312891244158,0.5539864262499999,0.0,9.636286872616342,0.3600411499115478,0.020914066658814942,7.732915049000001,0.8211462243017317,750.1177075671445,4.1932854631161245,4.166666666666667,0.06398995719708886,0.12118848537305245,5.461715155555557,5.333333333333333,0.5242366286703825,0.3333333333333333,0.6095692506432109,16.166666666666668,0.0018035335605499792,772.8470242241365,1.8856180831641267,0.0005714509733641809,0.002866425891551452,1.0040796893525317,0.02132998573236295
"mp-300027033, LiSnP2O7, Li2SnP2O7, mp-673144, mp-27033",3.4658741259248,574.1559184639339,12.636363636363635,0.0,0.0,0.0,4.0,0.2272727272727273,1.980665845134571,0.6987656335571291,4.086261699890551,76.07385042164756,0.7897520869989247,0.022727272727272728,0.039364791081110836,0.0,0.0,0.2675681818181819,2960.2345284636604,0.039364791081110836,1.108409090909091,1.3195856748638128,1.1044580972699671,-0.8496320346295454,0.5618956075109011,8.344834012753836,0.5522290487653859,0.6957650028056952,0.3996523075,0.0,7.462440386959593,0.437758188278596,0.13635167940738882,6.6976213566200675,0.9316866854800766,574.1559184639339,3.209629158422936,4.136363636363637,0.07663423572766655,-0.28678782523842244,7.910643650148232,4.727272727272728,0.708286329035353,0.3636363636363637,0.5437014271467528,12.636363636363635,0.0025367002930991485,591.5534169493094,2.2998382983042758,0.001184748145683164,0.005678955541788967,0.9398982138710964,0.027866994810060563
"mp-300027047, LiCuPO4, Li2CuPO4, mp-27064, mp-27047",3.2154061188418743,170.89601733100324,11.285714285714285,1.0,0.0,0.0,4.0,0.3571428571428571,8.231658647054836,1.247919302462777,3.423523774117595,160.98234165267812,0.6773113994591362,0.03571428571428571,0.06185895741317419,0.0,0.0,0.3002857142857143,2658.2277424209287,0.07142857142857142,1.2864285714285713,1.0451684270089323,0.9099821791106626,-0.5565561224464284,0.5552955852222817,64.67630857444112,0.454991089682085,0.5732528513092521,0.3552769175892857,0.0,14.615828713404925,0.4087686836521285,-0.032398580854621724,6.628751829354062,0.8653730337294743,170.89601733100324,0.9553377795902678,4.285714285714286,0.08192116012208657,0.20002801673171888,5.468985677777778,3.8571428571428568,0.6897259551402501,0.42857142857142855,0.536832688039213,11.285714285714285,0.009540614987490585,176.07433755214993,2.166535841157586,0.004564955344361005,0.019079472921222758,0.8973482575403885,0.035109068623751384
"mp-300031519, CoP2O7, LiCoP2O7, mp-31529, mp-31519",3.2236372726000897,119.95782741232384,11.3,1.0,0.0,0.0,3.0,0.2333333333333333,8.017203724214294,0.08382463175516422,2.4334603070247383,111.59855226062149,0.6945347955069435,0.0,0.0,0.0,0.0,0.2795,4340.426808991407,0.0,1.8273333333333333,1.4583025139600572,1.321047834212472,-0.9683492063466668,0.7211957978296591,60.2232874854533,0.6605239172752202,0.8322079872264088,0.5871510108333332,0.07299563239947138,7.788880963698618,0.4642796092394706,0.10332748383307352,4.411915355211631,0.9124810306017852,119.95782741232384,0.6705846413178596,4.2,0.0833626301485738,-0.08083663574590842,5.088784389150162,5.0,0.7562334676911557,0.3,0.4835865304627505,11.3,0.01212373873923632,123.59266954074468,1.6124515496597098,0.0072132467627195815,0.03278702255698472,0.9142937070612216,0.025008789044572138
"mp-300031537, CoPO4, LiCoPO4, mp-31532, mp-31537",3.4096334691817365,449.7219586698183,12.333333333333336,1.0,0.0,0.0,3.0,0.3888888888888888,13.730429394524586,0.321916751756923,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,4133.777702692075,0.0,1.9788888888888885,1.3053233836113058,1.1642961314557037,-0.8508465608444444,0.6309503696443203,118.02039397943784,0.5821480659028347,0.7334606022728236,0.5558853665277778,0.12165938733245228,13.641802132859821,0.3928371006591931,0.15035145716864082,6.986169527268139,0.9477545093138348,449.7219586698182,2.514022176400168,4.0,0.08004946012972178,-0.13787187798287412,8.266875959590294,5.0,0.7795134224364227,0.3333333333333333,0.5181894812798473,12.333333333333336,0.0036689624716926376,463.3489837394724,1.5275252316519468,0.002331141852243528,0.00874553691994026,0.958241013968962,0.026683153376573933
"mp-300031539, Li2Co(PO4)2, Li3Co(PO4)2, mp-585191, mp-31579",2.433763179925516,717.1112701504816,9.76923076923077,1.0,0.0,0.0,4.0,0.13461538461538464,5.5502012330915225,1.386364081107346,3.1307000914629834,89.1286420702016,0.759102994825639,0.038461538461538464,0.06661733875264912,0.0,0.0,0.3166730769230769,2862.4632606229106,0.06661733875264912,1.173846153846154,1.0497911880281423,1.0716147034283925,-0.5960027472499999,0.601411053215335,39.06234639354413,0.535807351853119,0.6750749611918854,0.3830822092307693,0.05157751523956056,13.057451566830276,0.4261253808876989,0.05625401767932822,7.856853364135393,0.8341169542078015,717.1112701504816,4.008773868719227,4.019230769230768,0.07251315404524057,0.007244473098209525,9.213952852046235,4.153846153846153,0.6997294921980242,0.38461538461538464,0.5736547308794755,9.76923076923077,0.002401548533072637,738.8404587473116,2.281907226798665,0.0013996692116800002,0.005484588176154884,0.6875638630582082,0.02788967463278484
"mp-300031539, Li3Co(PO4)2, Li4Co(PO4)2, mp-31579, mp-31539",2.6268859662567268,681.9413673891595,9.285714285714286,1.0,0.0,0.0,4.0,0.125,5.0717743845880285,2.039888418176272,2.753154273394016,118.93973392488505,0.6998101265746892,0.05357142857142857,0.09278843611976127,0.0,0.0,0.3580178571428571,2658.3863144726997,0.09278843611976127,1.1435714285714285,0.9423318341827815,0.9666416250081159,-0.5549192176839283,0.5570142241138578,38.4472072722381,0.4833208126258936,0.608946065599352,0.35579691089285714,0.04789340700816337,18.83896411370729,0.3813242232868325,0.11117474848880496,7.725827744354912,0.8381671690761111,681.9413673891595,3.812168135378288,4.071428571428571,0.0821184968062552,0.005725306507033364,9.080508778426813,3.8571428571428568,0.70563140239703,0.42857142857142855,0.5337553565402319,9.285714285714286,0.002686543668560989,702.6048727624188,2.44532039551767,0.0015327015001471171,0.005767445973123207,0.740103036797234,0.035193641488395086
"mp-300031540, CoPO4, LiCoPO4, mp-31521, mp-31540",3.8564843732871967,132.53755611612888,12.333333333333336,1.0,0.0,0.0,3.0,0.3888888888888888,13.730429394524586,0.321916751756923,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,4133.777702692075,0.0,1.9788888888888885,1.3053233836113058,1.1642961314557037,-0.8508465608444444,0.6309503696443203,118.02039397943784,0.5821480659028347,0.7334606022728236,0.5558853665277778,0.12165938733245228,13.641802132859821,0.3928371006591931,0.15035145716864093,4.53066798759421,0.9406791143843208,132.5375561161289,0.7409074626183935,4.166666666666667,0.09054037475600987,-0.17786297865530734,5.23539257189838,5.0,0.7470845486312208,0.3333333333333333,0.4550456073580294,12.333333333333336,0.012449399531782031,136.55357660400372,1.5275252316519468,0.007909951793660455,0.02967506047726283,1.0838236806436063,0.03018012491866997
"mp-300031541, CoPO4, LiCoPO4, mp-704240, mp-31541",2.9347322719327877,522.4963983159877,12.333333333333336,1.0,0.0,0.0,3.0,0.3888888888888888,13.730429394524586,0.321916751756923,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,4133.777702692075,0.0,1.9788888888888885,1.3053233836113058,1.1642961314557037,-0.8508465608444444,0.6309503696443203,118.02039397943784,0.5821480659028347,0.7334606022728236,0.5558853665277778,0.12165938733245228,13.641802132859821,0.3928371006591931,0.15035145716864115,8.084199402546474,1.0111635044234282,522.4963983159877,2.920843661583393,4.0,0.06889999647084354,5.176839389831045e-06,9.622393677245377,5.0,0.8744819481396499,0.3333333333333333,0.5852971027457547,12.333333333333336,0.0031579413645217128,538.3285616813604,1.5275252316519468,0.0020064553231506337,0.007527439434857432,0.8247751124578191,0.022966665490281167
"mp-300031549, LiCoP2O7, Li2CoP2O7, mp-780586, mp-31549",2.955437275031188,538.9744896317646,10.545454545454543,1.0,0.0,0.0,4.0,0.1590909090909091,6.690123162833723,0.6937488749897809,3.3782677160432137,87.86949337930395,0.8252896815291645,0.022727272727272728,0.039364791081110836,0.0,0.0,0.27197727272727273,2959.8715529050482,0.039364791081110836,1.3140909090909092,1.2960125592443186,1.1492734112613288,-0.6621320346295453,0.6820595018023364,50.96796378902719,0.5746367057710927,0.7239968815488503,0.40042914670454544,0.060955245283117014,8.114463925201001,0.4499770425732575,0.168947189758431,6.0386266789513385,0.9427183553324364,538.9744896317646,3.0129589923872016,4.181818181818182,0.08163651684156972,-0.17814321951096534,7.097069974013998,4.545454545454546,0.6331167854867747,0.3636363636363637,0.5175915212176522,10.545454545454543,0.003003005939181375,555.3059556420968,2.104697618689132,0.001808672573811895,0.007297302690414655,0.8355754071887807,0.029686006124207177
"mp-300031553, CoPO4, LiCoPO4, mp-767450, mp-31553",2.67883429146594,1144.8166443079695,12.333333333333336,1.0,0.0,0.0,3.0,0.3888888888888888,13.730429394524586,0.321916751756923,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,4133.777702692075,0.0,1.9788888888888885,1.3053233836113058,1.1642961314557037,-0.8508465608444444,0.6309503696443203,118.02039397943784,0.5821480659028347,0.7334606022728236,0.5558853665277778,0.12165938733245228,13.641802132859821,0.3928371006591931,0.15035145716864118,8.300785543814513,0.8010575230131457,1144.8166443079695,6.399719596114551,4.0,0.0628921673684464,0.02565149989148104,9.227725344444442,5.0,0.6294367458183188,0.3333333333333333,0.6214576871084367,12.333333333333336,0.0014412901814972179,1179.505733447146,1.5275252316519468,0.0009157498582333016,0.0034355370467488602,0.7528577223654436,0.02096405578948213
"mp-300031555, CoP2O7, LiCoP2O7, mp-540262, mp-31555",2.9441301428662423,262.69254742253054,11.3,1.0,0.0,0.0,3.0,0.2333333333333333,8.017203724214294,0.08382463175516422,2.4334603070247383,111.59855226062149,0.6945347955069435,0.0,0.0,0.0,0.0,0.2795,4340.426808991407,0.0,1.8273333333333333,1.4583025139600572,1.321047834212472,-0.9683492063466668,0.7211957978296591,60.2232874854533,0.6605239172752202,0.8322079872264088,0.5871510108333332,0.07299563239947138,7.788880963698618,0.4642796092394706,0.10332748383307352,6.285638391875538,0.9177915313270956,262.69254742253054,1.468495983048404,4.1,0.07613463037392833,-0.026760710774657758,6.88667616819823,5.0,0.72291232802805,0.3,0.5283624262662611,11.3,0.005536271864363824,270.65239430198056,1.6124515496597098,0.0032939092438471138,0.014972103441246741,0.8350194003746382,0.0228403891121785
"mp-300031557, Co6P7O24, LiCo6P7O24, mp-705347, mp-31557",3.691111112437553,858.7225532697536,12.405405405405405,1.0,0.0,0.0,3.0,0.3783783783783784,13.296570941366756,0.2967376452271599,1.9650885871560697,207.02735053958213,0.4509217074002269,0.0,0.0,0.0,0.0,0.2697387387387388,4022.308162275323,0.0,2.0924324324324317,1.4247625357997569,1.0983529890996429,-0.9036186186162164,0.6852523590379255,113.0682236573958,0.5491764947204759,0.6919190256960461,0.5473251570045045,0.11837129578292654,13.255653926142545,0.3646145287360011,-1.208078465320927,5.026099235898508,0.859312567739989,858.7225532697536,4.800405007308377,4.216216216216216,0.08617451552684924,-0.02916651962022513,5.847036093701862,5.081081081081081,0.6081519399968007,0.35135135135135137,0.4937184790846312,12.405405405405405,0.0018906964545728079,884.7427053563811,1.5833317314461417,0.0012183089909177005,0.00458012891157784,1.0375897924247064,0.03027753248240649
"mp-300031560, LiCo(PO3)4, Li2Co(PO3)4, mp-540064, mp-31560",2.652287565876148,478.02564029482613,10.333333333333334,1.0,0.0,0.0,4.0,0.0972222222222222,3.9917691164460334,0.3605571506877058,3.8587075608238304,43.70194388916079,0.992215197195562,0.013888888888888888,0.024056261216234408,0.0,0.0,0.25131944444444443,3100.7189222764227,0.024056261216234408,1.3333333333333333,1.6372673710925907,1.2999487355634842,-0.7615178571402776,0.8021412333849728,28.76673823103572,0.6499743679133869,0.8189163879445803,0.4241531890972222,0.03725042767301597,4.666397975069035,0.5046083923495819,0.2262784658057777,6.820157508054674,0.8711037622689768,478.02564029482596,2.6722445667177483,4.055555555555555,0.07530976785637841,-0.02826446589213035,8.061922849450214,4.777777777777779,0.7280498492223162,0.3333333333333333,0.5469236220938266,10.333333333333334,0.0029945916413343498,492.51029522139993,2.0153730163574504,0.0017115724934465722,0.00822771764047844,0.7553141601492284,0.025103255952126136
"mp-300031568, Co3(P3O10)2, LiCo3(P3O10)2, mp-31597, mp-31568",2.721012671765568,833.1706471703649,11.413793103448276,1.0,0.0,0.0,3.0,0.2413793103448276,8.29365902504927,0.09967419511133566,2.257668298439458,116.39428369690395,0.6913015489204073,0.0,0.0,0.0,0.0,0.2785862068965517,4276.393283249853,0.0,1.8878160919540228,1.5114918578714471,1.2844791687049115,-0.9813382594390806,0.7388318918241836,62.873841517381926,0.6422395845190639,0.8091711715057845,0.5809948354022989,0.07551272317186697,8.077508003890385,0.4490120686120601,0.17420984901778233,7.826604414534445,0.8357193384167315,833.1706471703646,4.657565509826059,4.137931034482759,0.0696135902014564,-0.21307979849441336,9.304449892069027,5.0344827586206895,0.6991763079538669,0.3103448275862069,0.5740023757090694,11.413793103448276,0.0017509514195998054,858.4165509502742,1.6291050773817541,0.001055884375484094,0.004720593562209974,0.7711873673301857,0.021604217648727848
"mp-300031571, CoP2O7, LiCoP2O7, mp-697814, mp-31571",2.680051876654068,577.1537886337859,11.3,1.0,0.0,0.0,3.0,0.2333333333333333,8.017203724214294,0.08382463175516422,2.4334603070247383,111.59855226062149,0.6945347955069435,0.0,0.0,0.0,0.0,0.2795,4340.426808991407,0.0,1.8273333333333333,1.4583025139600572,1.321047834212472,-0.9683492063466668,0.7211957978296591,60.2232874854533,0.6605239172752202,0.8322079872264088,0.5871510108333332,0.07299563239947138,7.788880963698618,0.4642796092394706,0.10332748383307368,4.8232089200740615,0.8249301655764667,577.1537886337859,3.2263877621417385,4.1,0.0693056179960047,-0.4278531091130859,5.596554222313657,5.0,0.5653120633294563,0.3,0.5706666814140543,11.3,0.0025198437364780395,594.6421255831782,1.6124515496597098,0.001499228502498592,0.00681457883619705,0.7601210552594371,0.02079168539880141
"mp-300031580, LiCoP2O7, Li2CoP2O7, mp-705301, mp-31580",2.77940839658759,573.1094785869942,10.545454545454543,1.0,0.0,0.0,4.0,0.1590909090909091,6.690123162833723,0.6937488749897809,3.3782677160432137,87.86949337930395,0.8252896815291645,0.022727272727272728,0.039364791081110836,0.0,0.0,0.27197727272727273,2959.8715529050482,0.039364791081110836,1.3140909090909092,1.2960125592443186,1.1492734112613288,-0.6621320346295453,0.6820595018023364,50.96796378902719,0.5746367057710927,0.7239968815488503,0.40042914670454544,0.060955245283117014,8.114463925201001,0.4499770425732575,0.168947189758431,7.811463081115672,0.8244988550433192,573.1094785869942,3.203779381674949,4.090909090909091,0.07677416208240409,0.16164106445270515,5.6546247791873165,4.545454545454546,0.5672842309899839,0.3636363636363637,0.5463242655019451,10.545454545454543,0.002824143822262321,590.4752688976591,2.104697618689132,0.0017009461783544096,0.006862667850044517,0.7858076780526781,0.027917877120874214
"mp-300031581, Co(PO3)4, LiCo(PO3)4, mp-585256, mp-31581",2.7525302399985665,452.24202900066126,10.764705882352944,1.0,0.0,0.0,3.0,0.1372549019607843,4.506904438763495,0.17290804004273105,3.195669687287957,50.92283810055466,0.9031294215219798,0.0,0.0,0.0,0.0,0.2845686274509804,4377.0631048200485,0.0,1.8235294117647056,1.8245143450123131,1.3942691038624089,-1.073450046682353,0.8224095570338134,26.711641427923016,0.6971345520862211,0.8783344966862832,0.598719166372549,0.0429386072938067,4.623128589454637,0.5060191333554487,0.19105106679364686,6.978697292459973,0.9924704944638948,452.2420290006614,2.5281097978197486,4.117647058823529,0.07518098234949827,-0.167136211304639,8.256994310550626,5.0588235294117645,0.7853728546785897,0.29411764705882354,0.5345968396666362,10.764705882352944,0.002927407317790886,465.94541472141,1.696730011983054,0.001564196382951254,0.00869680335095302,0.7854997354547038,0.022112053632205367
"mp-300031583, Co(PO3)3, LiCo(PO3)3, mp-540491, mp-31583",3.152614014164102,623.3162848802965,11.076923076923077,1.0,0.0,0.0,3.0,0.17948717948717952,6.018708505236478,0.1283466091137819,2.6891454387757023,76.06218786891195,0.8303374431610876,0.0,0.0,0.0,0.0,0.2817948717948718,4292.959300629172,0.0,1.8923076923076925,1.7453600364408297,1.3279814601551505,-1.051556776553846,0.8082432365534123,40.554505818013936,0.6639907302347406,0.8365758978603338,0.5878483014743591,0.05615048646113184,5.911021141915407,0.4741856925360751,0.2397463107825465,7.925546296999999,0.8146518301232076,623.3162848802966,3.4844439611874245,4.153846153846153,0.08342474159805761,-0.014061083106866823,9.419173522222222,5.0769230769230775,0.7353543174421648,0.3076923076923077,0.4904477194777713,11.076923076923077,0.002204455229324226,642.2033916284547,1.6853001769389728,0.0012624140637794892,0.006309894492825675,0.8969121115032103,0.025669151260940805
"mp-300031585, CoPO4, LiCo2(PO4)2, mp-540093, mp-767242",2.5876158419900768,395.0578797217659,12.333333333333336,1.0,0.0,0.0,3.0,0.3888888888888888,13.730429394524586,0.321916751756923,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,4133.777702692075,0.0,1.9788888888888885,1.3053233836113058,1.1642961314557037,-0.8508465608444444,0.6309503696443203,118.02039397943784,0.5821480659028347,0.7334606022728236,0.5558853665277778,0.12165938733245228,13.641802132859821,0.3928371006591931,0.15035145716864093,5.082536281681407,0.8335068451942713,395.0578797217659,2.2084406852620155,4.0,0.06075059182948809,-0.1199548243689003,5.916711458865935,5.0,0.600846467082438,0.3333333333333333,0.6343476381416082,12.333333333333336,0.004176636067144775,407.0285285352155,1.5275252316519468,0.0026537014790503546,0.009955655095462831,0.7272217528958557,0.020250197276496032
"mp-300031585, LiCo2(PO4)2, LiCoPO4, mp-767242, mp-31585",3.0083916140082168,347.4646134848315,11.615384615384615,1.0,0.0,0.0,4.0,0.2692307692307693,11.640113132088134,0.5553976009961762,3.727798531703736,176.64295834741844,0.7113042131032499,0.019230769230769232,0.03330866937632456,0.0,0.0,0.2558846153846154,2862.260410672973,0.03330866937632456,1.4276923076923076,1.2515609189039942,1.0725321534946228,-0.5906501831480769,0.606782351643371,101.00336003458807,0.5362660768885037,0.6756529185191036,0.3849274100961539,0.10315503047912113,11.126940360006788,0.4191248984173725,0.1199039754734689,9.511681576866296,0.8386323572664783,347.4646134848315,1.9423862388194333,4.0,0.074827763723154,0.33377719304934644,5.684816159239928,4.615384615384615,0.5792160432175697,0.38461538461538464,0.5666865140608529,11.615384615384615,0.0051052817618984685,357.99313873803544,1.9821690348807883,0.0031509949224318595,0.011319310918625213,0.8435915868795217,0.02877990912429
"mp-300031592, Co3(PO4)4, Li3Co3(PO4)4, mp-31554, mp-31592",2.9811342257284985,620.1647386801409,11.695652173913045,1.0,0.0,0.0,3.0,0.3043478260869565,10.645536727470391,0.18332042573568685,2.3601064253356068,159.8867276001229,0.5617921734074816,0.0,0.0,0.0,0.0,0.2757536231884058,4313.347807726758,0.0,1.830144927536232,1.2697115923824147,1.2833504538694178,-0.8906659765333332,0.6544266444626878,86.99719898824353,0.6416752271104025,0.8084601257191313,0.578600635,0.09521169443409312,10.404868554913733,0.44386645887285664,0.03848831381873683,13.584426490087425,0.8320371844753266,620.1647386801409,3.4668262823429443,4.173913043478262,0.07417383983794212,0.2887176929842443,5.633432455555555,4.956521739130435,0.5290949956790112,0.3043478260869565,0.5402708095086368,11.695652173913045,0.0025005453859405025,638.9563504268881,1.5457729421418414,0.001538525092417082,0.006341960043754239,0.8419980482869626,0.02257464690719977
"mp-300031600, Co(PO3)4, LiCo(PO3)4, mp-31550, mp-31600",2.3499297916656934,529.7221495882543,10.764705882352944,1.0,0.0,0.0,3.0,0.1372549019607843,4.506904438763495,0.17290804004273105,3.195669687287957,50.92283810055466,0.9031294215219798,0.0,0.0,0.0,0.0,0.2845686274509804,4377.0631048200485,0.0,1.8235294117647056,1.8245143450123131,1.3942691038624089,-1.073450046682353,0.8224095570338134,26.711641427923016,0.6971345520862211,0.8783344966862832,0.598719166372549,0.0429386072938067,4.623128589454637,0.5060191333554487,0.19105106679364667,4.872009365489472,0.8701803864178448,529.7221495882544,2.9612368391665886,4.117647058823529,0.06418459191564432,-0.3429722928126419,5.6568016857894685,5.0588235294117645,0.5823753615034107,0.29411764705882354,0.6026693056046839,10.764705882352944,0.002499228371209661,545.7732604429282,1.6967300119830535,0.001335408282495302,0.007424760313141247,0.6706081564035746,0.01887782115166009
"mp-300031604, CoP2O7, LiCoP2O7, mp-31589, mp-540352",2.791247596824296,554.161549876778,11.3,1.0,0.0,0.0,3.0,0.2333333333333333,8.017203724214294,0.08382463175516422,2.4334603070247383,111.59855226062149,0.6945347955069435,0.0,0.0,0.0,0.0,0.2795,4340.426808991407,0.0,1.8273333333333333,1.4583025139600572,1.321047834212472,-0.9683492063466668,0.7211957978296591,60.2232874854533,0.6605239172752202,0.8322079872264088,0.5871510108333332,0.07299563239947138,7.788880963698618,0.4642796092394706,0.10332748383307352,8.190293037919956,0.8455438217062932,554.1615498767778,3.097857240102792,4.2,0.07218111759809806,-0.1953945046742643,5.801996322222222,5.0,0.5538242154331933,0.3,0.5528535831046144,11.3,0.002624392398925544,570.9531989995945,1.6124515496597098,0.001561431698819996,0.007097316647337383,0.7916585821604639,0.021654335279429417
"mp-300031604, LiCoP2O7, Li2CoP2O7, mp-540352, mp-31604",3.1868744375916345,499.8330898008046,10.545454545454543,1.0,0.0,0.0,4.0,0.1590909090909091,6.690123162833723,0.6937488749897809,3.3782677160432137,87.86949337930395,0.8252896815291645,0.022727272727272728,0.039364791081110836,0.0,0.0,0.27197727272727273,2959.8715529050482,0.039364791081110836,1.3140909090909092,1.2960125592443186,1.1492734112613288,-0.6621320346295453,0.6820595018023364,50.96796378902719,0.5746367057710927,0.7239968815488503,0.40042914670454544,0.060955245283117014,8.114463925201001,0.4499770425732575,0.16894718975843095,7.7138922413224424,0.8386552138251387,499.8330898008046,2.7941519154958776,4.181818181818182,0.0880293860047062,-0.21378193896051328,5.6222716555555525,4.545454545454546,0.5207246788383301,0.3636363636363637,0.4798146242191162,10.545454545454543,0.0032381681534459205,514.9785322548587,2.104697618689132,0.0019503078072916878,0.00786874673467929,0.901008432270668,0.032010685819893164
