,nsites,nelements,bandgap,Unit Cell Mass,energy,atomStd,transition,other,FirstIonizationEnergy wmean,ICSDVolum wstd,NdValenc wstd,Electronegativity wmean,HHIr wstd,HeatCapacityMass wmean,NsValenc wmean,NsValenc wstd,MendeleevNumber wmean,BCCmagmom wmean,BCCmagmom wstd,Column wmean,GSefflatcn wstd,IsNonm wmean,GSestBCClatcn wstd,CovalentRadius wstd,GSvolume_p wstd,GSestFCClatcn wstd,NpUnfilled wmean,NpUnfilled wstd,BCCenergydiff wmean,NValanc wmean,NpValenc wmean,NUnfilled wstd,BCCvolume_p wstd,Row wstd,GSbandgap wmean,GSbandgap wstd,symmetry ops,ShannonForce,vy,vz,Hall Number,avgCentralDistance,li-ion fittability,maxForce,SpaceGroup,Xcm,Ycm,Zcm,deltaShannon,avgCentralDistance Std,oxidation flexibility Std,deltashannonmin
"mp-300695780, MnP2O7, LiMnP2O7, mp-31943, mp-31960",20.0,3.0,1.6085000000000005,457.762738,-143.66696349,5.3935146240647205,1.0,3.0,4.124458333333333,4.66600023812925,0.23570226039551584,1.0003333333333333,362.6139667592644,0.2814333333333333,0.6666666666666666,0.524933858267454,27.566666666666666,0.027285763333333338,0.038587896565702516,4.966666666666666,1.3196019934153302,0.3,0.659800996856584,13.80249574855536,2.2065221945576488,0.8312971645822462,0.6666666666666666,0.573488351136175,0.5888127413446665,1.9666666666666663,1.1333333333333333,0.40276819911981904,1.6701218185775817,0.4320493798938573,0.10833333333333334,0.1532064692570853,2.0,-2.7491673467146165,6.27500716629272,7.659167314369931,2.0,16.45919345148211,5.5469394828336975,0.020868941474691524,2.0,10.000000669696307,10.000000339617042,10.000000070924713,0.006244007105527749,0.2874117270093387,2.2,0.002659477358243938
"mp-300695805, FeP2O7, LiFeP2O7, mp-540349, mp-540216",20.0,3.0,0.0628,459.57664800000003,-138.86201178,5.653317610041031,1.0,3.0,4.140071,4.6795345447550165,0.28284271247461906,1.0096666666666667,375.2628708281998,0.2804333333333333,0.6666666666666666,0.524933858267454,27.66666666666667,0.07035542666666668,0.09949759857854573,5.0,1.3181807588783154,0.3,0.6590903796035925,14.028859144238664,2.1957957839562066,0.8304018429166349,0.6666666666666666,0.573488351136175,0.5838075916666666,2.0,1.1333333333333333,0.4320493798938573,1.6615536905759818,0.4320493798938573,0.10833333333333334,0.1532064692570853,2.0,-2.8798306699310916,6.4039243990416965,7.8377205929366305,2.0,16.459255145355293,5.7217866904927295,0.046091098523028284,2.0,9.999911527902904,10.000094136248766,9.999963456643453,0.005558627015150734,0.2867413350940884,1.833030277982336,0.002456137034613434
"mp-300695805, LiFeP2O7, Li2FeP2O7, mp-540216, mp-695805",22.0,4.0,2.5637,473.45864800000004,-152.33231879,5.883159886313977,1.0,4.0,2.94531475,3.9397972309592766,0.23618874648666505,0.7106818181818181,297.25847894683363,0.27261363636363634,0.4772727272727272,0.4696358709039051,18.88636363636364,0.047969609090909096,0.08308580016467246,3.4318181818181817,1.14770711472816,0.20454545454545453,0.5738535575020212,12.366978157995213,1.9565293831274042,0.7230101765477133,0.4545454545454545,0.5222329678670935,0.3981495427272727,1.3863636363636365,0.7727272727272727,0.437758188278596,1.4135941787040986,0.41411061723383175,0.07386363636363638,0.12793557101361025,1.0,-2.1054865652376584,6.402362956896567,7.758382856112692,1.0,18.29812186415859,5.654883208441031,0.03621303732405085,1.0,11.009987803521565,11.065926611260137,11.133198618182977,0.00629817651579536,0.28222457433660003,2.2998382983042758,0.0025208522633987946
"mp-300697664, Cr4(PO4)3, LiCr4(PO4)3, mp-31658, mp-697664",38.0,3.0,0.0,985.7969720000001,-289.35349753,6.451180398334553,1.0,3.0,3.8937317543859646,3.8706480362305613,0.4962152850431912,0.9559649122807018,245.52630011971647,0.2652456140350877,0.5964912280701754,0.4733592127449839,26.12280701754386,0.0,0.0,4.578947368421051,1.0222048999469873,0.2631578947368421,0.5111024501164037,10.120267856313557,1.4049694624424551,0.6439487354372253,0.5789473684210525,0.5210260492953508,0.521412945745614,1.9473684210526312,1.0,0.3721614637823934,1.1021159312921678,0.3225399352780743,0.08552631578947367,0.12095247572927785,4.0,-1.7104081039941963,8.264110581532737,6.3935182198646565,90.0,32.04518563516343,7.535207678845255,0.020347069387705443,15.0,18.999996140715133,19.00000038429732,18.99999486942981,0.003370493192826241,0.28398658896906337,1.92950555577088,0.0014173916986663707
"mp-300697692, Cr(PO4)2, LiCr(PO4)2, mp-697815, mp-697692",44.0,3.0,0.3393,967.755296,-302.45926122,4.9743141892016185,1.0,3.0,4.141948181818182,4.974798545602591,0.2142747821777417,1.0169696969696969,263.58411185433494,0.28275757575757576,0.6363636363636364,0.5891582453098054,27.60606060606061,0.0,0.0,4.96969696969697,1.4145359570386526,0.30303030303030304,0.7072679786771945,15.318534000687249,2.2919632320670846,0.8911018141370332,0.6666666666666666,0.5999693900976767,0.6003690001515152,1.93939393939394,1.1515151515151516,0.4285495643554834,1.7842350646257965,0.4772125984249583,0.0984848484848485,0.1392786084155321,4.0,-1.4675190939156315,8.341975793,13.202865595595824,81.0,37.241280284944146,5.306740265257956,0.2982266973533315,14.0,22.0,22.000000000000004,22.0,0.0022370681193511354,0.3096856816166973,1.7814470856604931,0.0010989271406807687
"mp-300697726, CoP2O7, LiCoP2O7, mp-540399, mp-31548",20.0,3.0,0.0,465.75303800000006,-133.90148391,5.916924876994806,1.0,3.0,4.1393580000000005,4.700892492093626,0.32998316455372223,1.0113333333333332,336.28691453710906,0.2795,0.6666666666666666,0.524933858267454,27.766666666666666,0.05613457333333333,0.07938627492602708,5.033333333333333,1.321047834212472,0.3,0.6605239172752202,14.226110579572413,2.21726324660243,0.8322079872264088,0.6666666666666666,0.573488351136175,0.5871510108333332,2.033333333333333,1.1333333333333333,0.4642796092394706,1.6728523213030158,0.4320493798938573,0.10833333333333334,0.1532064692570853,2.0,-2.8978741565867407,6.372067593236084,7.740528685871003,2.0,16.45928725397805,5.7273168093570295,0.04661005666341225,2.0,9.999992887891858,10.00000470413606,10.000000710681011,0.005408108190506348,0.2860919371153703,1.6124515496597098,0.002499382485927315
"mp-300697726, LiCoP2O7, Li2CoP2O7, mp-31548, mp-697726",22.0,4.0,0.9057,479.635038,-147.36799908,6.125411101062915,1.0,4.0,2.9448286136363637,3.95247763988636,0.27555353756777595,0.7118181818181817,269.4116638679535,0.27197727272727273,0.4772727272727272,0.4696358709039051,18.954545454545453,0.03827357272727274,0.06629177255081889,3.4545454545454546,1.1492734112613288,0.20454545454545453,0.5746367057710927,12.471040834835408,1.9685292722636536,0.7239968815488503,0.4545454545454545,0.5222329678670935,0.40042914670454544,1.4090909090909092,0.7727272727272727,0.4499770425732575,1.4204004353330135,0.41411061723383175,0.07386363636363638,0.12793557101361025,1.0,-2.0944575439335296,6.353245746298633,7.770817854013232,1.0,18.294837108009702,5.605532497561127,0.03008001789819115,1.0,11.006579935361199,11.076442112062082,11.120053485989153,0.006178054570840063,0.2818271457348443,2.1046976186891317,0.0025655462638797372
"mp-300697754, V(PO3)4, Li2V(PO3)4, mp-32520, mp-697754",68.0,3.0,0.0,1467.317392,-488.89354960000003,4.285648376491055,1.0,3.0,4.159010784313725,4.769988582832638,0.08318903308077029,1.0131372549019606,439.8105215733045,0.2859019607843137,0.6666666666666666,0.5462113049876125,27.882352941176467,0.0,0.0,5.039215686274511,1.384195825411835,0.3137254901960784,0.6920979128532855,15.394866752835586,2.4486315671141283,0.8719887288880551,0.7058823529411765,0.576350527713689,0.5967524492156863,1.9019607843137256,1.1764705882352942,0.41962616782417056,1.80796879747022,0.4834834512132532,0.12745098039215685,0.1802429050083356,4.0,-2.189665254724208,9.653747186,8.478344619724865,81.0,58.02500690870494,10.109067431759092,0.02538299175186802,14.0,33.999998892833474,34.00000305295163,34.000001338968325,0.0014141434173545176,0.2914587415648273,1.696730011983054,0.0007568181316374039
"mp-300697758, FeP2O7, LiFeP2O7, mp-540323, mp-697758",40.0,3.0,0.0,919.1532960000001,-277.92161410000006,5.653317610041027,1.0,3.0,4.140071,4.6795345447550165,0.28284271247461906,1.0096666666666667,375.2628708281998,0.2804333333333333,0.6666666666666666,0.524933858267454,27.66666666666667,0.07035542666666668,0.09949759857854573,5.0,1.3181807588783154,0.3,0.6590903796035925,14.028859144238664,2.1957957839562066,0.8304018429166349,0.6666666666666666,0.573488351136175,0.5838075916666666,2.0,1.1333333333333333,0.4320493798938573,1.6615536905759818,0.4320493798938573,0.10833333333333334,0.1532064692570853,4.0,-2.197832607610889,7.744090709000001,8.887346110789666,81.0,33.777527818500474,8.14344608788912,0.03687864306595078,14.0,20.0,20.0,20.000000000000004,0.002774703940762616,0.2850489796604649,1.833030277982336,0.0012260317323719726
"mp-300697764, FeP2O7, LiFeP2O7, mp-540177, mp-697764",40.0,3.0,0.01719999999999999,919.1532960000001,-276.97445166,5.653317610041027,1.0,3.0,4.140071,4.6795345447550165,0.28284271247461906,1.0096666666666667,375.2628708281998,0.2804333333333333,0.6666666666666666,0.524933858267454,27.66666666666667,0.07035542666666668,0.09949759857854573,5.0,1.3181807588783154,0.3,0.6590903796035925,14.028859144238664,2.1957957839562066,0.8304018429166349,0.6666666666666666,0.573488351136175,0.5838075916666666,2.0,1.1333333333333333,0.4320493798938573,1.6615536905759818,0.4320493798938573,0.10833333333333334,0.1532064692570853,2.0,0.0,6.074848376890236,12.28495818534708,2.0,33.77726938868701,7.140858692463166,0.042211059738140905,15.0,20.0,20.000000000000007,20.0,0.002946752970472085,0.2944016020265373,1.833030277982336,0.0013020533816905815
"mp-300697767, MoP2O7, LiMoP2O7, mp-504290, mp-697767",40.0,3.0,1.9726,1079.533296,-293.40697429,10.11731189595339,1.0,3.0,4.113072,4.558436452215704,0.23570226039551584,1.0206666666666668,283.1175649011477,0.2738333333333333,0.6333333333333333,0.5557777333511021,27.5,0.0,0.0,4.933333333333334,1.2931398589952765,0.3,0.6465699296664406,13.331999933326664,1.9780486704907208,0.8146270644931339,0.6666666666666666,0.573488351136175,0.5838075916666666,1.9333333333333331,1.1333333333333333,0.3771236166328253,1.4745400036018763,0.402768199119819,0.10833333333333334,0.1532064692570853,4.0,-2.1784451846758093,7.901861311999999,9.010875864088339,81.0,33.77754654566492,8.18239367267033,0.024547727516470844,14.0,20.0,19.999995259477387,19.99999644513049,0.0022234863916871183,0.283717663007458,1.833030277982336,0.0011850419556747045
"mp-300697796, Cr5(PO4)4, Li2Cr5(PO4)4, mp-775246, mp-697796",50.0,3.0,1.4295999999999998,1279.731896,-381.27593877,6.354337101539388,1.0,3.0,3.9155748,3.9637022469179266,0.4714045207910317,0.9613333333333332,234.76513085777168,0.2667866666666667,0.6,0.4833218389437829,26.25333333333333,0.0,0.0,4.613333333333333,1.053239460661238,0.26666666666666666,0.5266197304749812,10.293419688756932,1.4786866045236615,0.6634992835978788,0.5866666666666667,0.5279730632859555,0.5283610785333334,1.9466666666666663,1.0133333333333334,0.3597530016861878,1.1509592984405084,0.3287687468250121,0.08666666666666667,0.12256517540566825,2.0,-1.4917317220852948,7.805139250270313,9.631726523371988,2.0,41.86437745499311,8.970183854188713,0.2505245705152533,2.0,25.00002767196077,24.999971051695212,23.984273321788912,0.0025065302004634725,0.3287209303958479,1.92,0.0010675922262085166
"mp-300697800, Fe4P7O24, LiFe4P7O24, mp-504312, mp-697800",70.0,3.0,2.3282,1648.363868,-495.39602806,5.905652774577723,1.0,3.0,4.112853619047621,4.511509600486676,0.3232488142567075,1.002,369.9187874345559,0.2782,0.6666666666666666,0.5032321833761108,27.514285714285716,0.0804062019047619,0.11371154123262367,4.961904761904762,1.2574192689647905,0.29523809523809524,0.6287096346460993,12.99294069625918,2.0809148434126947,0.792124502830674,0.6571428571428571,0.5613395058396714,0.5728693045476191,2.009523809523809,1.1142857142857143,0.4015841646153908,1.5575339540891524,0.4015841646153908,0.10833333333333334,0.1532064692570853,2.0,-1.3223905120349966,9.615424181366574,10.200957122153326,2.0,59.75723051254016,11.429287655017722,0.037989014310516135,2.0,34.999999623245394,35.00000907883568,35.0000002156223,0.0017136196618816762,0.2814097512098933,1.856923063916791,0.0007345714322954689
"mp-300697807, Mn4P7O24, LiMn4P7O24, mp-540414, mp-697807",70.0,3.0,0.3937,1641.1082279999994,-510.70904654,5.626177881210335,1.0,3.0,4.095010571428571,4.496160988797912,0.2693740118805895,0.9913333333333334,355.96376793380625,0.2793428571428572,0.6666666666666666,0.5032321833761108,27.4,0.031183729523809524,0.04410045321794572,4.923809523809523,1.2590225316735069,0.29523809523809524,0.6295112659829526,12.746465429772325,2.0932048714415705,0.7931344950602435,0.6571428571428571,0.5613395058396714,0.5785894756081905,1.9714285714285715,1.1142857142857143,0.3705728849208327,1.5672446697549445,0.4015841646153908,0.10833333333333334,0.1532064692570853,2.0,-1.3914210957339739,9.875786009982368,9.969211088469144,2.0,59.757119745434416,11.302791260596495,0.03794329420690565,2.0,35.0,34.999999999999986,34.999999999999986,0.0017931998784064703,0.30504794510300537,2.2598537066611644,0.0007380681105330858
"mp-300697808, Fe2P3O13, LiFe2P3O13, mp-697819, mp-697808",36.0,3.0,0.018500000000000072,825.2069720000003,-237.75982836,5.842849380986034,1.0,3.0,4.1536948148148145,4.914627344382926,0.31426968052735443,1.0175925925925926,291.2651557370055,0.28035185185185185,0.6666666666666666,0.5518394231759756,27.592592592592588,0.07817269629629629,0.11055288730949524,4.981481481481481,1.3857512845125586,0.2962962962962963,0.6928756424299959,14.866276360928655,2.198606325159876,0.8729686067205774,0.6481481481481481,0.5989245047702307,0.5928507844907407,2.0185185185185186,1.1296296296296295,0.458870803457921,1.7254654249751389,0.458870803457921,0.09027777777777778,0.12767205771423773,2.0,0.0,7.271988544887428,10.292370840024423,2.0,30.313910589045662,7.078867506252871,0.2468645616259049,2.0,18.0,18.0,17.999997563738468,0.0030429908177894683,0.2711245275318776,1.7916128329552332,0.0012950819974971392
"mp-300697811, FeP2O7, LiFeP2O7, mp-697733, mp-31871",40.0,3.0,0.0,919.153296,-276.24919855,5.653317610041027,1.0,3.0,4.140071,4.6795345447550165,0.28284271247461906,1.0096666666666667,375.2628708281998,0.2804333333333333,0.6666666666666666,0.524933858267454,27.66666666666667,0.07035542666666668,0.09949759857854573,5.0,1.3181807588783154,0.3,0.6590903796035925,14.028859144238664,2.1957957839562066,0.8304018429166349,0.6666666666666666,0.573488351136175,0.5838075916666666,2.0,1.1333333333333333,0.4320493798938573,1.6615536905759818,0.4320493798938573,0.10833333333333334,0.1532064692570853,1.0,0.0,9.872379242268043,8.997101184629784,1.0,33.720129110637366,7.167794427557367,0.269871014643279,1.0,19.99091412174034,20.08886461131737,19.817878414009193,0.002654744941873296,0.2938197466923549,1.833030277982336,0.0011730266037666276
"mp-300697811, LiFeP2O7, Li2FeP2O7, mp-31871, mp-697811",44.0,4.0,2.2833,946.9172960000001,-304.56534079,5.883159886313977,1.0,4.0,2.94531475,3.9397972309592766,0.23618874648666505,0.7106818181818181,297.25847894683363,0.27261363636363634,0.4772727272727272,0.4696358709039051,18.88636363636364,0.047969609090909096,0.08308580016467246,3.4318181818181817,1.14770711472816,0.20454545454545453,0.5738535575020212,12.366978157995213,1.9565293831274042,0.7230101765477133,0.4545454545454545,0.5222329678670935,0.3981495427272727,1.3863636363636365,0.7727272727272727,0.437758188278596,1.4135941787040986,0.41411061723383175,0.07386363636363638,0.12793557101361025,1.0,-1.6367790407817924,9.806267980484126,8.696251285663418,1.0,37.113205773604435,7.152966502062927,0.06180132119636116,1.0,22.133270424715608,21.95783072640821,21.673989417237557,0.003045629857287367,0.29406447448225553,2.299838298304276,0.0012190167900126329
"mp-300699330, Cr3O8, LiCr3O8, mp-782705, mp-699330",22.0,2.0,0.3294,567.967,-150.10270137,7.1257883426419735,1.0,2.0,5.8747240909090905,4.675000000000002,0.6818181818181818,1.4772727272727273,377.2727272727272,0.3950454545454546,0.8636363636363636,0.5909090909090909,38.31818181818182,0.0,0.0,6.636363636363638,1.1448099505165046,0.3636363636363637,0.5724049754090911,5.045454545454547,1.7850000000000004,0.7211850774545456,0.7272727272727273,0.7272727272727273,0.8354113290909092,3.0,1.4545454545454546,0.09090909090909084,1.1422727272727276,0.18181818181818188,0.0,0.0,2.0,0.0,7.70935733411793,6.239176256853358,18.0,18.150276736349703,6.102354755587982,0.1878377724204216,58.0,10.767502148492111,12.00697660753394,9.993142616068207,0.006056848415019478,0.3177601908492039,1.7814470856604934,0.00442301908769955
"mp-300699599, Ca9Co(PO4)7, LiCa9Co(PO4)7, mp-851050, mp-699599",90.0,4.0,1.3512999999999995,2168.8694579999997,-646.89344954,5.398856760554741,1.0,4.0,2.8756204444444444,4.2763674933606435,0.06735753140545635,0.6807222222222222,266.2792324414911,0.20739444444444446,0.5,0.4492792582034606,17.433333333333334,0.009355762222222222,0.01620465551242239,3.2222222222222223,1.1432295446571652,0.19444444444444445,0.5716147724424862,15.167683116122618,2.722339885968442,0.7201894841576943,0.4277777777777778,0.5085382100797453,0.3868298551527778,1.2777777777777777,0.7388888888888889,0.4951617767812709,2.6639519028579968,0.425535247557215,0.06319444444444444,0.10945598853386657,6.0,-0.6678393813875984,12.726432169429975,12.72643233538718,452.0,76.51948665725766,15.353619962259232,0.1207586097836088,161.0,44.67969037029472,44.67969037029472,44.67969037029472,0.0017328743498189665,0.27404606706462004,2.4000000000000004,0.0005703425600567843
"mp-300699738, Co3(SeO3)4, Li2Co3(SeO3)4, mp-775276, mp-699738",38.0,3.0,0.0036000000000000476,1369.2647699999998,-207.99794538,11.29214175318222,1.0,3.0,3.966126140350877,3.7595317416654055,0.8598281231468664,1.0021052631578946,422.9562232181988,0.23794736842105266,0.6666666666666666,0.4239665253892832,27.614035087719298,0.08863353684210525,0.12534674988320066,4.964912280701754,1.033835846030101,0.2807017543859649,0.5169179231751473,9.269136826421603,1.8828644486143853,0.6512757723953077,0.5614035087719298,0.525144896389325,0.5288700783333332,2.859649122807017,1.1228070175438596,0.3851666385982481,1.3242415786762562,0.2625724481946625,0.056070175438596485,0.07929520254990198,4.0,-1.2117634835751523,8.563057742,7.192277635990274,81.0,30.19439974230864,8.521330414802806,0.2155188068141147,14.0,17.364478909363893,18.182239454681948,18.182239454681948,0.013294911484372807,0.3218088501198394,1.6307298299820705,0.002616699504051363
"mp-300704186, Fe4(PO4)3, LiFe4(PO4)3, mp-704185, mp-704186",76.0,3.0,1.8847,2033.1763440000002,-535.49174029,7.210334227176298,1.0,3.0,3.973443333333333,3.883074248606486,0.5954583420518295,0.9678947368421053,235.8589079053168,0.2652456140350877,0.6666666666666666,0.4239665253892832,26.543859649122805,0.14811668771929826,0.209468628586412,4.719298245614035,1.0259453513022947,0.2631578947368421,0.5129726758153255,10.14493309933721,1.4405120172023016,0.6463050721366572,0.5789473684210525,0.5210260492953508,0.5213491590789473,2.0877192982456143,1.0,0.3225399352780743,1.1229749874360044,0.3225399352780743,0.08552631578947367,0.12095247572927785,8.0,-1.172249675614444,13.64906432,9.420922946000001,292.0,64.95330212966357,6.864984455555558,0.3036928610533046,62.0,37.99999582503502,38.0,37.99999999999999,0.0020536524277562675,0.26055049463713353,1.92950555577088,0.000722378387522914
"mp-300704197, LiMo(PO4)2, Li2Mo(PO4)2, mp-540065, mp-704197",48.0,4.0,1.3646999999999998,1171.294896,-335.4215898,9.682099749308284,1.0,4.0,2.9667068541666666,4.163223202106218,0.18042195912175804,0.73,209.776253157713,0.2648958333333333,0.4583333333333333,0.5153882032022076,19.02083333333333,0.0,0.0,3.4375,1.2241339687662371,0.2083333333333333,0.6120669845294159,13.342184562090607,1.9632208021047008,0.7711560776485836,0.4583333333333333,0.5448623679425842,0.4128254203125,1.3541666666666663,0.7916666666666666,0.4540519732854867,1.4491687032763148,0.4384909412468581,0.06770833333333333,0.11727427342914272,4.0,-1.6541336264478104,15.810805388,6.7570492693082445,81.0,40.70515280124682,5.566511108699776,0.024871059250956725,14.0,24.0,24.00000000000001,24.0,0.002329213139524133,0.30118496386372995,2.211083193570267,0.0010925209653231162
"mp-300704203, LiVP4O13, Li2VP4O13, mp-32468, mp-704203",38.0,4.0,0.9416,779.5394960000001,-268.53969013,4.412899750790439,1.0,4.0,3.0410436710526314,4.4771166920970185,0.06837042661456094,0.7380263157894738,362.7834644871003,0.2510657894736842,0.4868421052631578,0.528121901062881,19.86842105263158,0.0,0.0,3.6052631578947367,1.3375520284664244,0.2236842105263158,0.6687760143662514,15.463045707378495,2.414011767527978,0.8426049780747804,0.5,0.5637969812007513,0.4307337807236842,1.368421052631579,0.8421052631578947,0.4859522450689313,1.7651379837849943,0.4965253227398213,0.08552631578947367,0.14813592433154868,1.0,-1.8109395885292825,7.387342115526465,13.200409588692652,1.0,31.88245471621435,5.634756207419515,0.02216931608272569,1.0,18.947985709121358,18.97312496460197,18.790572233966927,0.002427322770641004,0.27225666212576344,1.9692933614599688,0.001195237270294705
"mp-300704204, LiMoP4O13, Li2MoP4O13, mp-32088, mp-704204",38.0,4.0,0.9625,869.536496,-267.43195433,7.967037354658651,1.0,4.0,3.0455994605263155,4.458625126582249,0.11395071102426825,0.745,346.03011733845244,0.24793421052631576,0.4736842105263158,0.5380275868489703,19.92105263157895,0.0,0.0,3.6184210526315774,1.3333464041192529,0.2236842105263158,0.6666732021964452,15.452366267620572,2.3787360496819656,0.8399556007570756,0.5,0.5637969812007513,0.4307337807236842,1.381578947368421,0.8421052631578947,0.4928505473770538,1.7318640132892409,0.4871975942519374,0.08552631578947367,0.14813592433154868,1.0,-1.9007204600778047,7.514742281593329,13.300295164093304,1.0,32.517021947503,5.802551336387192,0.08127695743680616,1.0,20.003341295794986,18.981872384964298,18.805187245393185,0.0022445025010360414,0.28650443033371004,2.084104197181403,0.0011393176253466414
"mp-300704251, FePO4, LiFePO4, mp-504149, mp-704251",72.0,3.0,2.8074000000000003,1809.796344,-511.61074314,6.693695209341066,1.0,3.0,4.047849444444443,4.2752020383995655,0.4714045207910317,0.9877777777777776,270.2308112670069,0.2716666666666667,0.6666666666666666,0.4714045207910317,27.0,0.11725904444444445,0.16582933096424285,4.833333333333333,1.1604266349044752,0.2777777777777777,0.5802133176209681,11.479719100103624,1.7497647487120709,0.7310229721573468,0.6111111111111109,0.5499719409228703,0.5503130012499999,2.055555555555556,1.0555555555555556,0.3600411499115478,1.346209355794867,0.3600411499115478,0.09027777777777778,0.12767205771423773,4.0,-1.905055508079434,8.12155331,14.68563784879418,81.0,61.48910750998769,9.668584333333332,0.024106839363369475,14.0,35.999997384559265,35.999926842214954,36.0000015973625,0.0013734837267999115,0.2899267221105216,1.8856180831641267,0.0005241223564638549
"mp-300704600, Ti4Mn(PO4)6, LiTi4Mn(PO4)6, mp-19383, mp-704600",35.0,4.0,2.4649,816.234217,-278.50745752,5.31612871268143,2.0,4.0,3.0321417142857143,4.463741057060747,0.09767710236555244,0.7386428571428572,312.788642207286,0.20872142857142856,0.5,0.5132926920920481,20.07142857142857,0.005846949285714286,0.0101272132321357,3.55,1.3123018447088872,0.2142857142857143,0.65615092248274,14.932738652821506,2.221226410846441,0.8266983590608568,0.4714285714285714,0.5604298641695151,0.428855676181,1.407142857142857,0.8142857142857143,0.4573102372145462,1.6978970831890965,0.4631304307842094,0.06964285714285715,0.12062496695568968,6.0,-1.4149231567385625,8.085984925255241,8.085984926438135,436.0,29.44813401225705,9.624672743084627,0.004498369949059325,148.0,17.5,17.5,17.5,0.003385860443262198,0.23678137841030136,1.7152378308347012,0.0014647405780747805
"mp-300704942, LiCr(PO3)5, Li2Cr(PO3)5, mp-705030, mp-704942",44.0,4.0,0.0912,907.59382,-310.14082452,4.42008937496117,1.0,4.0,3.055254875,4.523095832116347,0.09841197770277713,0.7407954545454545,403.0664357806198,0.2459772727272727,0.4772727272727272,0.538305421923955,20.113636363636363,0.0,0.0,3.6590909090909087,1.3567360869626337,0.2272727272727273,0.6783680436069616,16.057972196836687,2.5488407474062176,0.8546901776356312,0.5113636363636364,0.5653337710833067,0.43236624690340897,1.3863636363636365,0.8522727272727272,0.5010319928420137,1.851711470320952,0.5055221913530732,0.09232954545454546,0.15991946376701285,2.0,-1.7487704296867468,9.019407314,5.026421176312331,21.0,36.892831667893475,5.847433551002878,0.25174974433563524,7.0,23.838802434151386,22.0,19.307566989244968,0.002126904640737696,0.32366355151915843,2.065057580291009,0.0010627322051990436
"mp-300705001, CrP2O7, LiCrP2O7, mp-704959, mp-705001",40.0,3.0,0.6234,903.757696,-288.82318202,5.138093031466052,1.0,3.0,4.102208,4.672117364393436,0.23570226039551584,1.004,302.6916289265731,0.2804333333333333,0.6333333333333333,0.5557777333511021,27.46666666666667,0.0,0.0,4.933333333333334,1.3155455214735097,0.3,0.6577727608862984,13.80249574855536,2.17546117058754,0.8287417473776448,0.6666666666666666,0.573488351136175,0.5838378903333333,1.9333333333333331,1.1333333333333333,0.3771236166328253,1.6444797218438283,0.4320493798938573,0.10833333333333334,0.1532064692570853,4.0,-1.6137812953112196,7.676643080000002,12.152249106295773,81.0,33.777869265853376,5.685187984999117,0.2309157583153149,14.0,20.000000000000007,20.0,20.000000000000004,0.00249106103712935,0.22877688118911346,1.833030277982336,0.0012197287487135144
"mp-300705007, Mo(PO3)4, LiMo(PO3)4, mp-705035, mp-705007",68.0,3.0,1.8496,1647.311392,-487.87305812,8.138081696715886,1.0,3.0,4.165799803921569,4.7347383021341605,0.13864838846795052,1.0235294117647058,409.3580462091289,0.2812352941176471,0.6470588235294118,0.566256042282104,27.96078431372549,0.0,0.0,5.0588235294117645,1.3757504664278954,0.3137254901960784,0.6878752333689685,15.372048811389663,2.375655018082195,0.8666684861167675,0.7058823529411765,0.576350527713689,0.5967524492156863,1.9215686274509804,1.1764705882352942,0.4401949866792873,1.740663875262424,0.4615138155270518,0.12745098039215685,0.1802429050083356,4.0,-1.997234627557381,12.106948907,8.729547337921678,81.0,58.025071036290356,8.505822076514411,0.2108638238178237,14.0,34.00000000000001,33.99999999999999,34.0,0.0012840187963746165,0.2723160583398139,1.8225803982152549,0.0007131067605919513
"mp-300705089, Fe3P3O11, LiFe3P3O11, mp-540050, mp-705089",68.0,3.0,1.5595,1745.7987440000006,-484.45156096,6.80880764831079,1.0,3.0,4.018937647058824,4.048853977526741,0.4991341984846218,0.9784313725490196,291.4519723911441,0.2696470588235294,0.6666666666666666,0.4436748430974416,26.88235294117648,0.12415663529411765,0.17558399749155126,4.803921568627453,1.0834762021906166,0.27450980392156865,0.5417381012610436,10.348595344564227,1.6327099113745909,0.6825472371656071,0.607843137254902,0.5312242032997674,0.5376443484803922,2.058823529411765,1.03921568627451,0.3269280784418249,1.2257239306513814,0.3269280784418249,0.09558823529411764,0.13518217875625174,4.0,-1.4876536216850766,9.053494283,9.446185676422887,81.0,58.02526104476257,10.814443756223042,0.02060192157290431,14.0,34.0,34.0,34.0,0.0020623749255862,0.2574844077836399,1.9115384481496376,0.0007756672311195045
"mp-300705113, Mo4P7O24, LiMo4P7O24, mp-32099, mp-705113",70.0,3.0,0.8672000000000002,1969.123868,-514.37365823,10.675931350663591,1.0,3.0,4.081997619047621,4.37458965902029,0.2693740118805895,1.0145714285714291,278.7370285156955,0.2706571428571429,0.6285714285714286,0.5380741673076394,27.323809523809533,0.0,0.0,4.885714285714285,1.229241905314822,0.29523809523809524,0.6146209528260069,12.240737161564393,1.831790991855132,0.7743738760475686,0.6571428571428571,0.5613395058396714,0.5728693045476191,1.9333333333333331,1.1142857142857143,0.3452298849598449,1.347727581024096,0.3705728849208327,0.10833333333333334,0.1532064692570853,2.0,-1.3688496088244688,9.816399761253374,10.49786123758856,2.0,59.75712490702846,11.734304103709116,0.02952335233916535,2.0,35.00000878798956,35.000007965784285,35.00000571995368,0.0012844051854212634,0.30738743260633,1.856923063916791,0.0006793335429687334
