,density,nelements,energysStab,atomMean,transition,other,NdValenc wmean,BulkModulus wstd,Number wstd,AtomicWeigh wstd,BoilingT wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,BCCenergy_p wstd,HeatFusion wmean,HeatFusion wstd,BCCvolume_padiff wmean,IsNonm wmean,MeltingT wstd,BCCenergydiff wmean,phi wmean,SpaceGroupNumber wstd,numberDensity,oxidation flexibility,ShannonRadii,avgIonicRadVol,deltaShannon,oxidation flexibility Std,deltaShannonstd,deltashannonmax,chargedensityvoldens,HeatFusion wmean,numberDensity,NfValenc wmean,atomMean,AtomicWeigh wstd,AtomicWeigh wmean,metalloid,GSmagmom wmean,AtomicVolum wmean,deltashannonmax
"mp-300684106, SbP2O7, LiSbP2O7, mp-25950, mp-684106",3.3386379067233927,3.0,0.03854365237499824,13.7,0.0,3.0,0.3333333333333333,1.715290710702481,1.1264496832477202,2.6199452533429337,50.60796138509786,0.0,0.0,0.0,0.0,0.5470019087145029,1.9469999999999998,1.4510908540359102,-1.1238492063466667,0.3,21.240582352343047,0.5913891653333333,0.5166666666666667,6.6137903067924855,0.06799297660525408,5.2,0.5801752851929672,0.5754314324658537,0.002097524952792243,1.833030277982336,0.0005192438422953082,0.0029395794193271124,0.904108391,1.9469999999999998,0.067992977,0.0,13.7,2.619945253,9.856777467,1,0.0,4341.066661,0.0029395790000000003
"mp-300684109, BiP2O7, LiBiP2O7, mp-25940, mp-684109",4.242968778162978,3.0,0.0515700254375,16.9,0.0,3.0,0.3333333333333333,1.3021349989749742,2.1638443156156644,6.103688246786487,49.608706449126,0.0,0.0,0.4666666666666667,0.6599663291074445,0.5467930444816732,1.6575333333333333,1.5015727429006636,-1.0761825396800002,0.3,10.381269457805038,0.5864179469999999,0.5083333333333334,3.5975300168618767,0.06672806062977557,5.2,0.5789356895790572,0.5683222010740936,0.002800297730838633,1.833030277982336,0.002537326796571153,0.010302836079211472,1.09453861,1.6575333330000002,0.06672806099999999,0.46666666700000003,16.9,6.103688247000001,12.76412413,0,0.0,4341.243062,0.010302836
"mp-300684427, Sb(PO3)4, LiSb(PO3)4, mp-26150, mp-684427",3.280023798486668,3.0,0.053013829926471516,12.176470588235292,0.0,3.0,0.19607843137254904,1.193343063113956,1.1436601232484462,1.9186160242183607,27.83403109858921,0.0,0.0,0.0,0.0,0.6179904956020561,1.8939215686274509,1.7933760172947335,-1.1649206349176469,0.3137254901960784,14.780086367070727,0.6012121984313726,0.5215686274509804,4.110357693569844,0.07672767872043687,5.176470588235294,0.5227872356499601,0.5227872356499601,0.0013475481509378651,1.8225803982152549,0.0003437650008981307,0.001951301067018721,0.9067955120000001,1.893921569,0.07672767900000001,0.0,12.17647059,1.918616024,8.581330353,1,0.0,4377.439488,0.0019513010000000001
"mp-300684489, BiP2O7, LiBiP2O7, mp-26594, mp-684489",3.9460171469316734,3.0,0.0414697969374993,16.9,0.0,3.0,0.3333333333333333,1.3021349989749742,2.1638443156156644,6.103688246786487,49.608706449126,0.0,0.0,0.4666666666666667,0.6599663291074445,0.5467930444816732,1.6575333333333333,1.5015727429006636,-1.0761825396800002,0.3,10.381269457805038,0.5864179469999999,0.5083333333333334,3.5975300168618767,0.062057979964819036,5.2,0.6084046157885302,0.5985339309404836,0.002604313969801891,1.833030277982336,0.002359747518805428,0.009581773978595404,1.017935401,1.6575333330000002,0.06205798,0.46666666700000003,16.9,6.103688247000001,12.76412413,0,0.0,4341.243062,0.009581774
"mp-300684493, Sn2P3O10, LiSn2P3O10, mp-684502, mp-684493",3.3751855768932715,3.0,0.12802016337500088,15.0,0.0,3.0,0.4444444444444444,3.2534122637662586,1.515353521887317,3.936120342621,141.96791760686506,0.0,0.0,0.0,0.0,0.4623850237541385,1.602666666666667,1.524685565641019,-1.3131269841244444,0.2888888888888889,13.700884051858447,0.5612236617222222,0.5544444444444445,7.549540089009103,0.06217942601141537,5.333333333333333,0.6241358348588831,0.6241358348588831,0.001350946335441864,1.885618083164127,0.00043423767585376984,0.002228258613669301,0.9052610740000001,1.6026666669999998,0.062179425999999996,0.0,15.0,3.9361203430000002,10.89633969,0,0.0,4134.678836,0.002228259
"mp-300684497, Bi(PO3)4, LiBi(PO3)4, mp-26574, mp-684497",3.6180464836437904,3.0,0.03049365996323505,14.058823529411766,0.0,3.0,0.19607843137254904,1.0857151529338924,0.8755730808535729,2.1626837232129645,27.70608689543302,0.0,0.0,0.2745098039215686,0.3882154877102614,0.6178528156994537,1.7236470588235295,1.8768906112989128,-1.1368814192313723,0.3137254901960784,18.727326057218207,0.5982879523529412,0.5166666666666667,3.717018230924797,0.07057058269947397,5.176470588235294,0.5517452430405511,0.5517452430405511,0.0015108695801721195,1.8225803982152549,0.0012571686802601307,0.006409484024147504,0.9629606959999999,1.7236470590000001,0.07057058299999999,0.27450980399999997,14.05882353,2.1626837230000002,10.29153427,0,0.0,4377.543254,0.006409484
"mp-300684503, Sn(PO3)3, LiSn(PO3)3, mp-684482, mp-684503",3.3568050323200502,3.0,0.12765025644230746,12.846153846153848,0.0,3.0,0.25641025641025644,1.8271817180840888,0.9021852351671374,1.6039178220631751,65.15716709162281,0.0,0.0,0.0,0.0,0.5741156572285699,1.6602564102564104,1.8584560550663431,-1.2630952380923075,0.3076923076923077,16.422169890283243,0.5869718675000001,0.5333333333333333,4.420233199556505,0.07389704034201862,5.230769230769232,0.5458275153453979,0.5458275153453979,0.0017577923741685358,1.8461538461538465,0.0005373609166547263,0.003055581253303593,0.92137419,1.66025641,0.07389704,0.0,12.84615385,1.6039178219999999,9.118612462,0,0.0,4293.368812,0.003055581
"mp-300684504, Bi2(PO4)3, LiBi2(PO4)3, mp-26286, mp-585241",4.600620745458758,3.0,0.07562513665441273,18.058823529411768,0.0,3.0,0.3921568627450979,1.489938058157872,2.9176839550692577,8.001523008901454,65.36321663158513,0.0,0.0,0.5490196078431372,0.7764309754205228,0.5371450848947219,1.5778823529411763,1.2866746818929102,-1.0315826330509803,0.29411764705882354,10.582560934133307,0.5857553605392156,0.4892156862745098,3.60315125437966,0.06700979192102081,5.176470588235294,0.5713428910778929,0.5588037151774251,0.001753678833090073,1.8225803982152549,0.0016002603552476545,0.006086079699926196,1.174528615,1.5778823530000001,0.067009792,0.5490196079999999,18.05882353,8.001523009,13.78186051,0,0.0,4377.6857899999995,0.00608608
"mp-300684506, Bi(PO3)4, LiBi(PO3)4, mp-684495, mp-684506",3.0823670168409207,3.0,0.05349921319853124,14.058823529411766,0.0,3.0,0.19607843137254904,1.0857151529338924,0.8755730808535729,2.1626837232129645,27.70608689543302,0.0,0.0,0.2745098039215686,0.3882154877102614,0.6178528156994537,1.7236470588235295,1.8768906112989128,-1.1368814192313723,0.3137254901960784,18.727326057218207,0.5982879523529412,0.5166666666666667,3.717018230924797,0.060122067932369676,5.176470588235294,0.6237379466941497,0.6181127898051952,0.0012871737778174257,1.8225803982152549,0.001071035237429186,0.0054605108696956645,0.8203869970000001,1.7236470590000001,0.060122068,0.27450980399999997,14.05882353,2.1626837230000002,10.29153427,0,0.0,4377.543254,0.0054605109999999995
"mp-300684509, Sn(PO3)3, LiSn(PO3)3, mp-26762, mp-684509",3.277982311123369,3.0,0.060700428365382926,12.846153846153848,0.0,3.0,0.25641025641025644,1.8271817180840888,0.9021852351671374,1.6039178220631751,65.15716709162281,0.0,0.0,0.0,0.0,0.5741156572285699,1.6602564102564104,1.8584560550663431,-1.2630952380923075,0.3076923076923077,16.422169890283243,0.5869718675000001,0.5333333333333333,4.420233199556505,0.07216182910631774,5.230769230769232,0.5564921535321421,0.5564921535321421,0.0017165168228938225,1.8461538461538456,0.0005247428916852528,0.002983831709644069,0.899738968,1.66025641,0.07216182900000001,0.0,12.84615385,1.6039178219999999,9.118612462,0,0.0,4293.368812,0.002983832
"mp-300684539, Sb2(PO4)3, LiSb2(PO4)3, mp-554631, mp-684508",3.8255174487285717,3.0,0.02411705492647176,14.294117647058822,0.0,3.0,0.3921568627450979,2.0326061815495287,1.5043190414758143,3.6761537057970153,66.61010916969447,0.0,0.0,0.0,0.0,0.5373642014111779,1.91843137254902,1.3048759002126549,-1.0876610644235296,0.29411764705882354,28.691672037207198,0.5916038526960784,0.4990196078431373,7.859394914847318,0.07411382465756695,5.176470588235294,0.5377242119030986,0.5316407969115803,0.0013694221531207447,1.8225803982152549,0.0003265296552662386,0.0018848267997534094,1.028235175,1.9184313730000002,0.074113825,0.0,14.29411765,3.676153706,10.36145267,1,0.0,4377.478259,0.0018848270000000002
"mp-300690551, Mo3O8, LiMo3O8, mp-715479, mp-25584",4.300488906084297,2.0,0.2875624192207802,17.272727272727273,1.0,2.0,0.6818181818181818,31.36363636363636,2.818181818181817,7.267490909090908,637.0545454545454,0.0,0.0,0.0,0.0,0.5845595649999998,5.1909090909090905,5.03090909090909,-0.6454545454545454,0.3636363636363637,374.9818181818181,0.83528738,0.6340909090909089,26.863636363636363,0.06851112462921304,5.090909090909091,0.5460658893216296,0.5460658893216296,0.004697304696143982,1.7814470856604934,0.0009390453716362207,0.006230759366697943,1.148571117,5.190909091,0.068511125,0.0,17.27272727,7.267490909,18.90341818,0,0.0,6762.9127260000005,0.006230759000000001
"mp-300691164, MnO2, LiMn3O6, mp-25545, mp-763655",4.117354324094925,2.0,0.03193812083333292,13.666666666666664,1.0,2.0,0.8333333333333333,20.0,1.4999999999999996,3.823207500000001,358.9666666666667,0.0,0.0,0.0,0.0,0.65848459,2.225,2.078333333333333,-0.5879310344833332,0.3333333333333333,234.9,0.7907058467233333,0.7416666666666667,32.166666666666664,0.08556311014451727,6.0,0.4962303766255837,0.4413129746806357,0.01858047842485801,2.8284271247461903,0.01292873397902055,0.03686446936230274,1.134971727,2.225,0.08556311,0.0,13.66666667,3.8232074999999996,14.48947417,0,5.17e-05,6199.4345060000005,0.036864469
"mp-300694615, FePO4, LiFePO4, mp-705201, mp-694615",2.6132658312890134,3.0,0.011255225104166657,12.166666666666664,1.0,3.0,0.3333333333333333,12.945994184770004,1.1732617823301597,2.341004086215053,210.73888837628914,0.0,0.0,0.0,0.0,0.3599343763674861,1.8461111111111108,1.2440393685962208,-0.8616798941777777,0.2777777777777777,121.39353588867719,0.5503130012499999,0.5822222222222222,16.330498620225445,0.06260907976810959,5.333333333333333,0.6403942487719047,0.6159064731141631,0.001148707435731672,1.885618083164127,0.0008426411466703861,0.00300068729927781,0.7393410309999999,1.846111111,0.06260908,0.0,12.16666667,2.341004086,8.378686777999999,0,0.117259044,4133.8211200000005,0.003000687
"mp-300694722, NiP2O7, LiNiP2O7, mp-690014, mp-540286",2.863981774342757,3.0,0.14528781337499908,11.4,1.0,3.0,0.26666666666666666,8.017203724214294,1.2754084313139324,2.4396186175847583,110.9487408170498,0.0,0.0,0.0,0.0,0.4896999037656894,1.87,1.4534767513333906,-0.9745158730133334,0.3,58.366047207830235,0.5873804426666666,0.5433333333333333,9.136130958392007,0.07413835013173296,4.9,0.5474134434834032,0.5422304882896745,0.0044357063891323715,1.57797338380595,0.0009727227742875095,0.00502550665903909,0.820320655,1.87,0.07413835,0.0,11.4,2.439618618,7.754557467000001,0,0.01984649,4340.4249899999995,0.005025507
"mp-300695780, MnP2O7, LiMnP2O7, mp-31943, mp-31960",3.0076914635034515,3.0,0.006510658499998989,11.1,1.0,3.0,0.16666666666666666,5.216214037871613,1.3589211407093005,2.5406801652889985,71.75282867052854,0.0,0.0,0.0,0.0,0.3823743928095525,1.717666666666667,1.481949691753701,-0.97410207991,0.3,48.6974505378761,0.5888127413446665,0.5183333333333334,8.78496189835537,0.07913594290977778,5.4,0.5176451689824988,0.5024075027345271,0.006244007105527749,2.2,0.0048456318945234575,0.02045721249211541,0.852575089,1.7176666669999998,0.079135943,0.0,11.1,2.540680165,7.629378967,0,1.0300000000000001e-05,4340.46737,0.020457212
"mp-300695805, FeP2O7, LiFeP2O7, mp-540349, mp-540216",2.7887340197945494,3.0,0.051567415229168745,11.2,1.0,3.0,0.20000000000000004,7.548951362054645,1.3299958228839999,2.5155037203494537,108.53622836024229,0.0,0.0,0.0,0.0,0.3980773848361257,1.7476666666666667,1.4738978556497355,-0.9748492063466668,0.3,62.22172468055047,0.5838075916666666,0.5343333333333334,9.312476696465996,0.07308530736208334,5.2,0.5421708808948342,0.5421708808948342,0.005558627015150734,1.833030277982336,0.003867337160571257,0.016813368620205056,0.794481848,1.7476666669999998,0.073085307,0.0,11.2,2.51550372,7.659610799999999,0,0.070355427,4340.452859,0.016813368999999998
"mp-300697664, Cr4(PO4)3, LiCr4(PO4)3, mp-31658, mp-697664",3.4520248431521297,3.0,0.030492991447365725,12.473684210526311,1.0,3.0,0.3508771929824561,15.485753339082878,1.2653489768601376,2.6785524795522218,258.4596246746285,0.0,0.0,0.0,0.0,0.5222387672414388,2.4957894736842103,1.7745988583432708,-0.8177318295719299,0.2631578947368421,196.48518463450526,0.521412945745614,0.6184210526315789,21.07548467225639,0.08013476541833989,5.473684210526316,0.5196329742901453,0.5084062670455126,0.003370493192826241,1.92950555577088,0.0017240531139704235,0.006572364054962534,0.9701783829999999,2.495789474,0.080134765,0.0,12.47368421,2.67855248,8.64734186,0,0.0,3916.480353,0.006572364
"mp-300697692, Cr(PO4)2, LiCr(PO4)2, mp-697815, mp-697692",2.6274290900266424,3.0,0.14557377426136495,10.727272727272727,1.0,3.0,0.15151515151515152,6.437379364012713,1.6011933107421703,3.066030228820201,88.17264182182713,0.0,0.0,0.0,0.0,0.4389752132215883,1.8133333333333328,1.3125957571435531,-0.9406204906181818,0.30303030303030304,70.80752996226609,0.6003690001515152,0.4772727272727273,8.39661919809154,0.07193977321677661,5.090909090909091,0.5297349003161952,0.5297349003161952,0.0022370681193511354,1.7814470856604931,0.0009910818495637837,0.005095662155513373,0.749021468,1.813333333,0.071939773,0.0,10.72727273,3.066030229,7.331479515,0,0.0,4509.275713,0.005095662
"mp-300697726, CoP2O7, LiCoP2O7, mp-540399, mp-31548",2.875974072378971,3.0,0.06675498593750008,11.3,1.0,3.0,0.2333333333333333,8.017203724214294,1.3021349989749738,2.4334603070247383,111.59855226062149,0.0,0.0,0.0,0.0,0.4373785794923009,1.8273333333333333,1.4583025139600572,-0.9683492063466668,0.3,60.2232874854533,0.5871510108333332,0.54,7.788880963698618,0.07437212770506328,5.0,0.5440412871033414,0.5392807492207443,0.005408108190506348,1.6124515496597098,0.003217655851602789,0.01462550200450085,0.815688855,1.8273333330000001,0.074372128,0.0,11.3,2.433460307,7.762550632999999,0,0.051615707000000004,4340.4268090000005,0.014625502
"mp-300697754, V(PO3)4, Li2V(PO3)4, mp-32520, mp-697754",2.743545336977073,3.0,0.07231783058823549,10.529411764705884,1.0,3.0,0.0588235294117647,3.9698982697549066,1.753121015471146,3.3879602979891024,62.57990902403392,0.0,0.0,0.0,0.0,0.494358114471231,1.927450980392157,1.7803107003910723,-1.0772735760941177,0.3137254901960784,36.87072379235229,0.5967524492156863,0.5186274509803922,5.354126134736337,0.07656811039475142,5.0588235294117645,0.5286350276693128,0.5256999610595262,0.0014141434173545176,1.696730011983054,0.000527602071570219,0.003127004296917889,0.782506435,1.92745098,0.07656811,0.0,10.52941176,3.3879602980000003,7.192732314,0,0.0,4377.118968,0.003127004
"mp-300697758, FeP2O7, LiFeP2O7, mp-540323, mp-697758",2.7841088288068474,3.0,0.046627651729167496,11.2,1.0,3.0,0.20000000000000004,7.548951362054645,1.3299958228839999,2.5155037203494537,108.53622836024229,0.0,0.0,0.0,0.0,0.3980773848361257,1.7476666666666667,1.4738978556497355,-0.9748492063466668,0.3,62.22172468055047,0.5838075916666666,0.5343333333333334,9.312476696465996,0.07296409339813226,5.2,0.5429302029027999,0.5429302029027999,0.002774703940762616,1.833030277982336,0.0019304615385142524,0.00839274159622894,0.7931641779999999,1.7476666669999998,0.072964093,0.0,11.2,2.51550372,7.659610799999999,0,0.070355427,4340.452859,0.008392742
"mp-300697764, FeP2O7, LiFeP2O7, mp-540177, mp-697764",2.956741020502996,3.0,0.07030671272916766,11.2,1.0,3.0,0.20000000000000004,7.548951362054645,1.3299958228839999,2.5155037203494537,108.53622836024229,0.0,0.0,0.0,0.0,0.3980773848361257,1.7476666666666667,1.4738978556497355,-0.9748492063466668,0.3,62.22172468055047,0.5838075916666666,0.5343333333333334,9.312476696465996,0.07748832435782503,5.2,0.5145890116337725,0.5145890116337725,0.002946752970472085,1.833030277982336,0.0020501622495391345,0.008913144161353286,0.842345327,1.7476666669999998,0.077488324,0.0,11.2,2.51550372,7.659610799999999,0,0.070355427,4340.452859,0.008913144
"mp-300697767, MoP2O7, LiMoP2O7, mp-504290, mp-697767",3.16057656939655,3.0,0.0019881437500011145,12.8,1.0,3.0,0.16666666666666666,10.362753816754823,1.0624918300339483,2.086684061658792,191.58524757634368,0.0,0.0,0.0,0.0,0.34067207264817834,2.536666666666666,1.6848788944279909,-0.9748492063466668,0.3,112.98517464202502,0.5838075916666666,0.525,9.312476696465996,0.0705246933268781,5.2,0.5627629521309617,0.5627629521309617,0.0022234863916871183,1.833030277982336,0.0006279206829785217,0.0035276360992389406,0.876167328,2.536666667,0.070524693,0.0,12.8,2.086684062,8.996777467000001,0,0.0,4340.576975999999,0.003527636
"mp-300697796, Cr5(PO4)4, Li2Cr5(PO4)4, mp-775246, mp-697796",3.3753665719308152,3.0,0.00764842090000073,12.32,1.0,3.0,0.3333333333333333,14.687694017631072,1.2138460455190447,2.5292722946090667,243.42465658734463,0.0,0.0,0.0,0.0,0.4846137516191202,2.4357333333333333,1.699113787308614,-0.828546031744,0.26666666666666666,185.4104514086397,0.5283610785333334,0.606,19.932481587153724,0.07941872225596369,5.44,0.5184430593546252,0.5099870020829721,0.0025065302004634725,1.92,0.001276789283861197,0.004950363953374523,0.949662922,2.435733333,0.079418722,0.0,12.32,2.529272295,8.531545973,0,0.0,3968.646345,0.0049503640000000005
"mp-300697800, Fe4P7O24, LiFe4P7O24, mp-504312, mp-697800",2.9914632270362462,3.0,0.015742324589287367,11.457142857142856,1.0,3.0,0.2285714285714285,8.686727175694152,1.1785690235665696,2.2086780802951487,129.73527751967302,0.0,0.0,0.0,0.0,0.3511871322372278,1.8123809523809529,1.4616011224919887,-0.9663968253942858,0.29523809523809524,74.50568692473739,0.5728693045476191,0.5578095238095239,10.787849047647539,0.07650319323900996,5.257142857142857,0.5270814743451422,0.5270814743451422,0.0017136196618816762,1.856923063916791,0.0012232589357723015,0.005028473613240214,0.850730043,1.8123809519999998,0.076503193,0.0,11.45714286,2.20867808,7.8493517520000005,0,0.080406202,4251.9746700000005,0.005028474000000001
"mp-300697807, Mn4P7O24, LiMn4P7O24, mp-540414, mp-697807",2.992472803182458,3.0,0.01422208921428769,11.342857142857143,1.0,3.0,0.19047619047619047,6.0138766214597865,1.2068587061076936,2.2320444840618467,87.40128509773008,0.0,0.0,0.0,0.0,0.3368812780729059,1.7780952380952382,1.467883206040577,-0.9655429666095238,0.29523809523809524,58.97547471353728,0.5785894756081905,0.5395238095238096,10.17217760751903,0.07686736075103955,5.485714285714287,0.5269939957455864,0.5227651815758727,0.0017931998784064703,2.2598537066611644,0.0014233570607503133,0.005677362179461929,0.846253175,1.7780952380000001,0.076867361,0.0,11.34285714,2.232044484,7.814801086,0,1.18e-05,4251.991254,0.005677361999999999
"mp-300697808, Fe2P3O13, LiFe2P3O13, mp-697819, mp-697808",2.640320835422916,3.0,0.12085749346064745,11.166666666666664,1.0,3.0,0.2222222222222222,8.505182798195875,1.4621422920853246,2.8003829347473186,127.55579722629491,0.0,0.0,0.0,0.0,0.44021895537929306,1.5944444444444443,1.1973729818286232,-0.8945502645481481,0.2962962962962963,73.26541565900818,0.5928507844907407,0.4909259259259258,10.442999637394028,0.06936609648489632,5.111111111111111,0.5521641522546965,0.5521641522546965,0.0030429908177894683,1.7916128329552332,0.0021097505159113155,0.008865421884222333,0.751807557,1.594444444,0.069366096,0.0,11.16666667,2.800382935,7.640805296,0,0.078172696,4477.902968,0.008865422
"mp-300697811, FeP2O7, LiFeP2O7, mp-697733, mp-31871",2.6637432276354316,3.0,0.0884380404791667,11.2,1.0,3.0,0.20000000000000004,7.548951362054645,1.3299958228839999,2.5155037203494537,108.53622836024229,0.0,0.0,0.0,0.0,0.3980773848361257,1.7476666666666667,1.4738978556497355,-0.9748492063466668,0.3,62.22172468055047,0.5838075916666666,0.5343333333333334,9.312476696465996,0.06980963087320388,5.2,0.5626907382438263,0.5626907382438263,0.002654744941873296,1.833030277982336,0.0018470017393794808,0.008029897523018135,0.758873248,1.7476666669999998,0.069809631,0.0,11.2,2.51550372,7.659610799999999,0,0.070355427,4340.452859,0.008029898
"mp-300699330, Cr3O8, LiCr3O8, mp-782705, mp-699330",3.1513315428905235,2.0,0.04804226250000099,12.363636363636365,1.0,2.0,0.6818181818181818,21.818181818181817,0.3636363636363633,1.2724136363636358,368.690909090909,0.0,0.0,0.0,0.0,0.4016549936363635,2.9436363636363634,2.7836363636363632,-0.6481818181818181,0.3636363636363637,277.34545454545446,0.8354113290909092,0.6340909090909089,26.863636363636363,0.07350969399143666,5.090909090909091,0.5000752020067397,0.4822867990631076,0.006056848415019478,1.7814470856604934,0.002668032119152333,0.010413726621205948,0.882118066,2.9436363639999996,0.073509694,0.0,12.36363636,1.272413636,12.90834091,0,0.0,6762.448006999999,0.010413727
"mp-300699599, Ca9Co(PO4)7, LiCa9Co(PO4)7, mp-851050, mp-699599",3.0560871977885355,4.0,0.0,11.911111111111113,1.0,4.0,0.03888888888888889,1.5600332380124802,1.666888874076049,3.2825324099839865,121.84102299667609,0.05,0.08660254037844388,0.0,0.0,0.5211533697146351,1.272222222222222,1.1077974811576614,-0.6495925925911112,0.19444444444444445,79.0358466941066,0.3868298551527778,0.37166666666666665,17.92099517050419,0.07637052543159356,3.8666666666666663,0.4966207429485467,0.4955344196753001,0.0017328743498189665,2.4000000000000004,0.0013690020650340856,0.004355359494553309,0.882904912,1.2722222220000001,0.076370525,0.0,11.91111111,3.28253241,6.024637383,0,0.008602618000000001,2895.424723,0.0043553590000000005
"mp-300699738, Co3(SeO3)4, Li2Co3(SeO3)4, mp-775276, mp-699738",4.494625032180696,3.0,0.059978445421053024,16.473684210526315,1.0,3.0,1.0701754385964912,13.005532833070841,1.2217884453670278,3.2775197878512285,186.82907299908584,0.0,0.0,0.0,0.0,0.3850304679539795,1.368421052631579,0.9879360953684484,-0.7669298245614035,0.2807017543859649,102.90157246853607,0.5288700783333332,0.2684210526315789,12.107347900830767,0.07511740374476525,5.157894736842105,0.5135400839767439,0.5110094298813121,0.013294911484372807,1.6307298299820705,0.018770293298605897,0.04946965362810949,1.201066861,1.368421053,0.075117404,0.0,16.47368421,3.277519788,12.01109447,0,0.08149848400000001,3916.6348909999997,0.049469654
"mp-300704186, Fe4(PO4)3, LiFe4(PO4)3, mp-704185, mp-704186",3.628576970809901,3.0,0.10044456802631352,12.894736842105265,1.0,3.0,0.42105263157894735,16.47720568456428,1.3753759384224304,2.9261873246143617,277.2954128866947,0.0,0.0,0.0,0.0,0.4357565623544927,1.9912280701754383,1.3097856945746988,-0.8163283208,0.2631578947368421,159.88781064040487,0.5213491590789473,0.6380701754385965,21.07548467225639,0.08168189877490327,5.473684210526316,0.5141155814848184,0.5141155814848184,0.0020536524277562675,1.92950555577088,0.001513692086447188,0.0049450067083100105,1.022290175,1.99122807,0.081681899,0.0,12.89473684,2.926187325,8.917440105,0,0.148116688,3916.458207,0.004945007
"mp-300704251, FePO4, LiFePO4, mp-504149, mp-704251",2.3434675236463733,3.0,0.0013274312500008991,12.166666666666664,1.0,3.0,0.3333333333333333,12.945994184770004,1.1732617823301597,2.341004086215053,210.73888837628914,0.0,0.0,0.0,0.0,0.3599343763674861,1.8461111111111108,1.2440393685962208,-0.8616798941777777,0.2777777777777777,121.39353588867719,0.5503130012499999,0.5822222222222222,16.330498620225445,0.05614520473394705,5.333333333333333,0.6775205992327934,0.6555609859806083,0.0013734837267999115,1.8856180831641267,0.0010075271269978446,0.0035878545281184796,0.663010121,1.846111111,0.056145205,0.0,12.16666667,2.341004086,8.378686777999999,0,0.117259044,4133.8211200000005,0.003587855
"mp-300704600, Ti4Mn(PO4)6, LiTi4Mn(PO4)6, mp-19383, mp-704600",2.9537385941658147,4.0,0.0,11.285714285714285,2.0,4.0,0.09285714285714286,4.831592461527123,1.7099200363210687,3.353372111434432,144.48921086054156,0.0,0.0,0.0,0.0,0.5115841201771449,1.3287857142857145,1.2054852418704043,-0.6602786769864286,0.2142857142857143,76.75333068622214,0.428855676181,0.3782142857142857,8.01007974685773,0.07627395142450961,4.971428571428572,0.5281118523080802,0.5239156842152444,0.003385860443262198,1.7152378308347012,0.002081845677436956,0.011267066876360024,0.835489845,1.3287857140000001,0.07627395099999999,0.0,11.28571429,3.353372111,5.830244407,0,2.86e-06,3189.034105,0.011267067
"mp-300705001, CrP2O7, LiCrP2O7, mp-704959, mp-705001",2.723402404506944,3.0,0.07770933981250039,11.0,1.0,3.0,0.16666666666666666,7.0811173004139825,1.3888444437333105,2.6254787437066605,99.7373638891442,0.0,0.0,0.0,0.0,0.3669294290733666,1.9873333333333327,1.4530999812661054,-0.9755158730133332,0.3,79.43071837911465,0.5838378903333333,0.525,9.312476696465996,0.07258898770045764,5.2,0.5581857403622235,0.5388635761467095,0.00249106103712935,1.833030277982336,0.001153408279658449,0.0056558122870282715,0.7749957190000001,1.987333333,0.072588988,0.0,11.0,2.625478744,7.5313141329999995,0,0.0,4340.463378,0.005655812
"mp-300705007, Mo(PO3)4, LiMo(PO3)4, mp-705035, mp-705007",2.9021964292231472,3.0,0.03442913882352894,11.647058823529413,1.0,3.0,0.09803921568627452,5.863761470035271,1.320584960037862,2.372465515469064,94.52011269137951,0.0,0.0,0.0,0.0,0.4501723522128896,2.24078431372549,1.7177140285986483,-1.0772735760941177,0.3137254901960784,55.56659107619701,0.5967524492156863,0.5264705882352941,5.354126134736337,0.0721457836245497,5.176470588235294,0.5531743364791271,0.5531743364791271,0.0012840187963746165,1.8225803982152549,0.0003582025997341675,0.0021227781339127868,0.8155734929999999,2.240784314,0.072145784,0.0,11.64705882,2.372465515,8.075448,0,0.0,4377.151439,0.002122778
"mp-300705089, Fe3P3O11, LiFe3P3O11, mp-540050, mp-705089",3.3455395561378465,3.0,0.03778679301470689,12.411764705882351,1.0,3.0,0.35294117647058826,13.707523254462359,1.0807461787859347,2.1957043599357773,224.52663471461614,0.0,0.0,0.0,0.0,0.3344011059263778,1.9503921568627447,1.3231119457811649,-0.8775630252078432,0.27450980392156865,129.3715921901746,0.5376443484803922,0.6164705882352942,17.402024302562896,0.07847509421246815,5.411764705882354,0.5289322152039806,0.5289322152039806,0.0020623749255862,1.9115384481496376,0.0015291179157585167,0.005309792938926392,0.945368785,1.9503921569999998,0.07847509400000001,0.0,12.41176471,2.19570436,8.55783698,0,0.124156635,4012.434182,0.005309793
"mp-300705113, Mo4P7O24, LiMo4P7O24, mp-32099, mp-705113",3.3048567770073656,3.0,0.0,13.285714285714285,1.0,3.0,0.19047619047619047,11.906582717897715,1.0482249330196654,2.250572911659504,224.86696415089503,0.0,0.0,0.0,0.0,0.3080987453326866,2.714095238095238,1.827643593969011,-0.9663968253942858,0.29523809523809524,132.62834186804372,0.5728693045476191,0.5471428571428572,10.787849047647539,0.07075034915130454,5.257142857142857,0.5678621942246614,0.5678621942246614,0.0012844051854212634,1.856923063916791,0.00037067909184149817,0.0020222419283340703,0.912324577,2.714095238,0.070750349,0.0,13.28571429,2.250572912,9.377542229,0,0.0,4252.116518,0.002022242
