,density,nelements,energysStab,atomMean,atomStd,transition,metalloid,other,NdValenc wmean,BulkModulus wstd,AtomicWeigh wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,BCCenergy_p wstd,AtomicVolum wmean,AtomicVolum wstd,HeatFusion wmean,HeatFusion wstd,BCCvolume_padiff wmean,MeltingT wmean,MeltingT wstd,BCCenergydiff wmean,GSmagmom wmean,GSmagmom wstd,SpaceGroupNumber wstd,Crystal System,meanbv,meanValenceOcc,Hall Number,ionicitymean,NNdiststd,oct,q4,q6,tet,lin,bent,sq_pyr,numberDensity,ShannonRadii,avgIonicRadVol,SpaceGroup,deltaShannon,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens,positiveoxpopdens,deltacrystal1,deltacrystal2,deltacrystal3,deltacrystal4,negativeoxdensity,nsites,Unit Cell Mass,energy,total_magnetization,Electronegativity wmean,IsNonm wmean,phi wmean,VegardVolume,bcc,volumeshannonflex,strainlatticemean,AtomicWeigh wmean,BCCvolume_padiff wstd,Polarizability wstd,symmetry ops,strainlatticestd,q2
"mp-300026949, Sn2(PO3)5, LiSn2(PO3)5, mp-26950, mp-26949",3.2387979411740973,3.0,0.03638170931818241,13.409090909090908,11.926513972539928,0.0,0.0,3.0,0.30303030303030304,2.1535415126790465,1.7970422746989398,83.32942759442166,0.6501678260374246,0.0,0.0,0.0,0.0,0.2737727272727273,0.5406086699578524,4228.453964802246,5973.669492022848,1.6712121212121211,1.809316771850609,-1.2846392496363637,51.79787878787878,14.78365742654428,0.5784123020833333,0.0,0.0,5.099739815830252,1.0,0.2043121859561509,31227.090909090908,21.0,1.0852631578947372,0.012357069656948414,-0.44037969604143146,0.2243396666476604,0.2626226431722426,-0.6485056272044211,2.7330638776485343,2.7330638776485343,0.2729489656019179,0.06786536072717103,0.6137509260241361,0.5867552562171735,7.0,0.14741772172573375,0.042342771760163635,0.046141429492874496,0.07921858623830078,0.2534222320788356,0.8832494499848922,0.02159352386773624,0.15628212387979698,0.06410180561358211,0.038464291505221015,0.1930680206206859,0.04627183685943479,44.0,1264.55962,-304.644258,2.0000001,1.007121212121212,0.30303030303030304,0.5462121212121213,0.8188273031971163,-0.08170013430652358,383.28176479949684,-1.6790526367197835e-05,9.579997121212124,0.48425103836962796,0.11545355125635727,2.0,59.76825389020868,0.14855144168472442
"mp-300027017, SnPO4, LiSnPO4, mp-27018, mp-27017",3.784219086832093,3.0,0.05552493479166731,16.166666666666668,15.345104177626887,0.0,0.0,3.0,0.5555555555555555,4.192144328869662,6.030188470429244,190.43373997531964,0.22575004767431225,0.0,0.0,0.0,0.0,0.25933333333333336,0.4393360823705456,4134.664976279793,5840.796153675966,1.4761111111111107,1.218327886698065,-1.3091798941777777,57.86555555555553,19.76812442316864,0.5539864262499999,0.0,0.0,9.636286872616342,3.0,0.020914066658814942,30153.58333333333,164.0,1.1915384615384617,0.01173130528836145,-0.00808827672727877,0.2347252402117118,0.2640422230521869,-0.7133760930820175,2.8725357926708868,2.8725357926708868,0.3364722247645171,0.06398995719708886,0.6383569349983984,0.6095692506432109,33.0,0.15188676101633133,0.03928371006591929,0.04812543515821645,0.07546034501892779,0.2413995247353951,1.0040796893525317,0.02132998573236295,0.15648455594483762,0.05396627416137433,0.03663949138351663,0.183908602008282,0.0426599714647259,48.0,1709.4508959999994,-324.59616352,0.0,0.9949999999999998,0.2777777777777777,0.5388888888888889,0.8211462243017317,-0.017550481670230697,393.78916428813386,4.115226677943914e-14,11.871186777777774,0.09221122709547157,0.2875014116980907,4.0,74.34932734958015,0.14151006753885342
"mp-300031519, CoP2O7, LiCoP2O7, mp-31529, mp-31519",3.2236372726000897,3.0,0.0917835324375007,11.3,5.916924876994806,1.0,0.0,3.0,0.2333333333333333,8.017203724214294,2.4334603070247383,111.59855226062149,0.6945347955069435,0.0,0.0,0.0,0.0,0.2795,0.4373785794923009,4340.426808991407,6133.523136065558,1.8273333333333333,1.4583025139600572,-0.9683492063466668,92.87333333333332,60.2232874854533,0.5871510108333332,0.05161570666666667,0.07299563239947138,7.788880963698618,2.0,0.10332748383307352,31949.9,1.0,1.2339130434782606,0.013697926706545559,-0.05811295389322206,0.25287553498048754,0.2718319007268783,-0.5921348135482287,2.8219445109770573,2.8219445109770573,0.4773372955355055,0.0833626301485738,0.5146631925941954,0.4835865304627505,5.0,0.3008142306007514,0.161245154965971,0.17897509355249694,0.13902270313324205,0.8135116713006719,0.9142937070612216,0.025008789044572138,0.3065959322183448,0.1361680265472693,0.06750195923813959,0.5592156930069743,0.05835384110400167,10.0,232.87651900000003,-66.70045649,4.9999999000000015,1.0113333333333332,0.3,0.54,0.9124810306017852,-0.09089802929709907,105.69339755318848,-0.01158900152557211,7.7625506333333325,0.7211957978296591,0.08382463175516422,1.0,17.472362950631528,0.1024280157610615
"mp-300031537, CoPO4, LiCoPO4, mp-31532, mp-31537",3.4096334691817365,3.0,0.12720458916666644,12.333333333333336,7.0395706939809575,1.0,0.0,3.0,0.3888888888888888,13.730429394524586,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,0.3515130098797233,4133.777702692075,5841.423667713297,1.9788888888888885,1.3053233836113058,-0.8508465608444444,128.02777777777774,118.02039397943784,0.5558853665277778,0.08602617777777777,0.12165938733245228,13.641802132859821,2.0,0.15035145716864082,30370.83333333333,1.0,1.0915,0.020668741505342102,-0.19323315507018826,0.207588600389318,0.24463040370647185,-0.6992822890549261,3.377734606628195,3.377734606628195,0.29109421634689703,0.08004946012972178,0.5512689085967011,0.5181894812798473,159.0,0.21969259197428884,0.0424312564347763,0.1395856729880525,0.08949124732265534,0.5236711165546832,0.958241013968962,0.026683153376573933,0.2126408412658348,0.0916987896624179,0.04345214409443971,0.3599765272988055,0.05336630675314785,36.0,923.427342,-238.00789542,23.999999300000002,0.9905555555555554,0.2777777777777777,0.5916666666666667,0.9477545093138348,-0.0656969748702268,339.568268825587,-0.1427153362402045,8.550253166666666,0.6309503696443203,0.321916751756923,1.0,45.16603611539923,0.13724552917014832
"mp-300031540, CoPO4, LiCoPO4, mp-31521, mp-31540",3.8564843732871967,3.0,0.012862227499999436,12.333333333333336,7.0395706939809575,1.0,0.0,3.0,0.3888888888888888,13.730429394524586,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,0.3515130098797233,4133.777702692075,5841.423667713297,1.9788888888888885,1.3053233836113058,-0.8508465608444444,128.02777777777774,118.02039397943784,0.5558853665277778,0.08602617777777777,0.12165938733245228,13.641802132859821,3.0,0.15035145716864093,30370.83333333333,298.0,1.0772727272727272,0.01433056992962585,-0.019179473849195786,0.2214285173783868,0.29296087036606305,-0.7786444861499917,4.778444049480981,4.778444049480981,0.5265199127481727,0.09054037475600987,0.4824610344285411,0.4550456073580294,63.0,0.3301290872669374,0.1272937693043289,0.20975350331557827,0.13447728724719826,0.7869135057430069,1.0838236806436063,0.03018012491866997,0.3195325168314249,0.13779453127067556,0.06529494936892381,0.5409318599535865,0.060360249837339924,12.0,307.809114,-80.70807348,8.0000004,0.9905555555555554,0.2777777777777777,0.5916666666666667,0.9406791143843208,0.17350722059441084,128.37838594617315,-0.03031367024266067,8.550253166666666,0.6309503696443203,0.321916751756923,8.0,19.411194011373112,0.14139309385043056
"mp-300031541, CoPO4, LiCoPO4, mp-704240, mp-31541",2.9347322719327877,3.0,0.01792593833333278,12.333333333333336,7.0395706939809575,1.0,0.0,3.0,0.3888888888888888,13.730429394524586,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,0.3515130098797233,4133.777702692075,5841.423667713297,1.9788888888888885,1.3053233836113058,-0.8508465608444444,128.02777777777774,118.02039397943784,0.5558853665277778,0.08602617777777777,0.12165938733245228,13.641802132859821,5.0,0.15035145716864115,30370.83333333333,433.0,0.4958823529411765,0.0054942088941692425,0.045940672291484526,0.2480372550009365,0.2514364361708691,-0.4237086282399841,2.9890605820876885,2.9890605820876885,0.4083398326591498,0.06889999647084354,0.6137691551705343,0.5852971027457547,146.0,0.2089788541460757,0.0424312564347763,0.1327785053383408,0.08512703206569791,0.4981332729680814,0.8247751124578191,0.022966665490281167,0.20227099581761204,0.08722691929674538,0.04133311552038542,0.34242156969585913,0.04593333098056236,36.0,923.427342,-241.94192685,23.9999873,0.9905555555555554,0.2777777777777777,0.5916666666666667,1.0111635044234282,0.037878369675786616,306.61673340685667,-0.2081026653973647,8.550253166666666,0.6309503696443203,0.321916751756923,3.0,49.930446598914,0.11875136922557293
"mp-300031553, CoPO4, LiCoPO4, mp-767450, mp-31553",2.67883429146594,3.0,0.003728149583333895,12.333333333333336,7.0395706939809575,1.0,0.0,3.0,0.3888888888888888,13.730429394524586,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,0.3515130098797233,4133.777702692075,5841.423667713297,1.9788888888888885,1.3053233836113058,-0.8508465608444444,128.02777777777774,118.02039397943784,0.5558853665277778,0.08602617777777777,0.12165938733245228,13.641802132859821,1.0,0.15035145716864118,30370.83333333333,81.0,0.4561538461538461,0.008162768735606203,-0.11361137953889852,0.27637135424492176,0.2556310318037517,-0.5458663156956814,2.646726177395052,2.646726177395052,0.17597601641741728,0.0628921673684464,0.6474470801148677,0.6214576871084367,14.0,0.1608983037469791,0.02121562821738815,0.10222965558067892,0.06554153585707516,0.3835258786732145,0.7528577223654436,0.02096405578948213,0.15573374759494654,0.06715829414066354,0.03182345028631136,0.2636393521993878,0.04192811157896427,72.0,1846.854684,-484.90609449,48.0000007,0.9905555555555554,0.2777777777777777,0.5916666666666667,0.8010575230131457,0.06407688988374233,582.7613322925716,-2.920792618787971e-05,8.550253166666666,0.6309503696443203,0.321916751756923,4.0,82.67331341573245,0.16388936050417674
"mp-300031555, CoP2O7, LiCoP2O7, mp-540262, mp-31555",2.9441301428662423,3.0,0.0944883934374996,11.3,5.916924876994806,1.0,0.0,3.0,0.2333333333333333,8.017203724214294,2.4334603070247383,111.59855226062149,0.6945347955069435,0.0,0.0,0.0,0.0,0.2795,0.4373785794923009,4340.426808991407,6133.523136065558,1.8273333333333333,1.4583025139600572,-0.9683492063466668,92.87333333333332,60.2232874854533,0.5871510108333332,0.05161570666666667,0.07299563239947138,7.788880963698618,2.0,0.10332748383307352,31949.9,2.0,1.1660869565217389,0.01910306954518269,-0.3581293342192473,0.2539104684510237,0.29177129035290783,-0.4890507760571646,2.890679581896332,2.890679581896332,0.4564328140735076,0.07613463037392833,0.5555198845654741,0.5283624262662611,2.0,0.2316462766782546,0.0806225774829855,0.13782231630724806,0.10705640983223284,0.6264562328542778,0.8350194003746382,0.0228403891121785,0.2360985582405511,0.10485812552586687,0.05198084377449424,0.4306319979823183,0.05329424126174983,20.0,465.75303800000006,-133.34681576,10.0575957,1.0113333333333332,0.3,0.54,0.9177915313270956,-0.09046713952317102,196.64412306786969,-0.05759471413581708,7.7625506333333325,0.7211957978296591,0.08382463175516422,2.0,30.420027166499718,0.10606858751004772
"mp-300031557, Co6P7O24, LiCo6P7O24, mp-705347, mp-31557",3.691111112437553,3.0,0.013731050945946066,12.405405405405405,6.9572418403298055,1.0,0.0,3.0,0.3783783783783784,13.296570941366756,1.9650885871560697,207.02735053958213,0.4509217074002269,0.0,0.0,0.0,0.0,0.2697387387387388,0.2941753355413073,4022.308162275323,5683.367690031857,2.0924324324324317,1.4247625357997569,-0.9036186186162164,127.42612612612614,113.0682236573958,0.5473251570045045,0.08370114594594595,0.11837129578292654,13.255653926142545,1.0,-1.208078465320927,492.945945945946,60.0,0.5915789473684211,0.012160996414099146,-0.2411284456647969,0.2344361694841186,0.2826919726470136,-0.5607642177960798,2.7836440118189145,2.7836440118189145,0.3538190191385513,0.08617451552684924,0.5211884893474941,0.4937184790846312,11.0,0.17424746565464674,0.021396374749272185,0.11227992390753412,0.07213471208294124,0.4221068132241964,1.0375897924247064,0.03027753248240649,0.16771403078949948,0.07618862659104256,0.035024742613520225,0.2901602551106994,0.055896983044442745,74.0,1908.802208,-510.47667034,38.000712,0.9835135135135136,0.2792792792792793,0.6256756756756757,0.859312567739989,-0.08512375663392392,716.1793320735526,-0.09908885032046062,8.598208144144143,0.6852523590379255,0.2967376452271599,4.0,91.88220948085323,0.1252406025163137
"mp-300031568, Co3(P3O10)2, LiCo3(P3O10)2, mp-31597, mp-31568",2.721012671765568,3.0,0.03164197911638045,11.413793103448276,5.985714265443902,1.0,0.0,3.0,0.2413793103448276,8.29365902504927,2.257668298439458,116.39428369690395,0.6913015489204073,0.0,0.0,0.0,0.0,0.2785862068965517,0.4135765919892907,4276.393283249853,6042.801679552404,1.8878160919540228,1.5114918578714471,-0.9813382594390806,95.44597701149428,62.873841517381926,0.5809948354022989,0.053395558620689655,0.07551272317186697,8.077508003890385,3.0,0.17420984901778233,31512.55172413793,116.0,1.09125,0.010695016508274549,-0.30830400437004163,0.26807834954780546,0.2682465898949181,-0.477368587024061,2.5821418827187648,2.5821418827187648,0.2461307590108079,0.0696135902014564,0.6011102402600828,0.5740023757090694,20.0,0.15815131902733914,0.02808801857554748,0.09537072522625137,0.07286471524786334,0.42637853346388543,0.7711873673301857,0.021604217648727848,0.16011097085288012,0.07251845959432758,0.035379192949844485,0.2930966764042628,0.04800937255272855,58.0,1365.260314,-395.40804026,22.000001100000002,1.0066666666666668,0.2988505747126437,0.5586206896551724,0.8357193384167315,-0.014276131218137613,521.2732855951167,-0.049830557782116834,7.84632364367816,0.7388318918241836,0.09967419511133566,4.0,65.67686226876745,0.13225452886574735
"mp-300031571, CoP2O7, LiCoP2O7, mp-697814, mp-31571",2.680051876654068,3.0,0.10637127868749996,11.3,5.916924876994806,1.0,0.0,3.0,0.2333333333333333,8.017203724214294,2.4334603070247383,111.59855226062149,0.6945347955069435,0.0,0.0,0.0,0.0,0.2795,0.4373785794923009,4340.426808991407,6133.523136065558,1.8273333333333333,1.4583025139600572,-0.9683492063466668,92.87333333333332,60.2232874854533,0.5871510108333332,0.05161570666666667,0.07299563239947138,7.788880963698618,1.0,0.10332748383307368,31949.9,81.0,0.4223529411764706,0.010258535345281443,-0.12172756554157825,0.2545472934035384,0.25638890444277823,-0.6024707589984644,2.7093256558930343,2.7093256558930343,0.2838109750026393,0.0693056179960047,0.5953882098615375,0.5706666814140543,14.0,0.17818756419177634,0.04031128874149275,0.10601604820166068,0.08235021590965569,0.4818843272845007,0.7601210552594371,0.02079168539880141,0.1816123600402479,0.08065924581693791,0.039984842707726016,0.3312518892331951,0.04851393259720328,40.0,931.506076,-266.21831611,19.8395853,1.0113333333333332,0.3,0.54,0.8249301655764667,-0.0329089224514406,368.2282906739409,-0.00021976774608845062,7.7625506333333325,0.7211957978296591,0.08382463175516422,4.0,57.498785949505,0.14735117867018013
"mp-300031581, Co(PO3)4, LiCo(PO3)4, mp-585256, mp-31581",2.7525302399985665,3.0,0.06654185172794147,10.764705882352944,5.012096095091951,1.0,0.0,3.0,0.1372549019607843,4.506904438763495,3.195669687287957,50.92283810055466,0.9031294215219798,0.0,0.0,0.0,0.0,0.2845686274509804,0.5413816493796909,4377.0631048200485,6184.950911387736,1.8235294117647056,1.8245143450123131,-1.073450046682353,72.44705882352943,26.711641427923016,0.598719166372549,0.03036218039215686,0.0429386072938067,4.623128589454637,1.0,0.19105106679364686,32318.470588235294,90.0,0.3905,0.007462509840008567,-0.13110609971728518,0.23904902026978075,0.26333669236875623,-0.6330578568098505,2.644757587439824,2.644757587439824,0.35231795851757386,0.07518098234949827,0.5648269782792581,0.5345968396666362,15.0,0.175943481883591,0.049903823881854534,0.09401156999697766,0.08932471080190216,0.5226966037572973,0.7854997354547038,0.022112053632205367,0.18501002312659606,0.08521518035053369,0.043371282902834415,0.3593066378939454,0.0530689287172929,34.0,749.6420860000003,-232.29702105,10.0,1.0180392156862743,0.3137254901960784,0.5352941176470588,0.9924704944638948,-0.10362563318800504,331.83230207767133,-0.1756805448432163,7.3494322156862735,0.8224095570338134,0.17290804004273105,4.0,45.9878139688039,0.11721322215798333
"mp-300031583, Co(PO3)3, LiCo(PO3)3, mp-540491, mp-31583",3.152614014164102,3.0,0.028101642307692742,11.076923076923077,5.4414582104084275,1.0,0.0,3.0,0.17948717948717952,6.018708505236478,2.6891454387757023,76.06218786891195,0.8303374431610876,0.0,0.0,0.0,0.0,0.2817948717948718,0.4763662495848465,4292.959300629172,6065.95967285145,1.8923076923076925,1.7453600364408297,-1.051556776553846,82.3871794871795,40.554505818013936,0.5878483014743591,0.03970438974358975,0.05615048646113184,5.911021141915407,3.0,0.2397463107825465,31703.07692307692,115.0,1.143333333333333,0.003915299339275268,-0.5016710008943068,0.2346798807493191,0.30357859036877083,-0.692991029876781,2.690214533864334,2.690214533864334,0.3515279380251414,0.08342474159805761,0.5230823586538059,0.4904477194777713,19.0,0.1640903392827532,0.03240961878728794,0.09396877254994072,0.08026491829571009,0.4696819034440268,0.8969121115032103,0.025669151260940805,0.16925720622011653,0.0788238081039501,0.038972334165139004,0.3228638265353296,0.05775559033711681,52.0,1183.396324,-360.82725702,16.3607107,1.0105128205128204,0.3076923076923077,0.5576923076923077,0.8146518301232076,-0.12996540373494253,535.2962389679867,-1.7763568394002505e-15,7.585873871794871,0.8082432365534123,0.1283466091137819,4.0,51.602328747091576,0.10930295331290586
"mp-300031585, CoPO4, LiCo2(PO4)2, mp-540093, mp-767242",2.5876158419900768,3.0,0.011978999583332595,12.333333333333336,7.0395706939809575,1.0,0.0,3.0,0.3888888888888888,13.730429394524586,2.4203050312401047,215.91449224858195,0.42400731758427396,0.0,0.0,0.0,0.0,0.27011111111111114,0.3515130098797233,4133.777702692075,5841.423667713297,1.9788888888888885,1.3053233836113058,-0.8508465608444444,128.02777777777774,118.02039397943784,0.5558853665277778,0.08602617777777777,0.12165938733245228,13.641802132859821,1.0,0.15035145716864093,30370.83333333333,81.0,1.2266666666666663,0.011414293132964876,-0.454739726434748,0.2524738040408305,0.26098841123077804,-0.5296850260799169,2.5975628061418417,2.5975628061418417,0.13268676500719406,0.06075059182948809,0.6594520521329431,0.6343476381416082,14.0,0.2293910843878923,0.06364688465216445,0.14574778604956526,0.09344190480929586,0.5467889663897074,0.7272217528958557,0.020250197276496032,0.22202802891429368,0.0957469007429302,0.04537037122293592,0.3758679580826499,0.040500394552992064,24.0,615.618228,-161.43734443,15.932774400000001,0.9905555555555554,0.2777777777777777,0.5916666666666667,0.8335068451942713,-0.06187988986838075,190.87284108668098,-0.00034365105895635867,8.550253166666666,0.6309503696443203,0.321916751756923,4.0,40.81950043643284,0.16963350960380472
"mp-300031592, Co3(PO4)4, Li3Co3(PO4)4, mp-31554, mp-31592",2.9811342257284985,3.0,0.09260390078804193,11.695652173913045,6.476947634621243,1.0,0.0,3.0,0.3043478260869565,10.645536727470391,2.3601064253356068,159.8867276001229,0.5617921734074816,0.0,0.0,0.0,0.0,0.2757536231884058,0.4019906036128925,4313.347807726758,6095.511336802513,1.830144927536232,1.2697115923824147,-0.8906659765333332,107.97101449275362,86.99719898824353,0.578600635,0.0673248347826087,0.09521169443409312,10.404868554913733,1.0,0.03848831381873683,31677.478260869564,81.0,1.143333333333333,0.010487142339821329,-0.342891759195497,0.2589272329261323,0.25585321047136417,-0.6246310661672319,2.6902315730315616,2.6902315730315616,0.160364387493016,0.07417383983794212,0.5652776167389294,0.5402708095086368,14.0,0.1855021163777698,0.033603759611779166,0.11413496525532105,0.08040065175173347,0.4704761676050047,0.8419980482869626,0.02257464690719977,0.18528542440351226,0.07929234582551566,0.03903823904261043,0.3234098113059005,0.051599192930742346,46.0,1113.370066,-301.16812045,30.000000399999994,1.006376811594203,0.2898550724637681,0.5434782608695652,0.8320371844753266,-0.06159642680588829,442.108299420478,-0.006749373835416961,8.067899028985508,0.6544266444626878,0.18332042573568685,4.0,60.93966958585078,0.13223524721006655
"mp-300031600, Co(PO3)4, LiCo(PO3)4, mp-31550, mp-31600",2.3499297916656934,3.0,0.05508601966911808,10.764705882352944,5.012096095091951,1.0,0.0,3.0,0.1372549019607843,4.506904438763495,3.195669687287957,50.92283810055466,0.9031294215219798,0.0,0.0,0.0,0.0,0.2845686274509804,0.5413816493796909,4377.0631048200485,6184.950911387736,1.8235294117647056,1.8245143450123131,-1.073450046682353,72.44705882352943,26.711641427923016,0.598719166372549,0.03036218039215686,0.0429386072938067,4.623128589454637,1.0,0.19105106679364667,32318.470588235294,63.0,1.143333333333333,0.013392794968680349,-0.5182459590442877,0.27215255218918866,0.2758174232860381,-0.5265098280758937,2.9864834356653054,2.9864834356653054,0.2010531290602073,0.06418459191564432,0.6284778152805016,0.6026693056046839,12.0,0.1669093932463412,0.04990382388185452,0.08918440136766954,0.0847381961652588,0.495857942852217,0.6706081564035746,0.01887782115166009,0.1755103989870036,0.08083967587441279,0.041144317687296164,0.3408574860416832,0.04530677076398423,34.0,749.6420860000003,-232.68651934,9.9999991,1.0180392156862743,0.3137254901960784,0.5352941176470588,0.8701803864178448,-0.06595108447262743,299.7708524964488,-0.04581037822713322,7.3494322156862735,0.8224095570338134,0.17290804004273105,4.0,52.886347975314344,0.15293437850170374
"mp-300031604, CoP2O7, LiCoP2O7, mp-31589, mp-540352",2.791247596824296,3.0,0.06460839343750012,11.3,5.916924876994806,1.0,0.0,3.0,0.2333333333333333,8.017203724214294,2.4334603070247383,111.59855226062149,0.6945347955069435,0.0,0.0,0.0,0.0,0.2795,0.4373785794923009,4340.426808991407,6133.523136065558,1.8273333333333333,1.4583025139600572,-0.9683492063466668,92.87333333333332,60.2232874854533,0.5871510108333332,0.05161570666666667,0.07299563239947138,7.788880963698618,1.0,0.10332748383307352,31949.9,81.0,1.143333333333333,0.016296437150832677,0.05604710004543042,0.2883687392533,0.2527339712072331,-0.6628526530174449,2.5786461271725853,2.5786461271725853,0.2639936646837667,0.07218111759809806,0.5797619016145785,0.5528535831046144,14.0,0.1806185888939632,0.04031128874149275,0.10746243214644084,0.08347372534206103,0.48845870697558,0.7916585821604639,0.021654335279429417,0.1840901094583,0.08175968523273071,0.04053035855658133,0.3357711806272077,0.05052678231866864,40.0,931.506076,-267.88883152,20.000000399999998,1.0113333333333332,0.3,0.54,0.8455438217062932,-0.05102635074538644,377.6601849263093,-0.0229636145696972,7.7625506333333325,0.7211957978296591,0.08382463175516422,4.0,54.319878816781255,0.1267292703951759
"mp-300031606, Co(PO3)4, LiCo(PO3)4, mp-540467, mp-31606",2.794243487496975,3.0,0.09062553025735287,10.764705882352944,5.012096095091951,1.0,0.0,3.0,0.1372549019607843,4.506904438763495,3.195669687287957,50.92283810055466,0.9031294215219798,0.0,0.0,0.0,0.0,0.2845686274509804,0.5413816493796909,4377.0631048200485,6184.950911387736,1.8235294117647056,1.8245143450123131,-1.073450046682353,72.44705882352943,26.711641427923016,0.598719166372549,0.03036218039215686,0.0429386072938067,4.623128589454637,1.0,0.1910510667936467,32318.470588235294,90.0,1.0194736842105263,0.00961311396049076,-0.08394881702700684,0.2610488240422085,0.2590034003212023,-0.6433351510153675,2.6882108374885734,2.6882108374885734,0.3679352408386036,0.07632031331064322,0.5582321442985505,0.5275438827430684,15.0,0.17682780872942438,0.04990382388185452,0.09448409079898316,0.08977367451975497,0.5253237805869246,0.7974035991793667,0.02244715097371859,0.1859399202074515,0.08564348875303746,0.04358927557524605,0.3611125843397818,0.053873162336924615,34.0,749.6420860000003,-231.47817598,10.0248507,1.0180392156862743,0.3137254901960784,0.5352941176470588,0.8744193461230715,-0.11550505679239224,335.55066350359664,-0.05254410788067935,7.3494322156862735,0.8224095570338134,0.17290804004273105,4.0,43.10140152115858,0.10895071105466024
"mp-300031609, Co3(PO4)4, Li3Co3(PO4)4, mp-585416, mp-31609",3.345463438365361,3.0,0.17091717557065067,11.695652173913045,6.476947634621243,1.0,0.0,3.0,0.3043478260869565,10.645536727470391,2.3601064253356068,159.8867276001229,0.5617921734074816,0.0,0.0,0.0,0.0,0.2757536231884058,0.4019906036128925,4313.347807726758,6095.511336802513,1.830144927536232,1.2697115923824147,-0.8906659765333332,107.97101449275362,86.99719898824353,0.578600635,0.0673248347826087,0.09521169443409312,10.404868554913733,1.0,0.038488313818737005,31677.478260869564,6.0,0.5947619047619048,0.009273489269002974,-0.06972074296505064,0.2327233236992477,0.28350500403318474,-0.7296110615022857,2.5405712180629085,2.5405712180629085,0.3753992423985084,0.08323874420661624,0.5121494944818975,0.4840865650850327,4.0,0.19277044707715046,0.033603759611779166,0.11860699332721975,0.0835509043568697,0.4889103312636371,0.9448999851828764,0.025333530845491902,0.19254526469340585,0.08239917286686245,0.0405678325417236,0.33608163147645104,0.057905213361124336,46.0,1113.370066,-297.56570981,10.000000199999999,1.006376811594203,0.2898550724637681,0.5434782608695652,0.8810725384125563,-0.12900396559182958,485.40881075081353,-0.07301324514194422,8.067899028985508,0.6544266444626878,0.18332042573568685,2.0,48.94855095785693,0.12177390447679685
"mp-300031612, Co(PO3)4, LiCo(PO3)4, mp-540264, mp-31603",2.4903734862413023,3.0,0.06300933113970597,10.764705882352944,5.012096095091951,1.0,0.0,3.0,0.1372549019607843,4.506904438763495,3.195669687287957,50.92283810055466,0.9031294215219798,0.0,0.0,0.0,0.0,0.2845686274509804,0.5413816493796909,4377.0631048200485,6184.950911387736,1.8235294117647056,1.8245143450123131,-1.073450046682353,72.44705882352943,26.711641427923016,0.598719166372549,0.03036218039215686,0.0429386072938067,4.623128589454637,1.0,0.19105106679364667,32318.470588235294,39.0,1.143333333333333,0.01367360097357525,-0.4756821337870039,0.25681330039342065,0.2823037858849727,-0.6812302993533795,2.7827085209076428,2.7827085209076428,0.18322733561888835,0.06802058789111187,0.6062737696856656,0.5789228128851648,9.0,0.1701703833955778,0.04990382388185452,0.09092684047591254,0.08639376759586817,0.5055457611086485,0.7106870929879299,0.020006055262091725,0.178939431176585,0.08241908001438751,0.04194817427119322,0.3475169848431376,0.04801453262902014,34.0,749.6420860000003,-232.41712675,10.1401268,1.0180392156862743,0.3137254901960784,0.5352941176470588,0.8958316985715369,-0.0952303737762904,310.227009406533,-0.07369544244642097,7.3494322156862735,0.8224095570338134,0.17290804004273105,2.0,45.78577361495852,0.14597933916362754
"mp-300031614, Co3(PO4)4, Li3Co3(PO4)4, mp-31551, mp-31614",2.9683924836511943,3.0,0.1302161666576067,11.695652173913045,6.476947634621243,1.0,0.0,3.0,0.3043478260869565,10.645536727470391,2.3601064253356068,159.8867276001229,0.5617921734074816,0.0,0.0,0.0,0.0,0.2757536231884058,0.4019906036128925,4313.347807726758,6095.511336802513,1.830144927536232,1.2697115923824147,-0.8906659765333332,107.97101449275362,86.99719898824353,0.578600635,0.0673248347826087,0.09521169443409312,10.404868554913733,1.0,0.03848831381873683,31677.478260869564,6.0,1.1069999999999998,0.011336998358819676,-0.258929320924983,0.2368377194632137,0.2431838492862972,-0.8533804996024289,2.5718803181053858,2.5718803181053858,0.2441553428921409,0.07385681153108438,0.5666191333582425,0.5422357498055527,4.0,0.1852374525025284,0.033603759611779166,0.11397212397461295,0.08028594067198916,0.4698049189521133,0.8383992428832091,0.022478160031199595,0.1850210696920624,0.07917921601366798,0.038982541502176025,0.3229483885705555,0.05137865149988479,46.0,1113.370066,-299.43795622,25.9999997,1.006376811594203,0.2898550724637681,0.5434782608695652,0.8189224137475073,-0.15976952607128392,441.1147064788693,-0.003874159294070386,8.067899028985508,0.6544266444626878,0.18332042573568685,2.0,52.504076047414856,0.14710161495849705
