,density,nelements,energysStab,atomMean,transition,metalloid,other,BulkModulus wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,AtomicVolum wmean,NsUnfilled wstd,HeatFusion wmean,HeatFusion wstd,BCCvolume_padiff wmean,MeltingT wstd,NpUnfilled wmean,BCCenergydiff wmean,GSmagmom wmean,GSmagmom wstd,BCCvolume_p wstd,meanValenceOcc,VegardVolume,strainlatticemean,NNdiststd,oct,q6,numberDensity,avgIonicRadVol,deltaShannon,oxidation flexibility Std,deltashannonmax,chargedensityvoldens,deltacrystal1,deltacrystal3,deltacrystal4,Unit Cell Mass,total_magnetization,BoilingT wmean,HeatCapacityMass wstd,volumeshannonflex,n_ws^third wmean,SpaceGroup,Number wstd,AtomicVolum wstd,rare,NdValenc wmean
"mp-300554014, Si4Cu5O14, Li2Si4Cu5O14, mp-25205, mp-554014",3.7805567868510495,3.0,0.11947198092391352,13.608695652173912,1.0,1.0,3.0,12.467138068177722,274.53262122673567,0.4031091572088774,0.0,0.0,0.0,0.0,0.2554347826086956,3774.347471759096,0.10247924365022427,3.9408695652173913,3.5785684267423377,-0.6973913043478261,123.00233695780108,0.6376811594202899,0.49911641,0.0,0.0,0.9382132755341794,27782.82608695652,0.9828954975363582,-0.09262992541604237,0.008922593913300416,-0.20440047288960286,0.2543961961301935,0.08005981129231406,0.5422864517110639,0.2082359736903578,0.07237878910804026,0.337882197155517,1.0574672895081905,0.2083036915064427,0.02917910958877565,0.2532449289536088,654.0636,0.9981177,434.1072463768116,0.21512405822799413,190.7289990088913,0.1934782608695652,2.0,1.5972303270024406,5333.453395440309,0.0,0.7246376811594203
"mp-300556288, ReO3, LiReO3, mp-755021, mp-8189",7.151498698152838,2.0,0.0045016437500002855,24.75,1.0,0.0,2.0,46.25,699.8375000000003,0.059237881250000075,0.0,0.0,1.75,1.75,0.361375,6973.912729212227,0.0,4.342499999999999,4.177499999999998,-0.6474999999999997,411.825,0.75,0.900796325,0.0,0.0,0.8987500000000002,33597.25,1.2335877965339088,-0.559668571077547,0.01452567305335685,0.8738434296996651,0.2592250438178471,0.0735548751203856,0.5098933326844982,0.2807877431803613,0.3247595264191645,0.28288730110153204,1.7669430188163882,0.3049450402795645,0.16957633654643842,0.3500679415239399,468.4104,1.6e-05,767.4125,0.327125,97.20262376035109,0.23125,167.0,6.375,6970.235145654824,0.0,0.625
"mp-300556321, Co(WO4)2, LiCo(WO4)2, mp-25472, mp-25483",6.743189343563068,3.0,0.17892746954545302,21.727272727272727,2.0,0.0,3.0,23.675181799544987,425.5703974184076,0.6851554185904449,0.0,0.0,0.8484848484848485,1.1999387801953532,0.24330303030303035,4508.493656407464,0.0,3.714545454545455,4.1335365630300585,-0.4243939393939393,273.9022881815236,0.4848484848484849,0.5598977253030303,0.0469233696969697,0.06635966581770125,1.791923314310906,32645.818181818184,1.0415248163398332,-0.0793861730950886,0.016171111082322262,-0.031198925372552862,0.3059171413448444,0.08054202437783325,0.46762923233988,0.31077892266892104,0.14218719449657236,0.7790821795608308,1.6984925081736617,0.31592018857166604,0.17186517446321875,0.535548531536027,554.608395,5.0000000999999985,472.02424242424246,0.3001055492314704,68.04160298479658,0.16272727272727272,2.0,4.6022711684746085,6373.227204350405,0.0,0.4545454545454546
"mp-300558256, TiO2, Li3Ti4O8, mp-2657, mp-558256",4.127214007263516,2.0,0.03673304916666531,12.666666666666664,1.0,0.0,2.0,18.33333333333333,563.3,0.5284860083333333,0.0,0.0,0.0,0.0,0.3933333333333333,6200.338441689601,0.0,2.4316666666666658,2.285,-0.5666666666666668,305.23333333333335,0.6666666666666666,0.7846732666666666,3.75555555555e-06,3.75555555555e-06,0.3633333333333333,30077.0,0.9239213876967948,1.0954200509634878e-14,0.016941974436806756,0.041341050858939236,0.3169482841868018,0.09336161117633504,0.3979447891917767,0.5092647888785653,0.07856742013183861,0.8535634672692382,1.1478008933637611,0.4720692416600592,0.41717429897699343,0.5818591270261908,159.7316,0.0,623.3666666666667,0.21866666666666665,91.25462908276786,0.2533333333333333,136.0,1.0,6194.459669303333,0.0,0.3333333333333333
"mp-300558431, Cu(PO3)3, LiCu(PO3)3, mp-779530, mp-558431",2.784986839499489,3.0,0.04906028879807866,11.230769230769232,1.0,0.0,3.0,4.5966857683114455,76.06218786891195,0.8939443298909038,0.0,0.0,0.0,0.0,0.2808717948717949,4292.980687327857,0.03626188621469475,1.8256410256410256,1.7723781740496212,-1.056300366297436,27.167600591393622,0.6923076923076922,0.5862448390384616,0.0,0.0,1.7297056941275222,31698.46153846154,1.0198608067754442,-0.2721291651560828,0.010881062043035841,-0.32212065160432696,0.2826950966687106,0.07256514228948185,0.5544908116321327,0.14131328513832506,0.033603007963315216,0.2491406750114669,0.7909944445857123,0.1506670457028266,0.03720210190625136,0.1867325744708976,1201.847544,-0.0089616,145.4205128205128,0.25794825661374865,481.3012772296151,0.1646153846153846,2.0,1.3650083747903758,6065.944540242685,0.0,0.25641025641025644
"mp-300559117, KMnO2, KLiMnO2, mp-25544, mp-559117",3.0082396737607167,3.0,0.23894660062499984,15.0,1.0,0.0,3.0,13.963051441413356,221.4162382382005,0.8278780418242238,0.08333333333333333,0.11785113019775792,0.0,0.0,0.256,3106.0379085106238,0.11785113019775792,1.3070833333333334,1.3716437574028548,-0.3778544061333333,154.47358830791183,0.3333333333333333,0.3954382328058333,2.5843390804583332e-05,3.654807377354988e-05,7.026687322075902,23233.5,2.2656245301807094,-0.44128138032537895,0.01270128122714665,0.27497814238955764,0.2119714874901033,0.05749521484637232,0.506995471711409,0.8242955310701165,0.375,1.7582145019111883,0.8370643362430831,0.703215049630453,0.3224723038675513,1.4723206944030434,252.07029,8.0000003,295.51666666666665,0.1463199974940769,58.93870248432954,0.18833333333333327,12.0,0.9354143466934852,4377.038697572231,0.0,0.4166666666666667
"mp-300559893, Bi(PdO2)2, LiBi(PdO2)2, mp-25201, mp-559893",7.3806204140833405,3.0,0.08534149428571425,29.57142857142857,1.0,0.0,3.0,23.27017691782441,371.9630681689146,0.2234273200343624,0.0,0.0,0.6666666666666666,0.9428090415820634,0.20390476190476192,3544.46042369414,0.0,2.1650476190476184,1.9447743528354928,-0.4771428571428571,221.31698949983445,0.5238095238095238,0.4457140561904762,0.0,0.0,0.05701175436744942,25594.42857142857,0.8546208238523041,-2.3092638912203256e-14,0.010962244757126415,1.4621685480359952,0.1566702901215173,0.06404249587218024,0.6044196063901435,0.3976779965835791,0.13226001425322162,1.0458380313494484,1.83813088817752,0.3575722697520517,0.2773907150559771,0.8004326213860976,971.636,-0.28002940000000004,412.8285714285714,0.2277480805816303,0.0,0.21428571428571427,129.0,3.7742413753208304,5006.0701219627945,0.0,1.4285714285714282
"mp-300566471, FeMoClO4, LiFeMoClO4, mp-24968, mp-566471",3.222117964474944,4.0,0.0,16.714285714285715,2.0,0.0,4.0,14.56528363077417,280.770874514274,0.5214300772244496,0.0,0.0,0.0,0.0,0.17325,3311.1990696135413,0.061858957413174175,1.9775,2.070223387088692,-0.3949107142857142,163.61884824188195,0.3214285714285714,0.3577874726785714,0.07538081428571429,0.130563400258771,0.9799088878928636,26377.42857142857,0.8457045885761174,-4.144832625267252e-14,0.033562538252932664,-0.4566089671386207,0.3490374332993881,0.054064132411346236,0.6906802350800287,0.7039326607285981,0.14139190265868387,3.023544412236532,0.8770673385915532,0.8016295017710087,0.2082769536078508,3.857973087334187,502.4712,9.9999991,308.7628571428571,0.20322121190807754,87.86926967036278,0.12642857142857142,129.0,1.299038105676658,4354.973975465968,0.0,0.3928571428571428
"mp-300566507, Fe(SeO3)2, LiFe(SeO3)2, mp-25662, mp-566507",3.3819625261146737,3.0,0.1109144181192132,15.777777777777779,1.0,0.0,3.0,8.502974546103689,117.71121296233623,0.5476226693484527,0.0,0.0,0.0,0.0,0.2444074074074074,4134.0510360428725,0.0,1.055925925925926,0.6432391879769496,-0.8203703703703703,67.37067049390522,0.5925925925925926,0.5526793840740739,0.07817269629629629,0.11055288730949524,1.6545088247885396,424.1111111111112,1.051763955791459,-0.28930984810456195,0.008869582810941289,0.16867219182480306,0.2299693246958367,0.05917454709698634,0.5950665391981885,0.8372957589122791,0.05237828008789242,3.0127895194240777,0.9061845559665528,1.0148774059996808,0.1972071527967745,3.788584964481833,1239.0456,16.0000004,207.0592592592593,0.26007460679080857,282.3043575746535,0.06555555555555555,122.0,1.9058785674472007,5841.230594599102,0.0,0.9629629629629628
"mp-300566658, V(GeO3)2, LiV(GeO3)2, mp-775220, mp-566658",4.2265829520283456,3.0,0.05149385611111157,15.0,1.0,1.0,3.0,8.380524814062786,256.61725118877285,0.5770006742938995,0.0,0.0,0.0,0.0,0.2458148148148148,4133.7907351823,0.0,3.581481481481481,3.397701635817316,-0.7044444444444443,103.97054083137287,0.7407407407407408,0.5354663362962963,0.0,0.0,1.4842443681238175,30043.66666666667,0.8480972233663971,-0.040912215678698516,0.009245849664216536,-0.4335875975490738,0.30449317656454244,0.07839277381831182,0.5116276454577361,0.21835997288870249,0.04619330107128323,0.3671893298283371,1.1413088090516048,0.21055382889115232,0.17723169532790015,0.2409871796900788,1168.8716,3.9999993,385.4296296296296,0.25902260627677703,334.10643198761045,0.16222222222222224,14.0,1.8746741829398168,5841.414509371184,0.0,0.8518518518518521
"mp-300566770, V2(SO4)3, LiV2(SO4)3, mp-25724, mp-770367",3.0402672564719246,3.0,0.060518016617646886,11.176470588235292,1.0,0.0,3.0,8.571189548304949,161.31382257270477,0.5773927201428654,0.0,0.0,0.0,0.0,0.2768235294117647,4376.775596699977,0.0,0.9961372549019608,1.085880458364431,-1.0156985294117646,96.56868788054248,0.5882352941176471,0.6048581616911765,0.0,0.0,1.5137558668088944,31710.29411764706,0.9940216149122324,-0.15473043792809096,0.014560628350905462,-0.3178729836251685,0.2936684940822509,0.07979362275495162,0.4693677736937275,0.6470896665732252,0.04564327321201702,2.6980747041491413,0.8655830459734187,0.7915336925409893,0.2220623531838796,3.4323901032284696,780.1415999999997,7.9999997999999986,207.73254901960786,0.26390031671566777,360.50192662880363,0.06431372549019608,15.0,1.359602809675272,6185.1538615929785,0.0,0.1176470588235294
"mp-300566900, Ni(WO4)2, LiNi(WO4)2, mp-510764, mp-25603",6.359749642608242,3.0,0.19461236897727294,21.818181818181817,2.0,0.0,3.0,23.675181799544987,425.7513318640613,0.723442378411607,0.0,0.0,0.8484848484848485,1.1999387801953532,0.244,4508.492002581967,0.0,3.753333333333334,4.112812027455962,-0.43,274.48265841475603,0.4848484848484849,0.5601062996969698,0.01804226363636364,0.025515613930456368,1.7958631679240866,352.1818181818182,1.0411333185189842,-0.08332797436951782,0.018457449691279132,-0.21028354753586329,0.2992460927849709,0.07599500045513384,0.4990836009958313,0.2592949581338769,0.13878393077476586,0.26570517416195044,1.6093090632765763,0.2777554668987245,0.1685680942243196,0.3182555318835428,554.3686,4.0000005,471.60000000000014,0.299630626599976,96.86432352130221,0.16272727272727272,2.0,4.570838214536923,6373.228374026357,0.0,0.4848484848484849
"mp-300567344, Ca9Mn(PO4)7, LiCa9Mn(PO4)7, mp-851044, mp-567344",3.0386677721094237,4.0,0.0,11.866666666666667,1.0,0.0,4.0,1.2723556455994878,124.85504161122508,0.7087091222441677,0.05,0.08660254037844388,0.0,0.0,0.2077166666666667,2895.4314828033753,0.0,1.2539444444444443,1.1231937859800496,-0.6505514048516667,79.89271896822514,0.4277777777777778,0.38710681023800003,1.722892720305556e-06,2.9841377275597775e-06,2.66346175175962,28603.73333333333,1.7797463388715855,-4.588299491830199,0.011878943505643459,-0.14428415042324666,0.26384196085906003,0.07621600648355406,0.494979364970747,0.19974158581979998,0.028299355618556843,0.4989763686020482,0.8778307927536142,0.22119081440363653,0.031496367472703436,0.5517206499089113,2160.8791579999997,8.0036184,136.35722222222222,0.21497193177393484,843.2254761960147,0.11861111111111113,161.0,1.6827740178234654,5007.386741396908,0.0,0.02777777777777778
"mp-300570512, WCl6, LiWCl6, mp-571518, mp-570512",3.0365697151906503,2.0,0.0019967142857133524,25.142857142857146,1.0,0.0,2.0,21.67142857142857,313.8742857142857,0.4212004878571427,0.0,0.0,1.0,1.0,0.2147142857142857,7851.492925700655,0.0,5.107857142857141,2.365,-1.6960714285714285,190.38571428571427,0.42857142857142855,0.35566630928571424,0.0,0.0,7.656428571428571,3805.285714285714,1.3131922705112564,-0.25118614486385243,0.0656223376721183,0.0061058008525945355,0.312900865142444,0.03227940503915532,0.9362971217199092,2.78265956928344,0.0,3.2077347225348136,0.7877275374438198,3.529327344140295,0.14731730263991785,4.092995684390358,396.55800000000005,0.0,518.6971428571428,0.19585714285714284,0.0,0.12928571428571428,148.0,2.0,7849.227392211514,0.0,0.2857142857142857
"mp-300578763, Ni(SO4)2, LiNi(SO4)2, mp-850515, mp-782632",3.2659439068828724,3.0,0.1574837661742423,11.272727272727273,1.0,0.0,3.0,7.405996131247398,94.14631015837584,0.7240361909659228,0.0,0.0,0.0,0.0,0.2789090909090909,4509.17732448322,0.0,0.6873333333333335,0.6406873088581231,-1.0461742424242424,49.63098188162748,0.6060606060606061,0.6264352432575758,0.01804226363636364,0.025515613930456368,1.7983372076950277,32654.181818181816,0.8025423986941124,-4.500103993147302e-14,0.010305792579637388,-0.3301060515572354,0.2991907306700348,0.08625665408438205,0.4162798305031733,0.4767309445669299,0.017347991346845733,2.0167908394730456,0.9437511338445908,0.5953698460139407,0.0897762909536432,2.5656861565188414,2006.5488,0.0125611,161.8860606060606,0.2772287893651967,1033.88977104094,0.05303030303030303,61.0,1.4646116331629786,6372.743935097957,0.0,0.2424242424242425
"mp-300578869, Na5Mn2O8, Na5LiMn2O8, mp-849237, mp-578869",2.7786352081676458,3.0,0.025419370916666573,11.266666666666667,1.0,0.0,3.0,7.0994522480415485,144.7218472675885,0.4904134313207158,0.1111111111111111,0.15713484026367722,0.0,0.0,0.3209333333333333,3310.204319672392,0.15713484026367722,0.9017777777777778,0.6553007414373915,-0.3182630906733333,70.84624940193369,0.3555555555555556,0.4156758834962221,1.3783141762444448e-05,1.9492306012559936e-05,3.4916672164765763,283.1333333333333,0.7906645021218708,8.052817671947803e-14,0.008374180057235206,-0.19131562721784465,0.2443013764631197,0.07114106632922262,0.5001859170882728,0.3679468128961503,0.02060804110110157,0.7451197675894803,0.7779500171722388,0.3144470825841825,0.14037557788859462,0.5976204199513657,2822.5610912,24.0293965,248.19555555555561,0.18470361443454533,894.8056829355687,0.16266666666666665,62.0,0.3861810488218392,4670.891081784382,0.0,0.2222222222222222
"mp-300585175, Co(PO3)3, LiCo(PO3)3, mp-585227, mp-585175",2.485755516557678,3.0,0.0,11.076923076923077,1.0,0.0,3.0,6.018708505236478,76.06218786891195,0.8303374431610876,0.0,0.0,0.0,0.0,0.2817948717948718,4292.959300629172,0.0,1.8923076923076925,1.7453600364408297,-1.051556776553846,40.554505818013936,0.6923076923076922,0.5878483014743591,0.03970438974358975,0.05615048646113184,1.7507249555034294,31703.07692307692,0.8156197390562315,2.7237471537470508e-14,0.010608868748528429,-0.3083568904316785,0.2995559151677441,0.0657782750165673,0.598231059497934,0.15159290763034686,0.03240961878728794,0.4339100383097291,0.7071922598262129,0.15636625617601807,0.036004127232954576,0.29827390477152144,1183.396324,15.9999991,145.4205128205128,0.2570508689810607,452.7594282799751,0.17179487179487174,57.0,1.4225570776082253,6065.95967285145,0.0,0.17948717948717952
"mp-300585189, Mn4(PO4)3, LiMn4(PO4)3, mp-31944, mp-585189",3.7279008302967656,3.0,0.02499644381578925,12.68421052631579,1.0,0.0,3.0,11.521628462924552,198.01306946429162,0.1645258012148223,0.0,0.0,0.0,0.0,0.26735087719298245,3916.4887575646503,0.0,1.9280701754385967,1.2679879389639146,-0.8147554230385965,130.93652747005194,0.5789473684210525,0.5318863162957895,2.1762855414385958e-05,3.077732528298937e-05,1.1338913405507842,28696.578947368416,0.9165967168513748,-0.0963908191685216,0.007770774438445494,0.1871888034773076,0.2398663267184052,0.08452099804036077,0.4930442556189197,0.2703938066153801,0.06717094544588445,0.6884500325475026,1.0405523560961898,0.2436795870647288,0.043456316924307715,0.4705106832903788,1009.332532,37.99999860000001,211.88947368421054,0.2210871332028082,350.9588415643079,0.1998245614035088,122.0,1.317776277769398,5533.783469417052,0.0,0.3508771929824561
"mp-300585261, Mo2P2O11, LiMo4(P2O11)2, mp-540142, mp-585261",3.2858538350181004,3.0,0.0,13.466666666666667,1.0,0.0,3.0,14.123406716651285,275.7881135318056,0.4810204264409476,0.0,0.0,0.0,0.0,0.2697333333333333,4546.702196364273,0.06285393610547088,2.5435555555555562,1.9749369860239667,-0.8076772486755556,162.58343748122033,0.6222222222222222,0.5933864206666667,0.0,0.0,1.598033081132885,33319.53333333333,0.8548729917746498,-0.02582732933526444,0.00969091309884918,-0.1956452136719618,0.28234636225818804,0.06905623347393486,0.5512994712815171,0.17875024859053626,0.05896221849520712,0.2694878491469852,0.902607371485604,0.19103022232641528,0.04395616412575112,0.2206339768583763,859.6418480000003,0.0,264.9355555555556,0.2866839891407081,216.12065784470693,0.152,2.0,1.763274171100211,6425.886457471321,0.0,0.2222222222222222
"mp-300585354, Cr2P3O10, LiCr2P3O10, mp-31635, mp-585354",3.2728049426671517,3.0,0.05334188769444559,11.533333333333333,1.0,0.0,3.0,9.580278095914633,146.25998414796499,0.4564043320844001,0.0,0.0,0.0,0.0,0.2752222222222222,4134.017775673149,0.06285393610547088,2.2182222222222223,1.510987053731173,-0.9560158730133334,113.98424153591812,0.6444444444444445,0.5583253199444445,0.0,0.0,1.3970716464037145,30309.93333333333,0.8474236557982876,-0.01344879967134638,0.014809617964689641,-0.13680756225701504,0.2790691869719401,0.08283362448049351,0.4873119496702729,0.2049995025977198,0.0628539361054709,0.4460211530034589,0.9272511647971724,0.20398130104673973,0.04670403239924215,0.28767044779513035,713.814972,14.0000004,187.76666666666665,0.2412057510114293,299.88281148543564,0.18688888888888888,11.0,1.0559648329348197,5841.254024745113,0.0,0.2222222222222222
"mp-300585378, Co3(P2O7)2, Li2Co3(P2O7)2, mp-540500, mp-585378",3.404482516183122,3.0,0.02917210976190443,12.047619047619047,1.0,0.0,3.0,11.659397368181855,177.46052525756642,0.5241953421443677,0.0,0.0,0.0,0.0,0.2728730158730159,4133.914355558214,0.0,1.9974603174603167,1.3998659547821084,-0.9191421012825396,96.70063426978331,0.6349206349206349,0.5607835432539682,0.0737367238095238,0.10427947485638768,1.4053628702858671,30451.476190476187,0.8730506072332038,-0.06597322531574552,0.009903718094716506,-0.350828397430779,0.2510151843768013,0.08205814109399838,0.5084498298053127,0.20051896164504693,0.03780800907150357,0.5015691077478278,0.9595304902705772,0.1964479252236737,0.04161820740957813,0.34478339534040264,1049.372466,22.0023542,207.54603174603176,0.24237532139694545,407.0742370625446,0.1880952380952381,14.0,1.017112339276241,5841.32712842101,0.0,0.3333333333333333
"mp-300585397, Co3P3O11, LiCo3P3O11, mp-31610, mp-585397",3.504627575153308,3.0,0.03594408514705893,12.588235294117649,1.0,0.0,3.0,14.538101711849553,230.0033563936101,0.3865288636351002,0.0,0.0,0.0,0.0,0.268,4012.388211350641,0.0,2.090980392156863,1.3881622889854497,-0.8660924369725491,125.80219587711815,0.607843137254902,0.5435444999509804,0.0910865411764706,0.1288158218814201,1.2418816260365857,29551.29411764706,0.8888537882381062,-0.14021555731160856,0.007670305772306318,-0.10091389688641204,0.24455978369627124,0.08049801960588594,0.5266658218761701,0.18012676866787064,0.02282163660600852,0.4244228392882615,0.9835261845901224,0.17207982436155533,0.035216917234347785,0.29175231354837083,1782.857084,40.0,240.22745098039212,0.2318761899679405,623.2429045778722,0.20000000000000004,14.0,1.1081467569368464,5669.481200906985,0.0,0.411764705882353
"mp-300585400, FePO4, LiFePO4, mp-704220, mp-585400",2.802533983209532,3.0,0.027699314583333745,12.166666666666664,1.0,0.0,3.0,12.945994184770004,210.73888837628914,0.4012745669482827,0.0,0.0,0.0,0.0,0.2716666666666667,4133.821119596877,0.0,1.8461111111111108,1.2440393685962208,-0.8616798941777777,121.39353588867719,0.6111111111111109,0.5503130012499999,0.11725904444444445,0.16582933096424285,1.346209355794867,30446.83333333333,1.0091047609293518,-0.21012026890754024,0.007082599413487625,0.04360930582520323,0.2366328944111973,0.06714359924916423,0.5880881504896877,0.2211669004023417,0.05237828008789242,0.5777386725413086,0.7928884771196295,0.20888105101564214,0.04097886712040712,0.3895486200682591,904.898172,30.0000005,224.88333333333333,0.24163497876541584,303.8139317054898,0.19,146.0,1.1732617823301597,5841.3929569033935,0.0,0.3333333333333333
"mp-300585424, CrPO4, LiCrPO4, mp-689963, mp-585424",2.867792682514464,3.0,0.17128719666666647,11.833333333333336,1.0,0.0,3.0,12.161718933087025,195.8423309201739,0.2937890319367426,0.0,0.0,0.0,0.0,0.2716666666666667,4133.838651402674,0.07856742013183861,2.245555555555556,1.493547438355168,-0.8627910052888886,150.3495057819908,0.6111111111111109,0.5503634990277778,0.0,0.0,1.324261033161747,30409.16666666667,0.8387790463775472,-0.00035742103507985235,0.015983429253537608,-0.1743992654245838,0.2504370147251867,0.07050643383172124,0.5570706662944848,0.22118581966590065,0.07856742013183861,0.4553368740722748,0.809788725503875,0.2164416877596572,0.047679505727559635,0.2936788122714673,587.8698479999998,12.0000008,214.32777777777767,0.24163497876541584,214.9283181685291,0.18777777777777774,14.0,1.1573703697777589,5841.380555973333,0.0,0.2777777777777777
"mp-300585432, MnPO4, LiMnPO4, mp-705467, mp-585432",2.5848678949923234,3.0,0.10108970697916676,12.0,1.0,0.0,3.0,9.027051252817149,148.0590975186081,0.3212711418446134,0.0,0.0,0.0,0.0,0.2733333333333333,4133.845305124435,0.0,1.7961111111111108,1.2276312129714395,-0.86043468345,98.49463449696822,0.6111111111111109,0.5586549173800001,1.7228927203055554e-05,2.4365382515699923e-05,1.3573806020293029,30398.0,0.9751068978745576,-0.4917884246950119,0.010835108772262313,-0.2542519002136705,0.2500838368395269,0.062303387058013325,0.6153408057570631,0.16393795792106708,0.025278159337779577,0.456624166906548,0.7256526439323652,0.15326564034394133,0.028823013398608217,0.31207282826771543,2398.5505120000007,64.0000021,180.4388888888889,0.2402850544819785,780.1629861284241,0.18111111111111108,9.0,1.1626916409142414,5841.375849557061,0.0,0.2777777777777777
"mp-300585433, FePO4, LiFePO4, mp-704299, mp-585433",2.54355330865202,3.0,0.007070215208333508,12.166666666666664,1.0,0.0,3.0,12.945994184770004,210.73888837628914,0.4012745669482827,0.0,0.0,0.0,0.0,0.2716666666666667,4133.821119596877,0.0,1.8461111111111108,1.2440393685962208,-0.8616798941777777,121.39353588867719,0.6111111111111109,0.5503130012499999,0.11725904444444445,0.16582933096424285,1.346209355794867,30446.83333333333,0.9204926794407106,-0.3823228589534817,0.012392690431865269,-0.2333172982201911,0.2403895066261749,0.060938894960135874,0.6261527053830571,0.154416559872814,0.019641855032959656,0.4033714726616955,0.7196180747325166,0.14583870037413485,0.028611042957635262,0.27197902445941924,2413.061792,79.9998478,224.88333333333333,0.24163497876541584,768.6159577137074,0.19,9.0,1.1732617823301597,5841.3929569033935,0.0,0.3333333333333333
"mp-300620862, Tl3(MoO4)2, LiTl3(MoO4)2, mp-25775, mp-620862",5.859488648116387,3.0,0.11900605774038645,30.07692307692308,1.0,0.0,3.0,14.902752923786574,285.87701672511247,0.2397617178211524,0.0,0.0,1.0769230769230769,1.5229992210171794,0.2111025641025641,3816.78209546086,0.0725237724293895,2.2857948717948715,2.483675129966941,-0.4148717948717949,175.45576739348598,0.794871794871795,0.4727092758974359,0.0,0.0,1.4932318488339726,274.0,0.9509394594049716,-0.2032408694183125,0.015866870772853287,-0.604123398843518,0.3474385452722219,0.049165525219878464,0.6192923797346249,0.7954251019705284,0.07051109637759162,2.833296835257207,1.4352579683750726,0.6839489900342106,0.16416349679719486,2.303305210166018,1866.0502,-0.0006053,404.6871794871795,0.2502149477001664,206.68553128402016,0.17692307692307696,173.0,6.16035980062121,5391.385431448397,0.0,1.0256410256410258
"mp-300630234, Ti3(BiO3)4, Li2Ti3(BiO3)4, mp-23427, mp-630234",7.689444952916848,3.0,0.0,26.0,1.0,0.0,3.0,7.163224709761393,209.43574818847767,0.6591957571561099,0.0,0.0,0.9824561403508772,1.3894027981209356,0.2294035087719298,3917.565066415404,0.0,1.5704210526315787,1.0130930232136683,-0.5791228070175439,114.07650842884121,0.631578947368421,0.4950807580701753,1.1859649122789472e-06,1.6772076634435054e-06,1.4868822537662818,28555.94736842105,0.8437592264909708,-0.015938197515036258,0.013997321678087985,-0.44829606833710056,0.2826823274670722,0.07510200506384859,0.4984394869127873,0.3412212561373919,0.0418273375915277,0.7906306953653132,1.895224921319172,0.30601604149245937,0.2097013183290032,0.6051095686614175,2343.0308,-0.0009144,335.2491228070175,0.24885269270280266,63.27086019336551,0.1614035087719298,41.0,6.260774031563492,5533.022681344626,0.0,0.8070175438596491
"mp-300630880, Nd2Tl(MoO4)4, LiNd2Tl(MoO4)4, mp-634591, mp-630880",5.486936573668258,4.0,0.06572172258152342,21.608695652173914,1.0,0.0,3.0,16.679208812658267,320.90916887678225,0.7853816334017384,0.0,0.0,0.2391304347826087,0.2563005678815564,0.1760978260869565,3235.1536649229065,0.07530655685082074,1.8680652173913042,2.691207292887196,-0.3123913043478261,195.5882755922484,0.4021739130434783,0.4025611152173913,0.0,0.0,1.4085763628706138,305.5652173913044,1.1252693905659013,-0.6605149178700861,0.013314243104470434,-0.4989808115149411,0.33985983828277044,0.06710044067123475,0.5063698816292506,0.33713826406440817,0.04135093167150729,2.5984766090218105,1.4073100973322008,0.31164185862350163,0.15055782407776316,2.1124100509261097,2265.2354,1.2e-06,321.53913043478263,0.2673898027087563,177.67535642334403,0.11521739130434785,15.0,1.3430402409633453,5599.4597478748865,1.0,0.32608695652173914
"mp-300635084, PWO4, LiPWO4, mp-25654, mp-635084",5.928687114496973,3.0,0.10821491666666637,20.166666666666668,1.0,0.0,3.0,23.93548427350922,422.19403275780235,0.3348925291830822,0.0,0.0,0.7777777777777777,1.0999438818457403,0.25405555555555553,4134.047862344346,0.0,3.985,3.556134241102372,-0.8616798941777777,269.3136368623022,0.6111111111111109,0.5503130012499999,0.0,0.0,1.1242152269664425,30357.16666666667,0.8424457756468495,-2.2500519965736505e-14,0.01266485356977211,0.05842227924920765,0.2888178174643733,0.07683343579461861,0.5377044277484229,0.18378728684479867,0.07856742013183861,0.2056122111670918,1.503904478909376,0.19410322722206635,0.0490650500695444,0.2462775662277821,1115.2454480000001,12.0,374.55,0.25678916028428106,222.33210688677002,0.1922222222222222,62.0,4.132825536310508,5841.23257900357,0.0,0.2222222222222222
"mp-300645305, Fe(GeO3)2, LiFe(GeO3)2, mvc-9284, mp-645305",4.17278540621284,3.0,0.11909081354166685,15.333333333333336,1.0,1.0,3.0,8.904307614941711,256.3620358849428,0.5771205757616065,0.0,0.0,0.0,0.0,0.2443333333333333,4133.714159876691,0.0,3.2966666666666664,3.519368045591312,-0.7044444444444443,97.6826984412283,0.7407407407407408,0.5354663362962963,0.07817269629629629,0.11055288730949524,1.6015708167086409,30020.222222222223,0.8528104653630298,-0.03465398463349345,0.008663487649173242,-0.3360410032522633,0.2681428880064426,0.07611768442325534,0.5205027372278147,0.2427609413209841,0.05237828008789242,0.6024094221313956,1.1328124769589163,0.22711362073367705,0.17550031647859524,0.4061832282667968,1188.4856,16.0000004,365.2074074074074,0.2601239179216266,221.41289961789468,0.16703703703703698,14.0,1.7308624363774698,5841.468679964185,0.0,0.9629629629629628
