,Crystal System,symmetry ops,ShannonForce,meanbv,stdbv,meanValenceOcc,VegardVolume,Hall Number,strainlatticemean,strainlatticestd,ioniccount,ionicitymean,NNdist,NNdiststd,nndistmax,nndistmin,bcc,oct,q4,q6,q2,cn,tet,lin,bent,reg_tri,sq,sq_pyr,Forces,avgCentralDistance,Coordination,numberDensity,initialAnisotropy,li-ion fittability,maxForce,oxidation flexibility,ShannonRadii,positiveoxidationpop,avgIonicRadVol,SpaceGroup,strainvolumeflexibility,Xcm,Ycm,Zcm,volume flexibility of cell,deltaShannon,volumeshannonflex,detLatticeVec,angle anisotropy,ShannonRatio,avgCentralDistance Std,initialAnisotropy Std,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens,positiveoxpopdens,oxstateflexmin,oxstateflexmax,anisotropynormcubevolmean,anisotropynormcubevolstd,deltacrystal1,deltacrystal2,deltacrystal3,deltacrystal4,coordination std,solid electronegativity,charge moment of inertia,mass moment of inertia,negativeoxdensity
"mp-300635084, PWO4, LiPWO4, mp-25654, mp-635084",3.0,8.0,-2.3311265500107683,0.4074111947788273,0.6271709290038414,30357.16666666667,0.8424457756468495,292.0,-2.2500519965736505e-14,35.104188012971804,0.0,0.6576190476190477,0.4579815912966073,0.01266485356977211,0.4736947574514654,0.4428970568727077,0.029584273629433475,0.05842227924920765,0.21946108522755126,0.2888178174643733,0.1017435940276729,15.333333333333336,-0.6033093122904813,3.18935134457435,3.18935134457435,0.0,0.02625179039631689,0.4921062181612728,0.0008666513877258965,19.921900184381368,6.0,0.07683343579461861,-0.3329987473861125,0.8364001877572044,0.03396858788592925,0.2222222222222222,0.561854251674353,0.3333333333333333,0.5377044277484229,62.0,0.03030099999999984,11.999989021730366,12.000015432492043,11.999995309149359,0.004378232605698977,0.18378728684479867,222.33210688677,321.8289504337366,0.0,4.9458782205,0.30962307520396554,0.17767513455609651,0.07856742013183861,0.03707902435748957,0.1010512282461555,0.2056122111670918,1.503904478909376,0.025611145264872872,0.3333333333333333,0.16666666666666666,-0.5008336709813691,0.2672252991350129,0.19410322722206635,0.07743514543249062,0.0490650500695444,0.2462775662277821,0.0,1.0364252861407883,30170.24345564457,442724.191156762,0.051222290529745744
"mp-300645305, Fe(GeO3)2, LiFe(GeO3)2, mvc-9284, mp-645305",1.0,4.0,-1.272275038336803,-0.10694204489327372,0.4704328814002366,30020.222222222223,0.8528104653630298,81.0,-0.03465398463349464,47.70428248573019,0.0,0.5275000000000001,0.39570985031866296,0.008663487649173242,0.4097952445683075,0.3861169089207317,-0.12192313183318525,-0.3360410032522633,0.2015332999969005,0.2681428880064426,0.12110688651128194,15.777777777777779,-0.7819920230343566,3.1957830225674884,3.1957830225674884,0.0,0.08802474224553168,0.44524044678218455,0.0014362973954682428,30.31376621105509,5.0,0.07611768442325534,-0.3151045728461542,0.7705566939735393,0.12860434137455976,0.14814814814814814,0.5643126152682587,0.3333333333333333,0.5205027372278147,14.0,0.030301000000000012,18.0,17.999999999999996,18.000000000000007,0.002798852082694514,0.2427609413209841,221.41289961789468,487.2827685318823,6.806998594860568,1.857058854488537,0.2526887808502736,0.13682894897600245,0.052378280087892415,0.13329604835843686,0.17331413457947095,0.6024094221313956,1.1328124769589163,0.025372561474418444,0.2222222222222222,0.1111111111111111,-0.41438927946351295,0.17994169067041346,0.22711362073367705,0.06527930088058385,0.17550031647859524,0.4061832282667968,0.0,1.034914331695523,95575.11424816524,1092209.033875253,0.05074512294883689
"mp-300652260, Rb5Si2NiO8, Rb5LiSi2NiO8, mp-633655, mp-652260",1.0,4.0,-1.253749937547731,-0.10292769681484998,0.44450005409139615,23173.5625,0.8387353788189359,90.0,-0.03645265789532223,57.971674104774856,0.1484375,1.15,0.35737151576414017,0.029889291302734364,0.4061756345888777,0.3232896856663701,-0.0696495830254733,-0.22368309063242356,0.21030268596125012,0.2830830319311567,0.11715546809969835,14.875,-0.8790058580428094,2.9398489297896235,2.9398489297896235,0.0,0.01217472117233822,0.3125509590789815,0.00043303923052133257,26.46015609384994,4.0,0.05095516541678436,-0.3413983536445966,0.8819586604485719,0.030442432110493405,0.103515625,0.4585277503306785,0.5,0.4718062705585427,15.0,0.03030099999999984,16.000000000000004,16.000000000000007,15.29939095665076,0.0006050720458333418,0.5593801475195581,201.99577759046016,647.0321846730768,6.305592148456178,1.5799191745873018,0.2715776811101637,0.2414051133178099,0.08022090928872208,0.6266565763600496,0.045264494885110654,1.4873186377458805,0.9427660855977544,0.02547758270839218,0.25,0.0,-0.5554170058291967,0.39273916760130817,0.5029885264858062,0.5183183832863404,0.02248308343903939,1.2672542712860189,0.0,1.0202604460250275,343884.0082272993,6983598.0485196775,0.02547758270839218
"mp-300652866, K11Mn4O16, K11LiMn4O16, mp-775539, mp-652866",2.0,1.0,0.0,-0.36756814378456587,0.661149981363151,270.8709677419355,1.629905722099494,1.0,-2.364279271526226,124.70117295452782,0.20187304890738814,1.3546153846153846,0.3766901503204675,0.02338484203761027,0.4204587318419123,0.3522206892803509,-0.1523952697597575,-0.25675075277450604,0.14777366539505607,0.2804009210428298,0.13175467747348454,15.096774193548386,-0.9301376289205728,2.835458356207471,2.835458356207471,0.0,0.03616521519180508,0.4946831130087378,0.006403647438619499,24.642807720286182,4.0,0.055147204544826765,-0.0006855315081428041,1.408899575158773,0.3199887913967671,0.13111342351716962,0.419037364400687,0.4838709677419355,0.4535087825384813,8.0,0.030300999999999908,14.831270786105001,16.169160515210027,12.95099802268684,0.0023548252736597395,0.5586252649380696,292.99773876290715,579.1650050736093,32.99091398174236,-0.11415047309677415,0.32042053818275656,0.00030369157786819614,0.0794122123968321,0.4323015857668021,0.1636164240816519,1.1039393719083035,0.7545345388132675,0.02668413123136779,0.3225806451612903,0.06451612903225806,-0.0008701553238595355,0.0003854802297989453,0.4888811717508007,0.33166822762017245,0.2024723787697152,0.9244337257258012,0.0,1.0406587420270972,41233.19110724879,527848.8040073217,0.028463073313458976
"mp-300672958, Sb(PO3)4, LiSb(PO3)4, mp-672963, mp-672958",3.0,8.0,0.0,-1.8807579593908923,1.0250751152081137,494.64705882352933,0.8015153797865715,284.0,2.190840101926976e-14,76.10279921216468,0.0,0.3758823529411765,0.29929057895665784,0.014252093533013715,0.3267511523520553,0.2843202684129916,-0.09338296178950208,-0.39899854337665736,0.2552726193120364,0.3031575365578044,0.14268205202975176,14.0,-0.6451771177735306,2.596840533670716,2.596840533670716,0.0,0.0005290176241515478,0.2562865883330088,0.0006867778799386695,55.43692827355358,4.0,0.06401973545799064,0.17615062697263786,0.9100694613213468,0.21063915051385484,0.07612456747404844,0.6257099110479131,0.29411764705882354,0.6018251113502205,60.0,0.030301000000000213,29.270352614643745,33.999998757038114,34.0,0.0012462404464259778,0.11940216846362996,602.0713489285636,1094.3573493204017,0.0,6.129595465705882,0.289869242461454,0.19943886660157287,0.026802652914930215,0.03045997764203912,0.06719911909115492,0.1728988894128009,0.7566084337206574,0.018829333958232542,0.1176470588235294,0.05882352941176471,0.2269098934225689,0.2569088327565841,0.13036039521321258,0.05514970383681347,0.03262828369394147,0.16377470902289756,0.0,1.018334753046956,602497.2078772895,5385690.314109828,0.0451904014997581
"mp-300672959, LiCu(PO3)4, Li2Cu(PO3)4, mp-672966, mp-672959",2.0,1.0,-2.5145196965609244,0.12445677612466245,0.4854479004125397,30622.33333333333,0.9863042501181316,1.0,-0.0758001507310988,27.94704984038698,0.07407407407407407,0.4305555555555556,0.5069650084354248,0.015580061423454984,0.5385870551906031,0.4812763398230037,-0.021322686598680328,-0.23839933361256116,0.2547536996199791,0.2665939458991485,0.11235824885480276,15.666666666666664,-0.44487955514796973,3.3918255713941097,3.3918255713941097,0.0,0.010932338007533468,0.3275959815178351,0.013240339958798671,14.079443280158632,4.0,0.0785514943615518,0.17534250876309007,0.9074736753857346,0.2523719527083447,0.2561728395061728,0.5572515140002647,0.3333333333333333,0.5256332093862307,1.0,0.030301000000000064,7.618335039256191,7.543698867008376,10.375117448608984,0.005776686856896193,0.2224463221354507,168.05535025176292,236.09249131073608,15.984136785854009,5.802432704672841,0.3221067026894727,0.1850658010253947,0.11285497098013715,0.09776050448797882,0.11204416418017132,0.5435444234448935,0.7962980904486348,0.0261838314538506,0.4444444444444444,0.0,0.2186598694929069,0.23078524531942446,0.22924628370883995,0.09744128844325342,0.05440262944759911,0.3885527411639771,0.0,1.0710476739487909,14327.803435430647,112038.82213944476,0.0523676629077012
"mp-300672979, BiP2O7, LiBiP2O7, mp-672981, mp-672979",1.0,4.0,0.0,-1.5582205644482061,0.9824404353803246,438.2,0.8413013052540451,81.0,-0.02535857408457313,60.33364307967561,0.0,0.35600000000000004,0.34457262419969914,0.029041211780861723,0.3703754887696604,0.2652530244253985,-0.06612974521164428,-0.038566256274755586,0.2674812918729522,0.2705189372833524,0.1465606842156145,13.8,-0.609460838912536,2.376180818467652,2.376180818467652,0.0,0.0827208317505231,0.4326726301960601,0.002113781896505068,33.77770800621702,4.0,0.06181410012114082,-0.18937360958819527,0.7023721650765771,0.13760867637202934,0.13,0.6114147283838196,0.3,0.6001116407244605,14.0,0.03030100000000012,20.0,20.000000000000007,20.0,0.002045617542852847,0.19797375989010335,359.03197950391996,666.7093740624597,6.323009395272968,5.159122324499998,0.2559506581825444,0.3642815406357279,0.045825756949558406,0.17938239939817635,0.07926919461933109,0.7283836906592284,1.0139350462120098,0.01854423003634225,0.2,0.1,-0.28541831078039503,0.5490343781418342,0.1986786051069261,0.1342619362724845,0.03848886421742142,0.5574687947970024,0.0,1.031368732706168,132353.7052060132,1747635.4407662896,0.04326987008479859
"mp-300673023, Bi(PO3)4, LiBi(PO3)4, mp-673020, mp-673023",1.0,4.0,0.0,-1.679587399194946,1.0076702466270648,465.1176470588235,0.8268395456634645,81.0,-0.038425328137073216,70.33983946173622,0.0,0.4166666666666667,0.30913071980619206,0.010990308004383649,0.32615475590360005,0.28831894151666776,-0.09343577811841323,-0.374622012332864,0.22051183096323707,0.2586109824012675,0.15530295503867306,14.823529411764708,-0.5857469405020239,2.6087100953860127,2.6087100953860127,0.0,0.07154475781851831,0.25895947685637466,0.0008814333869233292,58.02517277190034,4.0,0.06997622857321238,0.0053160224763932895,1.01083576527974,0.26176063133818445,0.07612456747404844,0.5843382599987855,0.29411764705882354,0.5555204997300104,14.0,0.030301000000000036,34.0,33.999999999999986,33.99999999999999,0.0013621925444148592,0.1499346949992834,642.5970481079477,1001.2038291932167,6.648015829806304,6.067900307096333,0.2732140298682477,0.1183033080366358,0.026802652914930215,0.12475808971941915,0.06922173263585671,0.6360602164972159,0.954850523065176,0.02058124369800364,0.1176470588235294,0.05882352941176471,0.0056821012437122025,0.12645006237563922,0.1556294118381233,0.10037748951548148,0.03361035621858599,0.4868089811128322,0.0,1.018334753046956,659932.0232065534,7068950.1874334,0.04939498487520873
"mp-300673024, Sn4(PO4)3, LiSn4(PO4)3, mp-26446, mp-673024",1.0,2.0,-1.5740747258691918,0.06971165942099479,0.5274969169074709,28795.315789473683,1.1148769451941951,39.0,-0.3919768557328893,61.757519631825716,0.0,1.1390909090909092,0.3319446791046011,0.010641392802116524,0.3490712143919634,0.3160718417769157,0.05663150522117705,0.26178437991826825,0.2432949386880257,0.22593290229172994,0.13559948230311988,15.578947368421053,-0.4706119220335043,2.97339570849573,2.97339570849573,0.0,0.020898733627335717,0.3527856954416069,0.0003650601181652982,28.533224039705573,5.0,0.05358154430788178,-9.59994306271028e-11,1.2244201023335275,0.02008990725092826,0.1440443213296399,0.7079330554298467,0.3684210526315789,0.6835277213924624,161.0,0.030300999999999988,18.477202373174144,14.68996773602018,17.469105686895052,0.003031808496028601,0.15955354097351032,267.50687754204125,730.6888688208421,24.02803292603001,5.086865336736843,0.2730732559731817,0.03036466786084252,0.05077646199397052,0.05188935486077262,0.07688456043441028,0.24595562535131546,0.933365799181511,0.019740568955535397,0.21052631578947367,0.10526315789473684,-1.0987539581878518e-10,0.03475365129742815,0.15998223048359791,0.0535680770939532,0.03733101391009338,0.18737963657556805,0.0,1.0178668003172042,1119980.4261703591,15466077.842703162,0.03384097535234639
"mp-300673059, SbP2O7, LiSbP2O7, mp-684496, mp-673059",1.0,4.0,-1.9540597154712287,0.1604882773044035,0.5904908823719921,31707.2,0.8253739968428332,81.0,-0.0008084227670265657,53.25597431829704,0.0,0.33631578947368423,0.375699560605012,0.010937276129213386,0.3910227062464974,0.3553054694297373,-0.03674246265386418,-0.11620072643716545,0.22629710283607865,0.2496433238753705,0.09872597117978567,15.2,-0.3621340694809968,2.7022158198025243,2.7022158198025243,0.0,0.07580763911982269,0.25802246075176355,0.0036326378018496776,33.77781740001065,4.0,0.07405238358228737,-0.38020513427832975,0.6934380158598206,0.4172808005008208,0.13,0.5615481287263245,0.3,0.5375946753654648,14.0,0.030301000000000224,20.0,19.999999999999996,19.999999999999996,0.0024506197558344304,0.15456298779013272,389.2824320553822,556.5255027099158,0.9382180899363022,5.262597030699999,0.22015554254885447,0.13939198473690065,0.045825756949558406,0.03826218112445052,0.08418892085157383,0.21661252577364912,0.9846808409167194,0.022215715074686213,0.2,0.1,-0.5522180065201997,0.20245587709490506,0.16687623046854902,0.06502525984029922,0.04087761909059759,0.2051814994288088,0.0,1.031368732706168,132353.9441911526,1349535.0057927177,0.05183666850760117
"mp-300673071, LiSnP2O7, Li2SnP2O7, mp-26710, mp-673071",2.0,2.0,-1.721691995453403,0.1363516794073887,0.519630749178882,29206.636363636364,0.9563391839509362,2.0,-0.09335877904515104,34.783736904363735,0.09917355371900824,1.075238095238095,0.4655110563848633,0.011937912908502058,0.4845947558931897,0.4420089856388858,-0.06342942696852619,-0.2723550738524502,0.2248220108385288,0.2622702887011389,0.12700123554707954,15.818181818181818,-0.7021448038047361,3.1787558064768433,3.1787558064768433,0.0,0.03243685362045879,0.3944688026926448,0.00021655336006960968,18.190221073319552,6.0,0.07589532693447723,-0.3139747773580835,0.8596065069648664,0.026908510527080463,0.21487603305785125,0.5749624629857861,0.3636363636363637,0.5481010668717334,2.0,0.030300999999999717,11.0,10.999999999999995,10.999999999999995,0.007417584305192819,0.2244945855733588,190.327421305004,298.6563589029504,8.47608745910664,5.053346767828282,0.3333932289788614,0.12712286539348971,0.1045381044683762,0.10484862744625056,0.10359990986176504,0.5025799753765445,0.9308356969902564,0.027598300703446276,0.3636363636363637,0.0,-0.4591453954367172,0.18589989549884994,0.223279094786118,0.08756184685130887,0.05030255300000449,0.3592693047038106,0.0,1.0310610165015135,19194.9521649804,198307.70859291122,0.04829702623103097
"mp-300673073, SbP2O7, LiSbP2O7, mp-540379, mp-673073",1.0,4.0,0.0,-1.9002105167813148,1.0120287119681073,488.4,0.8421508528979403,81.0,-0.02219603890187353,56.85880655028979,0.0,0.9733333333333336,0.3604782125085329,0.01712665822181871,0.3764810584021612,0.3134205222646884,-0.058716194537944674,-0.07859451297363529,0.26181231298195673,0.2607574044185349,0.14326871240297825,14.2,-0.7055485699146126,2.5924749111169265,2.5924749111169265,0.0,0.0728975910002229,0.3386475631769391,0.0003265909566844473,33.777716695565594,6.0,0.06780031354362674,-0.19708390211304247,0.6998138077630113,0.037174276340894666,0.13,0.5985655976473454,0.3,0.5766344784887798,14.0,0.030301000000000043,20.0,20.0,20.0,0.002931249906499452,0.15008468948966153,366.3677942227803,607.8443866410993,5.998107462473636,5.2625970307,0.25387282316931586,0.36424070558871857,0.045825756949558406,0.03715357509171383,0.08174963634654063,0.21033640805683806,0.901546534020336,0.02034009406308802,0.2,0.1,-0.2995960294198119,0.5536985414712324,0.162041169048081,0.06314122204577942,0.039693233522499635,0.1992365835513556,0.0,1.0181079918086406,132353.99134175107,1349569.5449246904,0.04746021948053872
"mp-300673092, Li2Sn(PO3)6, Li4Sn(PO3)6, mp-757479, mp-673092",2.0,1.0,-1.9046094778013911,0.2296864193080957,0.5030380234746471,30667.66666666667,1.0171287645032725,1.0,-0.1389913842595393,38.512384038098794,0.06584362139917695,0.4388235294117647,0.4294985124480899,0.010310702064551888,0.4498323619001886,0.4024401507586083,0.04691838295216582,-0.015951683662318108,0.2305167014968012,0.2398679046856655,0.1245698530820364,16.074074074074073,-0.3986949149650779,3.0034793948797507,3.0034793948797507,0.0,0.08626249869822124,0.3749786065792741,0.0052470491152725104,21.717854806022267,4.0,0.07451043898264458,0.002913575259228196,1.1830301253288684,0.3704631253041071,0.1755829903978052,0.5871498223964466,0.3333333333333333,0.5487741399501501,1.0,0.030300999999999925,11.824633124522135,11.517399373148802,15.351204943030837,0.003653004754575244,0.19359465349038474,239.87661838812684,373.3453644861703,17.200469734414188,5.934262042777776,0.2692097030351496,0.00859120694529157,0.08101411830032045,0.09011835603455676,0.09617149746917608,0.4665435413455143,0.7767606821612011,0.024836812994214856,0.2962962962962963,0.0,0.003141848229734786,0.009264311346293996,0.19920326621512047,0.08565217594149341,0.04669571484172146,0.33350865916946965,0.0,1.0468212617393673,33256.30832991366,280540.5672538006,0.04967362598842971
"mp-300673098, Bi(PO3)4, LiBi(PO3)4, mp-504324, mp-673098",1.0,2.0,0.0,-1.6795873991949457,1.0076702466270653,465.1176470588235,0.8219536264833894,6.0,-0.0007008443918241625,44.99173778418438,0.0,0.95875,0.38081909579086537,0.013245849622684805,0.405181296983152,0.3640655875874287,-0.10783888130473276,-0.41320289815078703,0.20955711598241472,0.244847924915318,0.16072432996329078,15.058823529411766,-0.6626420373328789,2.4553790232109534,2.4553790232109534,0.0,0.019039081518831172,0.2545350490695838,0.0010828148035133703,28.21614504970097,4.0,0.06746068044724261,-0.05595755931150722,1.0216185412208572,0.0413652551508183,0.1522491349480969,0.5992807216377889,0.29411764705882354,0.5714989197839913,4.0,0.030301000000000064,17.0,16.342574365575413,16.999999999999996,0.0013335960851547884,0.18661456388299624,313.672840675086,519.2689099451828,1.027749987349894,6.067900307096335,0.2947076981136774,0.08787954817822702,0.053605305829860436,0.15527877989798414,0.0861560657933609,0.7916653307329524,0.9205249743345124,0.01984137660213018,0.2352941176470588,0.1176470588235294,-0.06030553259439669,0.09470790045614262,0.1937024303659495,0.12493373484830254,0.041832759040284495,0.6059014273189476,0.0,1.0233237701526834,82111.48638020626,880154.8378607037,0.04761930384511243
"mp-300673101, Sn4(PO4)3, LiSn4(PO4)3, mp-540395, mp-673101",6.0,6.0,-1.9032151081669333,0.06971165942099478,0.5274969169074709,28795.315789473683,0.9399735309017372,467.0,-0.13867168564787194,51.88668286731154,0.0,1.0633333333333337,0.3769445393005832,0.008334319500327142,0.39279039176314295,0.3644276470399148,0.045818210202044414,-0.14106761752897684,0.2263519671095191,0.2778476485102921,0.10922853884339677,15.052631578947368,-0.3737622251447898,2.8667900644371813,2.8667900644371813,0.0,0.022006715191615255,0.3033379080634609,0.0007008090599596563,32.667612600676435,6.0,0.0663985676293372,0.19111629342905725,0.9306234042807868,0.02746212721539793,0.1440443213296399,0.6302923452078959,0.3684210526315789,0.607825674579484,173.0,0.030301000000000182,18.999982826667587,18.999949254110685,20.07040078048781,0.0037570350773399037,0.17137768618307372,298.9474364157976,589.6428100461243,14.141953647062053,4.949073451684209,0.33208395043376315,0.13513429107383065,0.05077646199397052,0.055734755363706014,0.08258229801768867,0.2641828299092247,1.1566324364179923,0.0244626301792295,0.21052631578947367,0.10526315789473684,0.2244018370465352,0.15866979534220227,0.1718381448847829,0.05753788383275287,0.040097529316770936,0.20126590960132668,0.0,1.0178668003172042,108794.66677010301,1503572.660384319,0.041935937450107715
"mp-300673119, Sn2P3O10, LiSn2P3O10, mp-673117, mp-673119",1.0,4.0,0.0,-1.5026909880718484,0.9872693914251666,428.6,0.9441364439319464,90.0,-0.13556400752211198,48.71519844433342,0.0,0.4957142857142857,0.37530326606522063,0.02020202517189422,0.40778692483424733,0.34086131062499325,-0.02089830349474497,-0.11837387132000016,0.24703728891825874,0.26929557812667965,0.13956424815654853,14.666666666666664,-0.37143851864660254,2.5691660024959333,2.5691660024959333,0.0,2.6082254379588183e-05,0.21032691395495212,0.0016654478598744009,25.11829382633268,4.0,0.0583232472089724,-0.12047639069201263,1.0912968109534191,0.18146224568659705,0.17777777777777776,0.6737148672655077,0.3333333333333333,0.6474457867061233,15.0,0.030300999999999963,15.000000978885287,15.000000978885287,14.999999999999993,0.002573459397624038,0.16596844839513938,233.75738181191605,529.9607185665233,18.145741266633816,5.776384421066664,0.24275585059734964,0.08518966922532947,0.06285393610547088,0.0533476063448436,0.08557273369787992,0.2737493081935324,0.8491195370426565,0.0194410824029908,0.26666666666666666,0.13333333333333333,-0.14442824056809755,0.10212618397778968,0.17254113167491375,0.06582052921447852,0.0415495242991666,0.2085540666486038,0.0,1.0420421383403766,439914.90126381477,5014943.978879894,0.0388821648059816
"mp-300673126, Sb(PO3)4, LiSb(PO3)4, mp-504350, mp-673126",1.0,2.0,0.0,-1.8807579593908919,1.0250751152081141,494.64705882352933,0.8248921602710979,6.0,-0.00031154751153650295,42.15140206773676,0.0,0.9525000000000002,0.3952994122491033,0.00964776968597288,0.40922826872334817,0.37322584779186063,-0.08250230283123589,-0.1812492912438736,0.2175486183078599,0.2398203594726439,0.15409690886226393,15.058823529411766,-0.6232843902071037,2.4780318366042904,2.4780318366042904,0.0,0.021465139297270067,0.2263381770241156,0.0006674249959247912,28.464125556963253,6.0,0.07443587816345361,-0.030464155015095626,1.0320831246256723,0.03840714275194915,0.1522491349480969,0.5648121433224642,0.29411764705882354,0.5370412375613413,4.0,0.03030099999999994,17.0,16.805535574331028,17.000000000000004,0.003786034216258265,0.15818975728115434,331.8405739801143,470.6095348680803,0.7067148120919449,6.129595465705882,0.35766045666719604,0.10883002252110736,0.053605305829860436,0.040354848927649616,0.08902863721252396,0.2290647959104965,0.8797101829142733,0.02189290534219224,0.2352941176470588,0.1176470588235294,-0.03350717416697364,0.11970089166771412,0.17270774512051534,0.07306499016163552,0.04322752546673751,0.2169766412325693,0.0,1.0213373899573024,80634.61959089112,720602.111648388,0.05254297282126137
"mp-300673145, Cu4(PO4)3, LiCu4(PO4)3, mp-673151, mp-673145",2.0,2.0,-1.635673659033276,-0.1192310318435113,0.4319675030429325,28891.263157894737,0.9525464743355792,2.0,-0.13475439284907034,46.733203760731925,0.0,0.521578947368421,0.3938533877388985,0.007298205946052825,0.4048484101883599,0.3787455316027021,0.0214396454876707,-0.07708311587317053,0.22533871065873606,0.2295621605902017,0.13531203348463958,15.473684210526313,-0.4638674537143408,2.6727194060880457,2.6727194060880457,0.0,0.026108898931960226,0.3261575397280402,0.0027066861350604344,32.046089247247465,4.0,0.07946383558068718,-0.15021795073240432,1.0513940809173723,0.2357333679934188,0.11634349030470915,0.5646015467551877,0.3684210526315789,0.5320882699079541,2.0,0.03030100000000008,19.000000563883667,19.0,19.000000000000004,0.0027681065743502017,0.1829243742042882,331.9580461377718,492.6950444047698,8.721617407867603,4.302180299157894,0.215590590744613,0.07401697392212818,0.04210161815393535,0.06079981829512152,0.08767798657885917,0.28510076108409665,1.0432416681214418,0.029276149950779488,0.21052631578947367,0.07894736842105263,-0.18348958110414712,0.0904109227515788,0.18178601987395326,0.06098147400055645,0.04257172204784393,0.21368489548483144,0.0,1.0330467102213965,112969.91558117856,1107308.54473412,0.050187685629907684
"mp-300673156, LiNbP4O13, Li2NbP4O13, mp-684534, mp-673156",2.0,1.0,-1.8387761624269272,0.2126841543978061,0.5066364821462478,31395.578947368416,0.8668282064464191,1.0,-0.13226950266685122,83.99030441650996,0.015235457063711913,0.557,0.2918045367652059,0.008090561787958913,0.3193987566196187,0.2723701159228413,-0.0026479125358380364,-0.11943395039370465,0.25864216952963354,0.2607900100352316,0.11573158724646347,15.552631578947368,-0.5665167242956244,3.0450417760818427,3.0450417760818427,0.0,0.037457241033630295,0.28126682533204544,0.0007974194676075737,64.96693446244285,4.0,0.06740732086476675,-0.17779542975070842,0.8617465502071646,0.4895579531751893,0.06232686980609418,0.6146543714335349,0.3157894736842105,0.5846295150239622,1.0,0.030300999999999877,37.911026742233375,37.80094300000883,38.317805824287376,0.0011740601663736152,0.13132805402048298,663.4244387369579,1161.6375639241326,10.71192165557466,5.508845318684212,0.3147465048737722,0.2569912627488678,0.025911754756052226,0.05688526641557086,0.06587587807969897,0.319574575184281,0.7162302820075976,0.0212865223783474,0.10526315789473684,0.0,-0.2455950263463561,0.35499099180495125,0.13662803235705628,0.056157067808942855,0.03198578891571862,0.22844789098780044,0.0,1.0163890545560772,880765.4799982237,7312769.843713882,0.04612079848641936
"mp-300673706, Mo3Se4, Li7(Mo3Se4)4, mp-21021, mp-673706",5.0,6.0,0.0,0.31977002716762304,1.293684424642017,327.0,0.8395184837861045,436.0,-0.0006967962249030771,32.20713407188157,0.0,0.17727272727272714,0.4634932021965162,0.036081257102166496,0.496875430718964,0.42184418701788173,-0.19543181178823005,-0.18565118505796008,0.13553161762187696,0.29779941476378785,0.110460544836797,14.714285714285715,-1.1765732589383315,2.8059929729474944,2.8059929729474944,0.0,0.07512736278770547,0.6546542789908052,0.0016773488455642778,11.262956825758932,7.0,0.04557022738082217,-6.632040102279765e-10,1.11158048108214,0.03221100462850236,0.5714285714285714,0.8326313888114182,0.42857142857142855,0.8484217562880169,148.0,0.030300999999999877,6.999999999999997,6.999999999999997,6.999999999999997,0.0065126197678641905,2.2915443894021648,0.0,316.5271456615621,3.476782547305057e-08,4.93227932837594,0.2389623116609718,3.54592604895638e-10,0.0,1.7225804721064837,0.30247979085922283,3.783342838309371,1.65546622835399,0.019530097448923787,0.5714285714285714,0.5714285714285714,-6.634841856296432e-10,3.547423981670896e-10,2.802921888741508,2.2570174200415933,0.1967426586881336,4.757556311281542,0.0,1.0565487818940105,299747.0354288935,4307647.280937387,0.026040129931898384
"mp-300675779, Mo3S4, Li(Mo3S4)2, mp-2164, mp-675711",5.0,6.0,0.0,0.7433787782352824,1.473131109900114,562.4285714285714,0.8434630892637337,436.0,-0.00039221254084953466,29.857335182433484,0.0,0.1909090909090909,0.4673164052738667,0.03430127319651099,0.4978509567126298,0.4277292759759059,-0.1442054474840496,-0.029303437664044887,0.17046409222243453,0.2858222822696629,0.1040032184578704,13.857142857142858,-0.9868327909062896,2.24470066526536,2.24470066526536,0.0,0.02302807766319522,0.6194157965099548,0.00011996426409007585,11.262885787621816,6.0,0.05104536201771031,2.3711869504931354e-10,1.1113565657690327,0.003228958817993812,0.5714285714285714,0.4765778722909414,0.42857142857142855,0.8740811396335356,148.0,0.0303010000000001,6.999999999999999,7.0,7.0,0.007295092713850009,1.9202777548482868,0.0,282.57638754712895,2.2010356209527527e-08,1.8033596837012984,0.23947096211542165,1.305535753778264e-10,0.0,1.3909572530835772,0.3141386658501556,3.124882071596885,1.344769119948575,0.021876583721875845,0.5714285714285714,0.5714285714285714,2.371710969727624e-10,1.3058240724913892e-10,2.3592017194616006,1.866177142053768,0.2043259688210616,3.9753585324420047,0.0,1.0565487818940105,307253.27772020164,3041657.091647065,0.029168778295834464
